id,title,decision,category,confidence,notes
27306192,Ziprasidone augmentation for anxious depression.,OUT_OF_SCOPE,non-Canadian,high,Post-hoc analysis of ziprasidone augmentation RCT; US-based; secondary analysis
29332222,"Efficacy of Crocus sativus (saffron) in treatment of major depressive disorder associated with post-menopausal hot flashes: a double-blind, randomized, placebo-controlled trial.",OUT_OF_SCOPE,non-Canadian,high,Saffron RCT for MDD with hot flashes; conducted in Iran
30028337,"Zishenpingchan granules for the treatment of Parkinson's disease: a randomized, double-blind, placebo-controlled clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Traditional Chinese medicine RCT for Parkinson's; conducted in China; not MH pharma
30265045,Effectiveness of interpersonal psychotherapy-trauma for depressed women with childhood abuse histories.,OUT_OF_SCOPE,non-pharma,high,IPT psychotherapy RCT for depression; non-pharmacological intervention; US-based
31638608,Preventive analgesia with pregabalin in laparoscopic cholecystectomy post-operated patients.,OUT_OF_SCOPE,non-MH,high,Pregabalin for postoperative pain in cholecystectomy; not MH condition; Mexico
35093946,Effect of Low-Dose Statins in Addition to Standard Therapy on Brain Perfusion and Neurocognitive Performance in Patients with Major Depressive Disorder.,OUT_OF_SCOPE,non-Canadian,high,Rosuvastatin add-on RCT in MDD; no Canadian site mentioned; appears Chile-based
37022483,The impact of early palliative care on the quality of life of patients with advanced pancreatic cancer: The IMPERATIVE case-crossover study.,UNCERTAIN,possibly-Canadian,medium,"Case-crossover study (not RCT) of palliative care in pancreatic cancer; first author Kim CA with Canadian co-authors; but not RCT and not MH pharma"
31465443,Affect regulation training reduces symptom severity in depression - A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,high,Affect regulation training (psychological) RCT for depression; Germany-based; non-pharma
30870236,Efficacy of venlafaxine extended release in major depressive disorder patients: effect of baseline anxiety symptom severity.,OUT_OF_SCOPE,secondary-analysis,high,Post-hoc pooled subgroup analysis of venlafaxine XR trials; secondary analysis
32831874,Five-Animal Frolics Exercise Improves Anxiety and Depression Outcomes in Patients with Coronary Heart Disease: A Single-Blind Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Traditional Chinese exercise RCT for CHD patients; China-based; non-pharma
37149052,Motor cortical plasticity as a predictor of treatment response to high frequency repetitive transcranial magnetic stimulation (rTMS) for cognitive function in drug-naive patients with major depressive disorder.,OUT_OF_SCOPE,non-Canadian,high,rTMS RCT for MDD cognition; China-based; non-pharma (neuromodulation)
,S40. COMBINING PHARMACOTHERAPY OF BI 425809 WITH COMPUTERISED COGNITIVE TRAINING IN PATIENTS WITH SCHIZOPHRENIA,OUT_OF_SCOPE,non-Canadian,high,Phase II trial of BI 425809 + CCT for schizophrenia cognition; multinational but no Canadian site indicated
32924897,"Adjunctive bright light treatment with gradual advance in unipolar major depressive disorder with evening chronotype - A randomized controlled trial.",OUT_OF_SCOPE,non-Canadian,high,Bright light therapy RCT for MDD; Hong Kong-based; non-pharma
26800392,"Riluzole combination therapy for moderate-to-severe major depressive disorder: A randomized, double-blind, placebo-controlled trial.",OUT_OF_SCOPE,non-Canadian,high,Riluzole + citalopram RCT for MDD; Iran-based inpatient study
31241002,Calorie restriction in combination with prebiotic supplementation in obese women with depression: effects on metabolic and clinical response.,OUT_OF_SCOPE,non-Canadian,high,Prebiotic + calorie restriction RCT in obese women with MDD; Iran-based; non-pharma
26714202,CNS- and ANS-arousal predict response to antidepressant medication: Findings from the randomized iSPOT-D study.,OUT_OF_SCOPE,secondary-analysis,high,Secondary analysis of iSPOT-D trial predicting SSRI response; biomarker analysis
27486544,Post Hoc Analyses of Anxiety Measures in Adult Patients With Generalized Anxiety Disorder Treated With Vilazodone.,OUT_OF_SCOPE,secondary-analysis,high,Post-hoc pooled analysis of vilazodone GAD trials
30538595,"Borderline personality disorder in adolescents: prevalence, diagnosis, and treatment strategies.",OUT_OF_SCOPE,review,high,Narrative review of BPD in adolescents; not an RCT
34321056,The efficacy of Tuina with herbal ointment for patients with post-stroke depression: study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,Study protocol only; Tuina + herbal ointment for PSD; China-based
32666402,"Associations between commonly used patient-reported outcome tools in postpartum depression clinical practice and the Hamilton Rating Scale for Depression.",OUT_OF_SCOPE,secondary-analysis,high,Post-hoc analysis of brexanolone trials; psychometric comparison of scales
,Suicidality during neuromodulation in the elderly depressed: study design,OUT_OF_SCOPE,protocol,high,Study design/protocol for adTMS + tDCS in elderly depression; Belgium-based; no results
33487800,"Managing Depression in Diabetes Mellitus: A Multicentric Randomized Controlled Trial Comparing Effectiveness of Fluoxetine and Mindfulness in Primary Care: Protocol for DIAbetes Mellitus ANd Depression (DIAMAND) Study.",OUT_OF_SCOPE,protocol,high,Protocol for fluoxetine vs mindfulness RCT in India; no results
34763504,"Clinical efficacy of bevacizumab combined with cisplatin in the treatment of malignant pleural effusion and ascites caused by lung cancer: a randomized trial.",OUT_OF_SCOPE,non-MH,high,Bevacizumab + cisplatin for lung cancer effusions; not MH condition; China
31076215,Long-Term Outcomes of the Benefit-Finding Group Intervention for Alzheimer Family Caregivers: A Cluster-Randomized Double-Blind Controlled Trial.,OUT_OF_SCOPE,non-pharma,high,Psychotherapy (benefit-finding) RCT for Alzheimer caregivers; Hong Kong; non-pharma
34383537,Correction to Lehavot et al. (2021).,OUT_OF_SCOPE,non-pharma,high,Correction notice for online PTSD self-management trial for women veterans; non-pharma; US VA
30515573,Telephone-based reminiscence therapy for colorectal cancer patients undergoing postoperative chemotherapy complicated with depression: a three-arm randomised controlled trial.,OUT_OF_SCOPE,non-Canadian,high,Telephone reminiscence therapy RCT for cancer patients with depression; China-based; non-pharma
