id,title,decision,category,confidence,notes
6609,Predicting CBT modality treatment participation and reliable improvements for individuals with anxiety and depression,OUT_OF_SCOPE,observational,high,Retrospective cohort study not RCT; non-pharma (CBT); Canadian but not interventional RCT
6610,Social-Emotional Outcomes in Refugee Children: A Pilot RCT of School-Based Mindfulness,OUT_OF_SCOPE,non_pharma,high,Non-pharmacological intervention (mindfulness); Turkey not Canada
6611,Development and Validation of the EBBQ-GID,OUT_OF_SCOPE,non_interventional,high,Questionnaire validation study not RCT; no pharmacological intervention
6612,The Relationship Between Early Onset Bipolar I Disorder with Clinical Features and Alexithymia,OUT_OF_SCOPE,observational,high,Cross-sectional study not RCT; no pharmacological intervention; Turkey
6613,Intermittent theta burst stimulation for negative symptoms in schizophrenia,OUT_OF_SCOPE,non_pharma,high,Non-pharmacological intervention (brain stimulation); not Canadian
6614,Facilitation of working memory capacity by tDCS,OUT_OF_SCOPE,non_pharma,high,Non-pharmacological intervention (tDCS); not Canadian; older adults without dementia
6615,MRI Radiomics Nomogram for Predicting Disease Transition in Preclinical AD,OUT_OF_SCOPE,observational,high,Observational/prognostic study not RCT; no pharmacological intervention
6616,Effect of combined tDCS and cognitive training on brain microstructure in late-life depression,OUT_OF_SCOPE,non_pharma,high,Non-pharmacological intervention (tDCS + cognitive training); not Canadian
6617,Risk factors associated with severe progression of Parkinsons disease,OUT_OF_SCOPE,observational,high,Retrospective observational study not RCT; no pharmacological intervention
6618,From Coping to Resilience: Youth with Lived Experience of Homelessness,OUT_OF_SCOPE,non_pharma,high,Qualitative study from RCT on Housing First; non-pharmacological; no MH pharma intervention
6619,Impact of bright light therapy on Parkinsons disease,OUT_OF_SCOPE,non_pharma,high,Non-pharmacological intervention (light therapy); not Canadian; PD not primary MH disorder
6620,Developing a Core Outcome Set for Pain Extended Reality Trials,OUT_OF_SCOPE,non_interventional,high,Delphi consensus/methodology study not RCT; non-pharma (extended reality); pain not MH
6621,Traditional Chinese medicine Jianpi Fuzheng formula for ischemic stroke,OUT_OF_SCOPE,non_canadian,high,RCT but Chinese medicine for stroke not MH; not Canadian
6622,Genetically determined AD research advances conference report,OUT_OF_SCOPE,review,high,Conference synthesis review not RCT
6623,Inform and do no harm: Nocebo education reduces false self-diagnosis,OUT_OF_SCOPE,non_pharma,high,RCT but non-pharmacological intervention (educational workshop); healthy participants not diagnosed MH disorder; Canadian authors but no Canadian site stated
