id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
10.1007/s10864-020-09376-4,Comparison of Face-to-Face and Remote Support for Interventionists Learning to Deliver JASPER Intervention with Children Who have Autism.,OUT_OF_SCOPE,Non-Pharmacological,3/3,none,Unanimous agreement
10.1007/s11469-019-00140-y,Intersectionality as an Analytic Framework for Understanding the Experiences of Mental Health Stigma Among Racialized Men.,OUT_OF_SCOPE,Non-Pharmacological,3/3,none,Unanimous agreement
10.1007/s12310-019-09353-x,"Developing Self-concept, Coping Skills, and Social Support in Grades 3-12.",OUT_OF_SCOPE,Non-Pharmacological,3/3,none,Unanimous agreement
10.1007/s41252-017-0027-3,Remediating Deficits or Increasing Strengths in Autism Spectrum Disorder Research: a Content Analysis.,OUT_OF_SCOPE,Non-RCT,3/3,none,Unanimous agreement
10.1016/j.dadm.2019.04.010,European Ultrahigh-Field Imaging Network for Neurodegenerative Diseases (EUFIND).,OUT_OF_SCOPE,Non-RCT,3/3,none,Unanimous agreement
10.1016/j.trci.2017.09.003,Study protocol of the Intense Physical Activity and Cognition study.,OUT_OF_SCOPE,Non-Pharmacological,3/3,none,Unanimous agreement
10.1017/s0144686x15000902,A life history intervention for individuals with dementia: A randomised controlled trial examining nursing staff empathy.,OUT_OF_SCOPE,Non-Pharmacological,3/3,none,Unanimous agreement
10.1038/s41531-024-00712-3,Progression subtypes in Parkinson's disease identified by a data-driven multi cohort analysis.,OUT_OF_SCOPE,Non-RCT,3/3,none,Unanimous agreement
10.3389/fnagi.2021.764872,Deep-Learning Radiomics for Discrimination Conversion of Alzheimer's Disease in Patients With Mild Cognitive Impairment.,OUT_OF_SCOPE,Non-RCT,3/3,none,Unanimous agreement
10.3389/fnhum.2022.1084782,Proceedings of the 10th annual deep brain stimulation think tank.,OUT_OF_SCOPE,Non-RCT,3/3,none,Unanimous agreement
10.3390/cancers12102953,The cins of polo-like kinase 1 in cancer.,OUT_OF_SCOPE,Non-Mental Health,3/3,none,Unanimous agreement
26089182,Occupancy of Dopamine D3 and D2 Receptors by Buspirone: A [11C]-(+)-PHNO PET Study in Humans.,OUT_OF_SCOPE,Non-Mental Health,2/3,minor,Majority (ext1+ext3=OUT_OF_SCOPE; ext2=MAP)
