id,title,decision,category,confidence,notes
40305624,Biomimetic elasticity compressed assembly controls rapid intracerebral drug release to reverse microglial dysfunction.,OUT_OF_SCOPE,non-human/preclinical,high,Biomimetic assembly for AD drug release - preclinical/nanotechnology study
40303882,Neural connectivity biotypes: predictors of clinical outcomes and improvement patterns of iTBS treatment in adolescents and young adults with depression.,OUT_OF_SCOPE,non-pharma,high,iTBS neuromodulation for depression in adolescents; not pharmacological
40302143,Efficacy of Virtual Reality vs. Tablet Games for Pain and Anxiety in Children Undergoing Bone Pins Removal: Randomised Clinical Trial.,OUT_OF_SCOPE,non-pharma/non-MH,high,VR vs tablet games for pain/anxiety in children during bone pin removal; not MH diagnosis
40301914,Feasibility and usability of remote transcranial direct current stimulation (tDCS) for self-regulation in children with autism: protocol for a randomized controlled pilot study.,OUT_OF_SCOPE,non-pharma,high,Remote tDCS for ASD self-regulation; neuromodulation not pharmacological
40301881,"The association between hot days and substance-related suicides: a time-stratified case-crossover analysis in British Columbia, Canada.",OUT_OF_SCOPE,observational,high,Case-crossover study of hot days and suicide in BC Canada; observational not RCT
40301831,Electronic Measurement-based care (eMBC) for perinatal depression and anxiety: a pilot randomized controlled trial.,OUT_OF_SCOPE,non-pharma,medium,Pilot RCT of electronic measurement-based care for perinatal depression; Canadian (Lam RW); care delivery intervention not pharmacological
40297898,Cognitive behavioural therapy for intolerance of uncertainty: A study protocol for the prevention of postpartum anxiety.,OUT_OF_SCOPE,protocol,high,CBT protocol for postpartum anxiety prevention; Canadian authors but non-pharma protocol without results
40295405,"Patient-partner support for breast cancer survivors: a cross-sectional comparative study assessing the effects on emotional distress, coping, perceived control, and perceived social support.",OUT_OF_SCOPE,non-RCT/non-pharma,high,Cross-sectional study of patient-partner support for breast cancer survivors; not RCT
40291549,Impact of an interactive communication application on the satisfaction and anxiety of intubated patients admitted to intensive care units: A randomized clinical trial.,OUT_OF_SCOPE,non-pharma,high,App-based communication for intubated ICU patients; not MH pharma RCT
40291040,The efficacy of add-on yoga intervention in somatoform pain disorders: An open-label controlled trial.,OUT_OF_SCOPE,non-pharma,high,Add-on yoga for somatoform pain disorders; non-pharmacological
40288802,Evaluating the occupation-based complex intervention for living well with anxiety and Parkinson's disease (OBtAIN-PD) in community rehabilitation teams in the UK: a feasibility cluster randomised controlled trial protocol.,OUT_OF_SCOPE,non-pharma/non-Canadian,high,"Occupational therapy for anxiety in Parkinson in UK; non-pharma, not Canadian site"
40282158,An Initial Examination of Couple Therapy for PTSD Outcomes Among Black/African American Adults: Findings from an Uncontrolled Trial with Military Dyads.,OUT_OF_SCOPE,non-pharma,high,Couple therapy for PTSD in Black/African Americans; psychotherapy not pharma
40279960,Stratified support pattern-based internet-assisted self-management therapy for DM-MCI: A randomized controlled trial.,OUT_OF_SCOPE,non-pharma/non-Canadian,high,"Internet-assisted self-management for DM-MCI; not Canadian, non-pharma"
40279635,Social Listening for Patient Experiences With Stopping Extended-Release Buprenorphine: Content Analysis of Reddit Messages.,OUT_OF_SCOPE,non-RCT,high,Social media content analysis of buprenorphine discontinuation; not RCT
40279147,A Rent Subsidy and Identity Capital Intervention for Youth Exiting Homelessness: Protocol for the Transitioning Youth Out of Homelessness 2.0 Pilot Randomized Controlled Trial.,OUT_OF_SCOPE,non-pharma,high,"Rent subsidy and identity capital intervention for homeless youth; Canadian protocol but non-pharma, not MH diagnosis"
40270452,A brief workplace intervention for anxiety sensitivity aimed at reducing the risk of posttraumatic stress in first responders.,OUT_OF_SCOPE,non-pharma,high,Brief CBT for anxiety sensitivity in Canadian first responders; non-pharmacological
40270069,A cash transfer plus gender transformative economic empowerment intervention seeking to improve the wellbeing of caregivers of children and adolescents living with HIV in South Africa: a feasibility study protocol for a pilot cluster randomized trial.,OUT_OF_SCOPE,non-pharma,high,"Cash transfer and gender empowerment for caregivers in sub-Saharan Africa; non-pharma, non-Canadian"
40269733,"Treatment of insomnia, restless legs, cramps, and pain associated with chronic kidney disease: results from a multinational survey of kidney supportive care practice.",OUT_OF_SCOPE,non-MH,high,"Survey of pharmacological treatment for CKD symptoms (insomnia, pain); not MH RCT"
40264292,Systemic Inflammation and Anhedonic Responses to an Inflammatory Challenge in Adults With Major Depressive Disorder: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,LPS inflammatory challenge and anhedonia in MDD; US-based RCT
40261856,"Feasibility and preliminary effects of an app-based physical activity intervention for individuals with depression (MoodMover): A protocol for a single-arm, pre-post intervention study.",OUT_OF_SCOPE,non-pharma/protocol,high,"App-based physical activity for depression; protocol, non-pharmacological"
