id,title,decision,category,confidence,notes
32568399,Evaluation of a Machine Learning Model Based on Pretreatment Symptoms and Electroencephalographic Features to Predict Outcomes of Antidepressant Treatment in Adults With Depression,EXCLUDE,non-Canadian,high,Secondary analysis of RCT; US-based ML prediction study
28637449,Task shifting interpersonal counseling for depression: a pragmatic randomized controlled trial in primary care.,EXCLUDE,non-Canadian,high,Brazil-based RCT; non-pharma intervention (interpersonal counseling)
30369433,Identifying Ketamine Responses in Treatment-Resistant Depression Using a Wearable Forehead EEG.,EXCLUDE,non-Canadian,high,Taiwan-based RCT of ketamine; not Canadian
34158069,The effect of acute intermittent hypoxia on postprandial triglyceride levels in humans,EXCLUDE,non-MH,high,Not a mental health study; examines triglyceride response to hypoxia
33305900,Subanesthetic dose of ketamine for the antidepressant effects and the associated cognitive impairments of ECT in elderly patients,EXCLUDE,non-Canadian,high,China-based RCT; not Canadian
32358376,Study of efficacy and safety of Jiaotai pill in the treatment of depression.,EXCLUDE,non-Canadian,high,Chinese herbal formula study; China-based
32256402,Workplace-Related Interpersonal Group Psychotherapy to Improve Life at Work in Individuals With MDD,EXCLUDE,non-pharma,high,Non-pharma RCT (psychotherapy only); Switzerland-based
35669367,Analysis of the Effect of Exercise Combined with Diet Intervention on Postoperative Quality of Life of Breast Cancer Patients.,EXCLUDE,non-MH,high,Not MH; breast cancer quality of life study; China-based
30770426,Bright light therapy for depression in Parkinson disease: A randomized controlled trial.,EXCLUDE,non-Canadian,high,Netherlands-based RCT; non-pharma (light therapy)
30456199,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia,EXCLUDE,non-Canadian,high,Iran-based RCT; fibromyalgia not primary MH diagnosis
31467392,Attenuation of antidepressant and antisuicidal effects of ketamine by opioid receptor antagonism.,EXCLUDE,non-Canadian,high,US-based secondary analysis of ketamine trial
27714649,Telephone-Delivered Stepped Collaborative Care for Treating Anxiety in Primary Care,EXCLUDE,non-pharma,high,US-based collaborative care RCT; not pharma for MH
35353469,A psychological intervention by community pharmacies to prevent depression in adults with subthreshold depression,EXCLUDE,non-pharma,high,UK-based; non-pharma (psychological intervention); subthreshold depression
31248841,"The association between antidepressant treatment and brain connectivity in two double-blind, placebo-controlled clinical trials",EXCLUDE,non-Canadian,high,US-based neuroimaging study from clinical trials
28806907,Effect of acupuncture and its influence on cerebral activity in perimenopausal insomniacs: study protocol,EXCLUDE,protocol,high,Protocol only; China-based; non-pharma (acupuncture)
30665989,Development and validation of a prediction model for the probability of responding to placebo in antidepressant trials,EXCLUDE,secondary-analysis,high,Pooled analysis/meta-analysis; Japan-based
30659559,Increase in pharmacodynamic tolerance after repeated antidepressant trials in treatment-responsive bipolar I depressed subjects,EXCLUDE,non-Canadian,high,US-based exploratory analysis of antidepressant trials; says bipolar II in abstract
30430372,Efficacy of vitamin D replacement therapy in restless legs syndrome: a randomized control trial.,EXCLUDE,non-MH,high,Not MH diagnosis; restless legs syndrome; Saudi Arabia
