id,title,decision,category,confidence,notes
38452517,Neuropsychological Rehabilitation for Epilepsy in India,OUT_OF_SCOPE,non-Canadian; non-pharma (cognitive rehab),0.98,India-based RCT; neuropsych rehab not pharmacological
38451197,Sertraline versus venlafaxine in trauma-affected refugees,OUT_OF_SCOPE,non-Canadian,0.95,Denmark-based RCT for PTSD in refugees
38435873,Effect of Integrated Yoga as Adjuvant for Panic Disorder,OUT_OF_SCOPE,non-Canadian; non-pharma,0.98,India-based; yoga intervention
38430820,Efficacy of Ginkgo biloba dropping pill on stable angina with depression,OUT_OF_SCOPE,non-Canadian; primary condition not MH,0.97,China-based; primary target is angina not MH disorder
38428936,Impact of Sling Use on Functional Mobility in Geriatric Population,OUT_OF_SCOPE,not MH; non-pharma,0.99,Orthopedic study; no mental health intervention
38425206,Baseline symptom severity and efficacy of Silexan in anxiety disorders,OUT_OF_SCOPE,non-Canadian,0.97,European pooled analysis of Silexan trials
38420046,Effect of Vortioxetine vs Fluoxetine on Metabolic Parameters in Depression,OUT_OF_SCOPE,non-Canadian,0.95,India-based RCT
38412543,Walking and Social Reminiscence in Gentrifying Neighborhoods,OUT_OF_SCOPE,non-pharma; not RCT,0.97,US-based pilot; behavioral intervention
38411577,HD-tDCS Primed iTBS in Treatment-Resistant Depression,OUT_OF_SCOPE,non-Canadian; non-pharma,0.95,India-based; neuromodulation not pharmacological
38408937,Efficacy of empagliflozin as adjunctive therapy to citalopram in MDD,OUT_OF_SCOPE,non-Canadian,0.95,Iran-based RCT
38401806,Mediating effect of inflammation on sleep disruption and suicidal ideation in MDD,OUT_OF_SCOPE,non-Canadian; observational,0.97,China-based cross-sectional study
38401072,Clinical Efficacy of Ultrasound-Guided Acupuncture for Chronic Subjective Dizziness,OUT_OF_SCOPE,non-Canadian; non-pharma,0.98,China-based; acupuncture intervention
38393913,Vaccines and Dementia Part II,OUT_OF_SCOPE,review; non-pharma for MH,0.99,Review article; not an RCT
38385994,MSK1 Methylation and Executive Function With Suicidal Ideation in Adolescent MDD,OUT_OF_SCOPE,non-Canadian,0.95,China-based prospective cohort; antidepressant treatment but not Canadian
38370556,Electroacupuncture versus Escitalopram for Post-Stroke Depression,OUT_OF_SCOPE,non-Canadian; non-pharma primary,0.95,China-based; electroacupuncture is primary intervention
38352079,Mental Illness Diagnoses May Not Cause All Mental Symptoms: A Simulation Study,OUT_OF_SCOPE,not RCT; simulation study,0.99,Computational simulation; no clinical trial
38343833,Because We Love You (BeWeL): Protocol for RCT for suicide in Alaska Native people,OUT_OF_SCOPE,non-Canadian; protocol without results,0.98,Alaska US-based protocol; no results
38343313,Harnessing Placebo Effects for Functional Cognitive Disorder,OUT_OF_SCOPE,non-Canadian; non-pharma,0.97,US-based; sham TMS (placebo) study
38342033,Accelerated dTMS with double cone coil in OCD,OUT_OF_SCOPE,non-Canadian; non-pharma,0.95,Turkey-based; TMS intervention
38336164,Efficacy and safety of sertraline in maintenance hemodialysis patients with depression,OUT_OF_SCOPE,non-Canadian,0.95,China-based RCT
38332909,Serum S100A8/A9 and MMP-9 in SLE patients with cognitive impairment,OUT_OF_SCOPE,not RCT; not pharma for MH,0.98,Cross-sectional biomarker study
38330322,Pretreatment relationship characteristics predict outcomes in PTSD treatment,OUT_OF_SCOPE,non-Canadian; non-pharma,0.95,US military couples; psychotherapy intervention
38327498,High-frequency rTMS over bilateral primary motor cortex in Parkinson's disease,OUT_OF_SCOPE,non-Canadian; non-pharma,0.95,China-based; TMS intervention
38325605,Magnitude and sustainability of zuranolone treatment on SF-36 in MDD and PPD,OUT_OF_SCOPE,non-Canadian,0.95,US-based integrated analysis of zuranolone trials
38321914,Intergenerational Effects of Fast Track Intervention,OUT_OF_SCOPE,non-pharma,0.97,US-based; psychosocial behavioral intervention
38312234,Instant and short-term effects of acupuncture for depression and anxiety in UAP,OUT_OF_SCOPE,non-Canadian; non-pharma,0.97,China-based; acupuncture intervention
38306509,Application effect of behavioral cognition combined with psychological intervention on orthodontic patients,OUT_OF_SCOPE,non-pharma; not MH primary,0.98,China-based; behavioral intervention for orthodontic patients
38306352,A computational model to characterize time-course of response to rapid antidepressants,OUT_OF_SCOPE,not RCT; computational modeling,0.97,Simulation/modeling study
38301091,Celecoxib in Treatment of Postpartum Depression: A Case Report,OUT_OF_SCOPE,not RCT; non-Canadian,0.98,Iran-based case report
38293596,Comparing duloxetine and nortriptyline in functional dyspepsia,OUT_OF_SCOPE,non-Canadian; primary condition not MH,0.95,Iran-based; primary condition is functional dyspepsia
