id,title,decision,category,notes
33949762,Mother Matters: Pilot randomized wait-list controlled trial of an online therapist-facilitated discussion board and support group for postpartum depression symptoms.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36252745,Significant Analgesic Benefits of Perioperative Duloxetine in Patients Who Have Depressive Symptoms Undergoing Total Hip Arthroplasty: A Randomized Controlled Trial.,OUT_OF_SCOPE,non_canadian,Chinese trial (West China Hospital); duloxetine for pain in THA patients with depressive symptoms; MH not primary
34152099,Changes in the gut microbiome associated with infliximab in patients with bipolar disorder.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36588890,Triple-nerve decompression surgery for the treatment of painful diabetic peripheral neuropathy in lower extremities: A study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,Protocol without results
34383681,Repeated Transcranial Magnetic Stimulation for Improving Cognition in Alzheimer Disease: Protocol for an Interim Analysis of a Randomized Controlled Trial.,OUT_OF_SCOPE,protocol,Protocol without results
36738385,"Feasibility, Acceptability and Preliminary Implementation of the Cornerstone Program for Transition-Age Youth with Mental Health Conditions: A Mixed Methods Study.",OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
35618329,Meditation and yoga for irritable bowel syndrome: study protocol for a randomised clinical trial (MY-IBS study).,OUT_OF_SCOPE,protocol,Protocol without results
38825109,Randomized clinical trial of ketoprofen or ceftiofur for treatment of metritis in dairy cows.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
33596969,"The effect of a topical combination of clonidine and pentoxifylline on post-traumatic neuropathic pain patients: study protocol for a randomized, double-blind placebo-controlled trial.",OUT_OF_SCOPE,animal_study,Animal model study
35361653,"Protocol for SYNchronising Exercises, Remedies in GaIt and Cognition at Home (SYNERGIC@Home): feasibility of a home-based double-blind randomised controlled trial to improve gait and cognition in individuals at risk for dementia.",OUT_OF_SCOPE,protocol,Protocol without results
32912597,Clustering patients by depression symptoms to predict venlafaxine ER antidepressant efficacy: Individual patient data analysis.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36378059,Effectiveness of Liu-zi-jue exercise on coronavirus disease 2019 in the patients: a randomized controlled trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
33926584,Cognitive determinants of community functioning and quality of life in homeless adults with mental illness: 6-year follow-up from the At Home/Chez Soi Study Toronto site.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
36744277,Developing a music-based digital therapeutic to help manage the neuropsychiatric symptoms of dementia.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
34766419,Selective outcome reporting across psychopharmacotherapy randomized controlled trials.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36618737,"Longitudinal experiences and risk factors for common mental health problems and suicidal behaviours among female sex workers in Nairobi, Kenya.",OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
33849856,Cognitive Outcomes after DEXmedetomidine sedation in cardiac surgery: CODEX randomised controlled trial protocol.,OUT_OF_SCOPE,protocol,Protocol without results
37106141,Eligibility and enrollment of pregnant and breastfeeding women in psychiatry randomized controlled trials.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
33176853,A live-online mindfulness-based intervention for children living with epilepsy and their families: protocol for a randomized controlled trial of Making Mindfulness Matter©.,OUT_OF_SCOPE,protocol,Protocol without results
35442367,Comparison of the effects of duloxetine and pregabalin on pain and associated factors in patients with knee osteoarthritis.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
36110277,"Integrative medicine in treating post-stroke depression: Study protocol for a multicenter, prospective, randomized, controlled trial.",OUT_OF_SCOPE,protocol,Protocol without results
30122926,"Post hoc analyses of asenapine treatment in pediatric patients with bipolar I disorder: efficacy related to mixed or manic episode, stage of illness, and body weight.",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33321247,"""Was I asking for it?"": An experimental investigation of perceived responsibility, mental contamination and workplace sexual harassment.",OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
32564645,COMT by DRD3 Epistatic Interaction in Modulating Behaviors in Children with ADHD: A Pharmaco-Dynamic Behavioral Approach.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
34921820,"Baseline anxiety, and early anxiety/depression improvement in anxious depression predicts treatment outcomes with escitalopram: A CAN-BIND-1 study report.",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
35072578,Reward Sensitivity Predicts the Response to Cognitive Behavioral Therapy for Children with Autism and Anxiety.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36476375,Effects of a multidisciplinary management program on symptom burden and medication adherence in heart failure patients with comorbidities: A randomized controlled trial.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
38758589,"RE104: Synthesis and Activity of a Novel Serotonergic Psychedelic Prodrug of 4-Hydroxy-N,N-diisopropyltryptamine.",OUT_OF_SCOPE,animal_study,Animal model study
35404227,Memory reconsolidation impairment using the β-adrenergic receptor blocker propranolol reduces nightmare severity in patients with posttraumatic stress disorder: a preliminary study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
37041324,Economic Evaluation Comparing Virtual Reality with Child Life Programming for Non-sedated Pediatric Medical Imaging: A Cost-Consequence Analysis.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
33226841,Treatment-related weight gain and metabolic complications in children with mental health disorders: potential role for lifestyle interventions.,OUT_OF_SCOPE,review,Review/meta-analysis
36847894,Examining the Relationship Between Anxiety Severity and Autism-Related Challenges During Cognitive Behavioral Therapy for Children with Autism.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
36150051,Impact and Perceived Value of iGeriCare e-Learning Among Dementia Care Partners and Others: Pilot Evaluation Using the IAM4all Questionnaire.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
36824673,Mechanisms of action and processes of yoga-based group intervention for inpatients with schizophrenia spectrum disorders-A longitudinal qualitative study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
33571302,The effect of a Housing First intervention on primary care retention among homeless individuals with mental illness.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
34409935,Effect of Play2Sleep on mother-reported and father-reported infant sleep: a sequential explanatory mixed-methods study of a randomized controlled trial.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
34030579,Effects of Pilates-Based Exercises on Functional Capacity and Mental Health in Individuals with Schizophrenia: A Pilot Study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
30445999,A randomized controlled trial comparing lifestyle intervention to letrozole for ovulation in women with polycystic ovary syndrome: a study protocol.,OUT_OF_SCOPE,protocol,Protocol without results
34823569,"Multimodal brain imaging effect of ""Adjust Zang-fu and Arouse Spirit"" electroacupuncture on diabetic cognitive impairment: study protocol of a randomized, sham-controlled pilot trial.",OUT_OF_SCOPE,protocol,Protocol without results
33524060,"Sustained functional benefits after a single set of injections with abobotulinumtoxinA using a 2-mL injection volume in adults with cervical dystonia: 12-week results from a randomized, double-blind, placebo-controlled phase 3b study.",OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36921501,Assessment of patient life engagement in major depressive disorder using items from the Inventory of Depressive Symptomatology Self-Report (IDS-SR).,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
29472178,Telegerontology as a Novel Approach to Address Health and Safety by Supporting Community-Based Rural Dementia Care Triads: Randomized Controlled Trial Protocol.,OUT_OF_SCOPE,protocol,Protocol without results
30954336,Early Clinical Exposure to Geriatric Psychiatry and Medical Students' Interest in Caring for Older Adults: A Randomized Controlled Trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
35879701,The effect of nurse practitioner (NP-led) care on health-related quality of life in people with multiple sclerosis - a randomized trial.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
28718346,Effect of desvenlafaxine 50 mg and 100 mg on energy and lassitude in patients with major depressive disorder: A pooled analysis.,OUT_OF_SCOPE,secondary,Pooled analysis of desvenlafaxine trials; secondary analysis
32805405,Nephrologist Views Regarding Cannabinoid Use in Advanced Chronic Kidney Disease and Dialysis: A Survey.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
34619441,One-day acceptance and commitment therapy (ACT) workshop improves anxiety but not vascular function or inflammation in adults with moderate to high anxiety levels in a randomized controlled trial.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
32227368,Weight suppression and weight maintenance following treatment of anorexia nervosa.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
32997667,Geospatial analysis of the patterns of chemical exposures among biota in the Canadian Oil Sands Region.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
32419657,"Examining the association between stress and antiretroviral therapy adherence among women living with HIV in Toronto, Ontario.",OUT_OF_SCOPE,observational,"Observational study, not RCT"
35195468,Understanding Discussions of Sexual Assault in Young Women on a Peer Support Mental Health App: A Content Analysis.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
28068615,"Effects of levomilnacipran ER on noradrenergic symptoms, anxiety symptoms, and functional impairment in adults with major depressive disorder: Post hoc analysis of 5 clinical trials.",OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36692939,Virtual Reality Therapy for People With Epilepsy and Related Anxiety: Protocol for a 3-Phase Pilot Clinical Trial.,OUT_OF_SCOPE,protocol,Protocol without results
35971859,Change in parent and child psychopathology following obesity treatment and maintenance: A secondary data analysis.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
30196270,Protocol for a randomised controlled trial of interventions to promote adoption and maintenance of physical activity in adults with mental illness.,OUT_OF_SCOPE,protocol,Protocol without results
29924506,Clinical Predictors of Extrapyramidal Symptoms Associated With Aripiprazole Augmentation for the Treatment of Late-Life Depression in a Randomized Controlled Trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
34912254,The Implications of the Diving Response in Reducing Panic Symptoms.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36476394,Emerging Adult Perceptions of Cannabis Consumption Post-Legalization: Considering Age and Sex Differences.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
30822311,A parallel randomized controlled trial examining the effects of rhythmic sensory stimulation on fibromyalgia symptoms.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
31763933,Pathways to Recovery among Homeless People with Mental Illness: Is Impulsiveness Getting in the Way?,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
30455580,Blood pressure in children with attention deficit/hyperactivity disorder.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36419123,Concentration-dependent increase in symptoms due to diesel exhaust in a controlled human exposure study.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
33544277,Improved Parent-Child Interactions Predict Reduced Internalizing Symptoms Among the Offspring of Parents with Bipolar Disorder Undergoing a Prevention Program: A Proof-of-Concept Study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
35180229,Goal management training and psychoeducation / mindfulness for treatment of executive dysfunction in Parkinson's disease: A feasibility pilot trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
35925666,Supporting Self-management and Quality of Life in Bipolar Disorder With the PolarUs App (Alpha): Protocol for a Mixed Methods Study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
29802093,Computer-Based Driving in Dementia Decision Tool With Mail Support: Cluster Randomized Controlled Trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
31757197,Psychiatric profile and quality of life of subjects with excess weight treated with transcranial direct current stimulation combined with a hypocaloric diet.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
28234437,Early Improvement of Specific Symptoms Predicts Subsequent Recovery in Bipolar Depression: Reanalysis of the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD) Data.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
