id,title,decision,category,notes
35976647,Development and Validation of Models to Predict Poor Health-Related Quality of Life Among Adult Survivors of Childhood Cancer.,OUT_OF_SCOPE,non_rct,Not an RCT
28340446,Mental health and behavioral weight loss: 24-month outcomes in Veterans.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
27189142,Direction to an Internet Support Group Compared With Online Expressive Writing for People With Depression And Anxiety: A Randomized Trial.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
32768555,Association Between Pretreatment Sleep Disturbance and Radiation Therapy-Induced Pain in 573 Women With Breast Cancer.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
28950727,Patient Reported Outcomes After Radiation Therapy for Bone Metastases as a Function of Age: A Secondary Analysis of the NCIC CTG SC-Twenty-Three Randomized Trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
29283609,"""Miscarried helping"" in adults with Type 2 diabetes: Helping for Health Inventory-Couples.",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
28862971,Self-Reported Health and Outcomes in Patients With Stable Coronary Heart Disease.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
29163018,Brain Networks Implicated in Seasonal Affective Disorder: A Neuroimaging PET Study of the Serotonin Transporter.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33629920,"Associations between Early Psychosocial Deprivation, Cognitive and Psychiatric Morbidity, and Risk-taking Behavior in Adolescence.",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
29999427,A pharmacoeconomic evaluation of cholinesterase inhibitors and memantine for the treatment of Alzheimer's disease.,OUT_OF_SCOPE,non_rct,Not an RCT
28602449,What Are the Barriers and Facilitators for the Self-Management of Chronic Pain with and without Neuropathic Characteristics?,OUT_OF_SCOPE,observational,Observational/non-interventional
31713856,Biofeedback for treatment of irritable bowel syndrome.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
26949290,The Effect of Task-Irrelevant Fearful-Face Distractor on Working Memory Processing in Mild Cognitive Impairment versus Healthy Controls: An Exploratory fMRI Study in Female Participants.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4063,"Alexithymia, depression, anxiety levels and quality of life in patients with rheumatoid arthritis",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_4064,Psychological and Cortisol Responses to and Recovery From Exposure to a Body Image Threat,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4065,Medication use in early-hd participants in track-hd: An investigation of its effects on clinical performance,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4066,The Impact of Physical versus Social Activity on the Physical and Cognitive Functioning of Seniors with Dementia,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4067,Adjunctive trazodone and depression outcome in adolescents treated with serotonin re-uptake inhibitors,OUT_OF_SCOPE,observational,Retrospective chart review cohort study; not RCT
29902037,Introducing supported self-management for depression to primary care in Vietnam: A feasibility study in preparation for a randomized controlled trial,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4069,Changes in psychological need fulfillment over the course of treatment for major depressive disorder,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4070,Genetic Complexity of Early-Onset Alzheimer’s Disease,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4071,A Critical Examination of CBT in Clinical Social Work Practice,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4072,Prevention of depression and anxiety in community-dwelling older adults: The role of physical activity,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4073,"Erratum: Effectiveness of an 8-week web-based mindfulness virtual community intervention for university students on symptoms of stress, anxiety, and depression: Randomized controlled trial (JMIR Mental Health (2020) 7:7 (e18595) DOI: 10.2196/18595)",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
32468532,Digital Biomarkers Based Individualized Prognosis for People at Risk of Dementia: the AltoidaML Multi-site External Validation Study,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
32769416,Is It Worth It? A Comparison of an Intensive Interdisciplinary Pain Treatment and a Multimodal Treatment for Youths with Pain-related Disability,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4076,Effects of process-based cognitive training on memory in the healthy elderly and patients with mild cognitive impairment: A randomized controlled trial,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_4077,Looking ahead: Pre-and perinatal interventions for maternal distress to prevent neurodevelopmental vulnerability,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33039316,Impact of an Educational Pamphlet on Knowledge About Health Risks After Hypertensive Disorders of Pregnancy: A Randomized Trial,OUT_OF_SCOPE,non_mh,No diagnosed MH condition
row_4079,Employee disability disclosure and managerial prejudices in the return-to-work context,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
