id,title,decision,category,confidence,notes
39781559,Expressive Writing About One's Trauma Increases Accessibility of Cannabis Information in Memory Among Trauma-Exposed Individuals.,OUT_OF_SCOPE,non-pharma,0.95,RCT but intervention is expressive writing (non-pharma); Canadian PI (Stewart) but no pharmacological MH intervention
39772341,Rectangular Repetitive Transcranial Magnetic Monophasic vs Biphasic Stimulation for Major Depressive Disorder: A Randomized Controlled Pilot Trial.,OUT_OF_SCOPE,non-pharma,0.95,RCT for MDD; Canadian authors (Blumberger/Toronto) but intervention is rTMS (device-based not pharmacological)
39771803,Effectiveness of a Telerehabilitation-Based Exercise Program in Patients with Chronic Neck Pain-A Randomized Clinical Trial.,OUT_OF_SCOPE,non-MH,0.97,RCT for chronic neck pain; non-Canadian; non-MH; non-pharma
39763417,Effect of ketamine on anxiety: findings from the Ketamine for Adult Depression Study.,OUT_OF_SCOPE,non-Canadian,0.95,RCT of ketamine for TRD anxiety; Australian trial (KADS); non-Canadian
39753245,IMPACT-ICU feasibility study: pragmatic mixed-methods randomised controlled trial of a follow-up care intervention for survivors of critical illness and caregivers.,OUT_OF_SCOPE,non-pharma,0.90,RCT protocol for ICU follow-up care bundle; Canadian (Kingston) but non-pharma intervention and not primarily MH diagnosis
39745072,Effect of the strategy game Mangala on cognitive function anxiety depression and fine motor skills in individuals with Alzheimer's Disease: A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,0.97,RCT of game therapy for AD; Turkey; non-pharma
39741444,Psychedelics for the Treatment of Psychiatric Disorders: Interpreting and Translating Available Evidence and Guidance for Future Research.,OUT_OF_SCOPE,review,0.98,Review/overview of psychedelic research; not an RCT
39734442,Effects of comprehensive nutrition support on immune function wound healing hospital stay and mental health in gastrointestinal surgery.,OUT_OF_SCOPE,non-Canadian,0.97,RCT of nutritional support after GI surgery; China; not primarily MH
39732400,Enhancing predictive accuracy for antidepressant response in depressive disorders: The additive value of interleukin-1B and interleukin-6 alongside hsCRP.,OUT_OF_SCOPE,non-Canadian,0.97,Observational biomarker study in depression; South Korea; not an RCT
39731725,White matter hyperintensities and their role in major depressive episodes: a cross-sectional study in adults under 65.,OUT_OF_SCOPE,observational,0.97,Cross-sectional study ancillary to clinical trial; France; observational design
39718805,A Multisite 6-Month Open-Label Study of Maintenance Transcranial Magnetic Stimulation for Adolescents with Treatment-Resistant Depression.,OUT_OF_SCOPE,non-pharma,0.95,Open-label TMS follow-up study for adolescent TRD; US; non-pharma; not an RCT
39717381,Phytochemicals in the treatment of patients with depression: a systemic review.,OUT_OF_SCOPE,review,0.98,Systematic review of phytochemicals for depression; not an RCT
39716387,Pentoxifylline adjunct to risperidone for negative symptoms of stable schizophrenia: a randomized double-blind placebo-controlled trial.,OUT_OF_SCOPE,non-Canadian,0.95,RCT pharma for schizophrenia; Iran; non-Canadian
39710506,Do school-based prevention programs impact co-occurring alcohol use and psychological distress during adolescence?,OUT_OF_SCOPE,non-Canadian,0.95,Secondary analysis of Australian cluster RCTs; non-Canadian; prevention program (non-pharma)
39709459,PTSD Coach as an early mobile intervention to improve cancer-related anxiety and psychosocial oncology uptake in patients newly diagnosed with head and neck cancer: pilot randomized controlled trial.,OUT_OF_SCOPE,non-pharma,0.90,RCT of mobile app for cancer anxiety; Canadian (Montreal) but intervention is non-pharmacological
39706483,Wearable self-administered transcranial photobiomodulation for major depressive disorder and sleep: A randomized double blind sham-controlled trial.,OUT_OF_SCOPE,non-Canadian,0.95,RCT of tPBM device for MDD; Taiwan; non-Canadian; non-pharma (device)
39706223,Rapid Antidepressant and Antisuicidal Effects of Low-Dose Ketamine Infusion in Patients With Treatment-Resistant Depression With or Without Low-Grade Inflammation.,OUT_OF_SCOPE,non-Canadian,0.95,RCT of ketamine for TRD; Taiwan; non-Canadian
39704380,Effect of comprehensive intervention model based on drug-psychology-society-skills on medication compliance and cognitive ability of chronic schizophrenia patients.,OUT_OF_SCOPE,non-Canadian,0.97,RCT of comprehensive intervention for schizophrenia; China; non-Canadian
39704352,Wuling capsule combined with sertraline in the therapy of anxiety and depression with insomnia in adolescents.,OUT_OF_SCOPE,non-Canadian,0.97,RCT of herbal medicine + sertraline; China; non-Canadian
39703101,Cognitive Remediation in Patients With Bipolar Disorder: A Randomized Trial by Sequential tDCS and Navigated rTMS Targeting the Primary Visual Cortex.,OUT_OF_SCOPE,non-Canadian,0.97,RCT of brain stimulation for bipolar depression; China; non-pharma
