id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
33275787,The reciprocal relationship between depression and disability in low-income homebound older adults following tele-depression treatment.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
30079814,Social support deficit and depression treatment outcomes in patients with acute coronary syndrome: Findings from the EsDEPACS study.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28605527,Effect of Transcranial Direct Current Stimulation of the Motor Cortex on Visceral Pain in Patients with Hepatocellular Carcinoma.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28292331,The Ghent Psychotherapy Study (GPS) on the differential efficacy of supportive-expressive and cognitive behavioral interventions in dependent and self-critical depressive patients: study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,2,N,Agreement
27460201,"Efficacy of repetitive transcranial magnetic stimulation with quetiapine in treating bipolar II depression: a randomized, double-blinded, control study.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
36277050,Effect of transcranial magnetic stimulation in combination with citalopram on patients with post-stroke depression.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
26747406,"Microstructural abnormalities of the trigeminal nerve correlate with pain severity and concomitant emotional dysfunctions in idiopathic trigeminal neuralgia: A randomized, prospective, double-blind study.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28640076,Efficacy of methylphenidate for the treatment of mental sequelae after traumatic brain injury.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
3193 Improving Individual Clinical Outcomes in a S,3193 Improving Individual Clinical Outcomes in a Sequential Multiple Assignment Randomized Trial (SMART),OUT_OF_SCOPE,non-pharma,2,N,Agreement
27283839,A Trial-Based Predictive Microsimulation Assessing the Public Health Benefits of Nalmefene and Psychosocial Support for the Reduction of Alcohol Consumption in Alcohol Dependence.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
35602344,Nursing Effect and Prognosis Analysis of Self-Management Education Model Based on Protective Motivation Theory on Patients with Hematological Tumor after PICC Catheterization.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
27128357,The Effects of Mindfulness-Based Cognitive Therapy and Cognitive Behavioral Analysis System of Psychotherapy added to Treatment as Usual on suicidal ideation in chronic depression: Results of a randomized-clinical trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
26584326,Effects of levomilnacipran ER on fatigue symptoms associated with major depressive disorder.,OUT_OF_SCOPE,secondary analysis,2,N,Agreement
27137422,Reanalysis of efficacy of interpersonal psychotherapy for antepartum depression versus parenting education program: initial severity of depression as a predictor of treatment outcome.,OUT_OF_SCOPE,secondary analysis,2,N,Agreement
26654211,Quantifying and qualifying the preventive effects of acute-phase cognitive therapy: Pathways to personalizing care.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
25917369,Consistent superiority of selective serotonin reuptake inhibitors over placebo in reducing depressed mood in patients with major depression.,OUT_OF_SCOPE,review,2,N,Agreement
35277402,Effects of repeated transcranial magnetic stimulation in the dorsolateral prefrontal cortex versus motor cortex in patients with neuropathic pain after spinal cord injury: a study protocol.,OUT_OF_SCOPE,protocol,2,N,Agreement
34606437,Long-term effects of solriamfetol on quality of life and work productivity in participants with excessive daytime sleepiness associated with narcolepsy or obstructive sleep apnea.,OUT_OF_SCOPE,non-MH,2,N,Agreement
32546013,"The effect of diagnostic terminology on cognitive, emotional, and post-concussive sequelae following mild brain injury.",OUT_OF_SCOPE,non-pharma,2,N,Agreement
25487682,Fewer study participants needed to demonstrate superior antidepressant efficacy when using the Hamilton melancholia subscale (HAM-D₆) as outcome measure.,OUT_OF_SCOPE,review,2,N,Agreement
29259144,Antidepressants for Depression Associated with Traumatic Brain Injury: A Meta-analytical Study of Randomised Controlled Trials.,OUT_OF_SCOPE,review,2,N,Agreement
33086145,Bifrontal high-frequency transcranial random noise stimulation is not effective as an add-on treatment in depression.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
31084635,Dynamic interpersonal therapy for moderate to severe depression: a pilot randomized controlled and feasibility trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28950157,Group-based multicomponent treatment to reduce depressive symptoms in women with co-morbid psychiatric and psychosocial problems during pregnancy: A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
30997716,Power behind the throne: A clinical trial simulation study evaluating the impact of controllable design factors on the power of antidepressant trials.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
31040597,"Pain and anxiety assessment during cystourethroscopy in males using voiding instruction: A prospective, randomized controlled study.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
PRELIMINARY RESULTS FROM THE SYNERGIC TRIAL: A MUL,PRELIMINARY RESULTS FROM THE SYNERGIC TRIAL: A MULTIMODAL INTERVENTION FOR MILD COGNITIVE IMPAIRMENT,OUT_OF_SCOPE,non-MH,2,N,Agreement
32289809,The Hamilton Rating Scales for Depression: A Critical Review of Clinimetric Properties of Different Versions.,OUT_OF_SCOPE,review,2,N,Agreement
31521062,Item-based analysis of the effects of duloxetine in depression: a patient-level post hoc study.,OUT_OF_SCOPE,secondary analysis,2,N,Agreement
29920440,Association of the loudness dependence of auditory evoked potentials with clinical changes to repetitive transcranial magnetic stimulation in patients with depression.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
26471432,Genomic predictors of remission to antidepressant treatment in geriatric depression using genome-wide expression analyses: a pilot study.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
34974202,Key determinants of long-term post-stroke mortality in Ghana.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
27536116,Effects of escitalopram with a Chinese traditional compound Jiuweizhenxin-keli on mismatch negativity and P50 in patients with major depressive disorders.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
30556583,Long-term efficacy of Metacognitive Training for Depression (D-MCT): A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
29707579,Cognitive Behavior Therapy as Augmentation for Sertraline in Treating Patients with Persistent Postural-Perceptual Dizziness.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28213170,Non response at week 4 as clinically useful indicator for antidepressant combination in major depressive disorder. A sequential RCT.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
28072660,Two Versus One High-Frequency Repetitive Transcranial Magnetic Stimulation Session per Day for Treatment-Resistant Depression: A Randomized Sham-Controlled Trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
31317843,Refractory depression - mechanisms and efficacy of radically open dialectical behaviour therapy (RefraMED): findings of a randomised trial on benefits and harms.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
29033859,Multi-Watt Near-Infrared Phototherapy for the Treatment of Comorbid Depression: An Open-Label Single-Arm Study.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
Reversing cognitive-decline in older adults in an ,Reversing cognitive-decline in older adults in an open-label clinical trial: novel mechanisms and the role of GlyNAC,OUT_OF_SCOPE,non-MH,2,N,Agreement
27379563,Frontostriatal Connectivity Changes in Major Depressive Disorder After Repetitive Transcranial Magnetic Stimulation: A Randomized Sham-Controlled Study.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
INNOVATIONS IN INTERVENTIONS FOR REMINISCENCE AND ,INNOVATIONS IN INTERVENTIONS FOR REMINISCENCE AND LIFE REVIEW,OUT_OF_SCOPE,review,2,N,Agreement
