id,title,decision,category,notes
32379640,Mindfulness-based skills training group for parents of obsessive-compulsive disorder-affected children: A caregiver-focused intervention: Mindfulness for parents of OCD-affected children,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
30614850,"Hyoscine for clozapine-induced hypersalivation: a double-blind, randomized, placebo-controlled cross-over trial.",OUT_OF_SCOPE,non_canadian,UK-based RCT at Kings College London
33156527,Profiles of Frequent Geriatric Users of Emergency Departments: A Latent Class Analysis.,OUT_OF_SCOPE,observational,Observational/non-interventional
35058813,Combining Lovastatin and Minocycline for the Treatment of Fragile X Syndrome: Results From the LovaMiX Clinical Trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
29313415,A Controlled Trial of Extended-Release Guanfacine and Psychostimulants on Executive Function and ADHD.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33685434,The association between experiencing homelessness in childhood or youth and adult housing stability in Housing First.,OUT_OF_SCOPE,non_mh,No diagnosed MH condition
31159856,"A randomised controlled trial assessing the use of citalopram, sertraline, fluoxetine and mirtazapine in preventing relapse in primary care patients who are taking long-term maintenance antidepressants (ANTLER: ANTidepressants to prevent reLapse in dEpRession): study protocol for a randomised controlled trial.",OUT_OF_SCOPE,protocol_no_results,Study protocol without results
34088656,Delivering an Online Cognitive Behavioral Therapy Program to Address Mental Health Challenges Faced by Correctional Workers and Other Public Safety Personnel: Protocol for a Mixed Methods Study.,OUT_OF_SCOPE,protocol_no_results,Study protocol without results
26707354,Propranolol's impact on cognitive performance in post-traumatic stress disorder.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36418973,"Mental health challenges and perceived risks among female sex Workers in Nairobi, Kenya.",OUT_OF_SCOPE,non_rct,Not an RCT
30368163,An augmentation study of MSI-195 (S-adenosylmethionine) in Major Depressive Disorder.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
28642208,Assessing the efficacy of imagery-enhanced cognitive behavioral group therapy for social anxiety disorder: Study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol_no_results,Study protocol without results
27536342,"A randomized, double-blind, cross-over, phase IV trial of oros-methylphenidate (CONCERTA(®)) and generic novo-methylphenidate ER-C (NOVO-generic).",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33638278,Interactive online informational and peer support application for patients with low anterior resection syndrome: patient survey and protocol for a multicentre randomized controlled trial.,OUT_OF_SCOPE,non_mh,No diagnosed MH condition
29898697,Outcomes of an integrated care pathway for concurrent major depressive and alcohol use disorders: a multisite prospective cohort study.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37063270,Ginkgo biloba extract EGb 761® improves cognition and overall condition after ischemic stroke: Results from a pilot randomized trial.,OUT_OF_SCOPE,non_mh,No diagnosed MH condition
