id,title,decision,category,notes
36189594,Time of Day Effects on Inhibitory Functioning: Cognitive and Neural Evidence of Sundowning in Amnestic Mild Cognitive Impairment.,OUT_OF_SCOPE,not_mh,No MH diagnosis
36057887,Regional anesthesia in trauma patients: a quality improvement study.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
28450272,Evaluation of a Web-Based Tailored Nursing Intervention (TAVIE en m@rche) Aimed at Increasing Walking After an Acute Coronary Syndrome: A Multicenter Randomized Controlled Trial Protocol.,OUT_OF_SCOPE,protocol_no_results,Protocol without results
35627562,"The Effects of Meditation with Stabilization Exercise in Marine Region on Pain, Tactile Sense, Muscle Characteristics and Strength, Balance, Quality of Life, and Depression in Female Family Caregivers of People with Severe Physical Disabilities: A Randomized Single-Blinded Controlled Pilot Study.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
36910776,Psychometric properties of the Cognitive Functioning Self-Assessment Scale in community-dwelling adults: A cross-sectional online survey.,OUT_OF_SCOPE,not_rct,Observational/non-RCT
36969988,Virtual delivery of improvisational movement and social engagement interventions in the IMOVE trial during the COVID-19 pandemic.,OUT_OF_SCOPE,not_mh,No MH diagnosis
28624260,Development and validation of subscales to assess perceived support for self-management of mood or emotional problems: Results from a randomized trial.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
27568453,"Anti-Dementia Drugs, Gait Performance and Mental Imagery of Gait: A Non-Randomized Open-Label Trial.",OUT_OF_SCOPE,not_mh,No MH diagnosis
31176430,Impact of Self-Reported Exercise on Recounted Levels of Fatigue and Anxiety in Early-Stage Breast Cancer Radiation Therapy Patients.,OUT_OF_SCOPE,not_mh,No MH diagnosis
28203078,A survey of eMedia-delivered interventions for schizophrenia used in randomized controlled trials.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
28882685,Hemoencephalography self-regulation training and its impact on cognition: A study with schizophrenia and healthy participants.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
30082181,Comparison of fentanyl and hydromorphone constant rate infusions for pain management in dogs in an intensive care unit.,OUT_OF_SCOPE,not_mh,No MH diagnosis
36209196,Humor in radiological breast cancer screening: a way of improving patient service?,OUT_OF_SCOPE,not_mh,No MH diagnosis
28173855,"Burden, screening, and treatment of depressive and anxious symptoms among women referred to cardiac rehabilitation: a prospective study.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
32152495,Maternal antidepressant use during pregnancy and neonatal hypoglycemia: prospective cohort study.,OUT_OF_SCOPE,not_mh,No MH diagnosis
29382964,Safety evaluation of a new anxiolytic product containing botanicals Souroubea spp. and Platanus spp. in dogs.,OUT_OF_SCOPE,animal_study,Animal study
31758758,A Web-Based Tailored Intervention to Support Illness Management in Patients With an Acute Coronary Syndrome: Pilot Study.,OUT_OF_SCOPE,not_mh,No MH diagnosis
32595542,Change in the Neural Response to Auditory Deviance Following Cognitive Therapy for Hallucinations in Patients With Schizophrenia.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
34352012,Primary care-based screening and management of depression amongst heavy drinking patients: Interim secondary outcomes of a three-country quasi-experimental study in Latin America.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
29095407,"Serious Adverse Events Significantly Reduce Patient-Reported Outcomes at 2-Year Follow-up: Nonoperative, Multicenter, Prospective NIH Study of 105 Patients.",OUT_OF_SCOPE,not_mh,No MH diagnosis
27313081,Geriatrics: Year in review,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5721,Antidepressants and benzodiazepines for panic disorder in adults,OUT_OF_SCOPE,review,Cochrane review
row_5722,Long-chain omega3 polyunsaturated fatty acids and cognition in older people: Interaction with APOE genotype,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5723,Ketamine: Clinical studies in treatment-resistant depressive disorders,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
row_5724,Evaluation of the antidepressant activity of beta vulgaris alone and in combination with fluoxetine in mice,OUT_OF_SCOPE,animal_study,Animal study
row_5725,Alzheimer's Disease,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5726,Quality of life in coronary heart disease patients: The role of defense mechanisms and alexithymia with mediation of psychological distress,OUT_OF_SCOPE,not_rct,Observational/non-RCT
28182446,Factor structure of the Smoking Cessation Self-Efficacy Questionnaire among smokers with and without a psychiatric diagnosis,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5728,Effects of Paroxetine on Motor and Cognitive Function Recovery in Patients with Non-Depressed Ischemic Stroke: An Open Randomized Controlled Study,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
row_5729,Genotype and sex differences in longevity in transgenic mouse models of alzheimer’s disease,OUT_OF_SCOPE,animal_study,Animal study
row_5730,Medication Treatments for Opioid Use Disorder: What Is the Impact on Mood and Mood Disorders?,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
row_5731,Coping with negative mental images in social anxiety disorder: Investigating the potential benefits of image morphing,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5732,Successful treatment of auditory hallucinations in a schizophrenia patient with the use of clonidine,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
row_5733,Novel Pharmacologic Strategies for Treating Behavioral Disturbances in Alzheimer’s Disease,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
30472172,Electronic Decision support for Improvement of Contemporary Therapy for Stroke Prevention,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5735,Apathy alters emotional arousal in chronic schizophrenia,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
32303030,Phosphatidylcholine containing long chain omega-3 fatty acids: A treatment adjunct for patients with anorexia nervosa?,OUT_OF_SCOPE,not_rct,No RCT design
row_5737,The Impact of Indigenous Identity and Treatment Seeking Intention on the Stigmatization of Substance Use,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
32053567,Can Cognitive Remediation in Groups Prevent Relapses?: Results of a 1-Year Follow-up Randomized Controlled Trial,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5739,Long term effects of working memory training (Cogmed) among children with ADHD,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
30079757,Modeling and Staging of Osteoarthritis Progression Using Serial CT Imaging and Arthroscopy,OUT_OF_SCOPE,not_mh,No MH diagnosis
33104027,Does a Live Performance Impact Synchronization to Musical Rhythm in Cognitively Impaired Elderly?,OUT_OF_SCOPE,not_mh,No MH diagnosis
32633577,Pharmacotherapy for trichotillomania in adults,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
row_5743,Clinician’s Guide to Psychopharmacology,OUT_OF_SCOPE,not_mh,No MH diagnosis
32962466,From QAAPAPLE 1 to QAAPAPLE 2: how do we move from one algorithm to another one with Long Acting Antipsychotics (LAIs),OUT_OF_SCOPE,not_rct,QAAPAPLE algorithm update for LAIs - clinical guideline/algorithm not RCT
row_5745,Ambivalence and the working alliance in variants of cognitive-behavioural therapy for generalised anxiety disorder,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
