id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
34525450,Psychological Interventions Can Reduce Injury Risk in Athletes: A Critically Appraised Topic,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,N,"Non-pharmacological intervention for sports injury prevention, not mental health pharmacotherapy"
no_pmid_batch27_2,Three sessions of intensive short-term dynamic psychotherapy (ISTDP) for patients with dissociative seizures: a pilot study,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,N,"Psychotherapy-only intervention (ISTDP), UK-based, non-pharmacological"
35850653,"Indoleamine 2,3-dioxygenase (IDO)-activity in Severe Psychiatric Disor-ders: A Systemic Review",OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,Systematic review of IDO activity in psychiatric disorders
35773648,"Identification of risk factors for delirium, cognitive decline, and dementia after cardiac surgery (FINDERI—find delirium risk factors): a study protocol of a prospective observational study",OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Observational study protocol for delirium risk factors after cardiac surgery, non-Canadian"
36403601,How much is enough? Considering minimally important change in youth mental health outcomes,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,"Methodological paper on minimally important change in MH outcomes, not an RCT"
35182040,Aripiprazole LAI two-injection start in a 16 year-old adolescent with schizophrenia,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Single case report of aripiprazole LAI in adolescent, not an RCT"
36126025,"The Canadian Mother-Child Cohort Active Surveillance Initiative (CAMCCO): Comparisons between Quebec, Manitoba, Saskatchewan, and Alberta",OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Observational cohort study of medication use in pregnancy, not mental health pharmacotherapy RCT"
34726352,"The epidemiology is promising, but the trial evidence is weak. Why pharmacological dementia risk reduction trials haven't lived up to expectations, and where do we go from here?",OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,Review/commentary on pharmacological dementia risk reduction trials
36870076,Systemic opioids versus other analgesics and sedatives for postoperative pain in neonates,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,"Cochrane systematic review, neonatal postoperative pain, not mental health"
no_pmid_batch27_10,A Meta-Analytic Test of the Efficacy of Cognitive Behavioural Therapy for Perfectionism: A Replication and Extension,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,"Meta-analysis of CBT for perfectionism, non-pharmacological"
37639461,Advanced brain imaging for the diagnosis of Alzheimer disease,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,N,"Review of brain imaging for Alzheimer's diagnosis, not an RCT"
37375597,Effects of Prolonged Fasting during Inpatient Multimodal Treatment on Pain and Functional Parameters in Knee and Hip Osteoarthritis: A Prospective Exploratory Observational Study,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,N,"Observational study of fasting for osteoarthritis, non-mental-health, non-Canadian"
37158213,Cortical morphological heterogeneity of schizophrenia and its relationship with glutamatergic receptor variations,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Observational neuroimaging study of cortical morphology in schizophrenia, not an RCT"
no_pmid_batch27_14,Language impairment in the genetic forms of behavioural variant frontotemporal dementia,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,Observational study of language impairment in genetic frontotemporal dementia
36794757,Simulating the multicausality of Alzheimer's disease with system dynamics,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Computational modeling study, not an RCT"
38039918,The longitudinal structure of negative symptoms in treatment resistant schizophrenia,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,N,"Observational longitudinal study of negative symptoms in treatment-resistant schizophrenia, non-Canadian"
no_pmid_batch27_17,VITAMIN D IMPACT ON STRESS AND COGNITIVE DECLINE IN OLDER ROMANIAN ADULTS,OUT_OF_SCOPE,non-canadian,OUT_OF_SCOPE:3,N,"Romanian study of vitamin D and cognitive decline, non-Canadian"
38326774,Prevalence and modifiable risk factors of cognitive frailty in patients with chronic heart failure in China: a cross-sectional study,OUT_OF_SCOPE,non-canadian,OUT_OF_SCOPE:3,N,"Chinese cross-sectional study of cognitive frailty in heart failure, non-Canadian"
38306046,The Effects of Pomegranate Seed Oil on Mild Cognitive Impairment,OUT_OF_SCOPE,non-canadian,OUT_OF_SCOPE:3,N,Non-Canadian RCT of pomegranate seed oil for mild cognitive impairment
40382500,"The efficacy of elevating anandamide via inhibition of fatty acid amide hydrolase (FAAH) combined with internet-delivered cognitive behavioral therapy in the treatment of post-traumatic stress disorder: a randomized, placebo-controlled clinical trial.",OUT_OF_SCOPE,non-canadian,OUT_OF_SCOPE:3,N,"RCT of FAAH inhibitor for PTSD, conducted in Sweden (EudraCT), non-Canadian"
