id,title,decision,category,confidence,notes
31264101,Moderators of Cognitive Therapy and Bright Light Therapy Effects on Depressive Symptoms in Patients with Breast Cancer.,OUT_OF_SCOPE,excluded_non_pharmacological,high,Secondary analysis of RCT of cognitive therapy vs bright light therapy for depression in breast cancer patients. Non-pharmacological interventions only.
34195472,The CADENCE pilot trial - Promoting physical activity in bladder cancer survivors: A protocol paper.,OUT_OF_SCOPE,excluded_protocol,high,"Protocol paper for physical activity RCT in bladder cancer survivors. No results, non-pharmacological."
35223096,Effectiveness of Positive Psychotherapy on Depression and Alexithymia in Women Applying for a Divorce.,OUT_OF_SCOPE,excluded_no_canada,high,"RCT of positive psychotherapy for depression in Iranian women. Non-pharmacological, no Canadian site."
33173513,Group Cognitive Behavioral Analysis System of Psychotherapy (CBASP): A Pilot Study for Bipolar Depression.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"Non-randomized pilot of group CBASP psychotherapy for bipolar depression. Non-pharmacological, not randomized."
32528599,"Use of low-dose acetylsalicylic acid for cardiovascular disease prevention: A practical, stepwise approach for pharmacists.",OUT_OF_SCOPE,excluded_not_mental_disorder,high,Review of ASA for cardiovascular prevention. Not a mental disorder intervention.
33241185,Diarrhea-Predominant Irritable Bowel Syndrome: Medical Management Update.,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Review of IBS-D treatment. Gastrointestinal disorder, not mental disorder."
35939096,The late onset of emotional distress in people with progressive multiple sclerosis during the Covid-19 pandemic: longitudinal findings from the CogEx study.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"Ancillary follow-up from CogEx RCT of exercise/cognitive rehab in MS. Non-pharmacological, targets MS not primary mental disorder."
36042635,Integrative medicine in patients with degenerative arthritis of the knee: A pilot randomized control study.,OUT_OF_SCOPE,excluded_not_mental_disorder,high,RCT of integrative medicine for knee osteoarthritis. Not a mental disorder.
33740751,"The SPIKES protocol does not influence the tolerance or effectiveness of intra-articular corticosteroid injection in the knees of osteoarthritis patients: A prospective, controlled, randomized single-blinded trial.",OUT_OF_SCOPE,excluded_not_mental_disorder,high,RCT of SPIKES protocol before intra-articular injection for knee OA. Not mental disorder.
36924611,Intensive Short-Term Dynamic Psychotherapy (ISTDP) associated with healthcare reductions in patients with functional seizures.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"Case series of ISTDP psychotherapy for functional seizures. Non-pharmacological, not randomized."
32333590,The Efficacy of COGnitive tRaining in patiEnts with Amnestic mild coGnitive impairmENT (COG-REAGENT): Protocol for a Multi-Center Randomized Controlled Trial.,OUT_OF_SCOPE,excluded_protocol,high,"Protocol for RCT of cognitive training for aMCI in China. No results, non-pharmacological, no Canadian site."
33892682,The efficacy of a targeted PREVENTION programme for addictive behaviour (PREVENTURE) among vulnerable ADOlescents in France - study procotol.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"Protocol for PREVENTURE targeted prevention programme for addictive behaviors in French adolescents. Non-pharmacological, no Canadian site, protocol only."
32567789,Patient satisfaction with random assignment to extended early intervention for psychosis vs regular care: Relationship with service engagement.,UNCERTAIN,needs_full_text,medium,"Secondary analysis from Canadian RCT of extended early intervention for psychosis. Canadian study. But this examines satisfaction with randomization, not pharmacological intervention results. Likely non-pharmacological (EI services) but unclear if pharmacotherapy was a component."
35282746,Clinical electrophysiology of the aging heart.,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Review of clinical electrophysiology of aging heart. Cardiology review, not mental disorder RCT."
35128035,The efficacy of mindfulness-based cognitive therapy to improve depression symptoms and quality of life in individuals with memory difficulties and caregivers: A short report.,OUT_OF_SCOPE,excluded_non_pharmacological,high,Pilot RCT of mindfulness-based cognitive therapy for depression in people with memory difficulties. Non-pharmacological.
36247911,Aggression Towards Caregivers in Parkinson's Disease and Related Disorders: A Mixed Methods Study.,OUT_OF_SCOPE,excluded_non_pharmacological,high,Mixed methods study of aggression in Parkinson's caregivers from a palliative care trial. Non-pharmacological.
28598899,Long-term function and psychosocial outcomes with venlafaxine extended release 75-225 mg/day versus placebo in the PREVENT study.,UNCERTAIN,needs_full_text,medium,Post-hoc analysis of PREVENT study: venlafaxine ER vs placebo for recurrent MDD maintenance. Pharmacological RCT for mental disorder. Need to verify if Canadian site/PI involved. Published 2017.
33855243,Loss-related mental states impair executive functions in a context of sadness.,OUT_OF_SCOPE,excluded_non_pharmacological,high,Experimental study of mental states and executive functions in context of sadness. Not a clinical trial of pharmacotherapy.
33556279,Should You Recommend Cannabinoids for This Patient With Painful Neuropathy? : Grand Rounds Discussion From Beth Israel Deaconess Medical Center.,OUT_OF_SCOPE,excluded_not_rct,high,"Clinical discussion/review about cannabinoids for neuropathic pain. Not an RCT, not mental disorder."
28841070,Challenges in Using the Randomized Trial Design to Examine the Influence of Treatment Preferences.,OUT_OF_SCOPE,excluded_non_pharmacological,high,Methodological study examining treatment preferences in RCTs of behavioral therapies for insomnia. Non-pharmacological.
34306415,The effects of family follow-up nursing on elderly cognitive impairment patients' Barthel index scores and mental statuses.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"RCT of family follow-up nursing for elderly cognitive impairment. Non-pharmacological, no Canadian site."
29668328,Use of Placebo in Clinical Trials of Psychotropic Medication.,OUT_OF_SCOPE,excluded_not_rct,high,CPA position paper on use of placebo in psychotropic medication trials. Not an RCT.
36427239,Identifying Personality Characteristics and Indicators of Psychological Well-Being Associated With Attrition in the Motivation Makes the Move! Physical Activity Intervention: Randomized Technology-Supported Trial.,OUT_OF_SCOPE,excluded_non_pharmacological,high,"RCT of technology-supported physical activity intervention studying attrition. Non-pharmacological, not mental disorder."
31753138,Geriatric pharmacotherapy: Appraising new drugs for neurologic disorders in older patients.,OUT_OF_SCOPE,excluded_not_rct,high,Book chapter on geriatric pharmacotherapy for neurologic disorders. Not an RCT.
35923447,Symptom severity is associated with leftward lateralization upon contextual modulation of visual vertical in patients with schizophrenia.,OUT_OF_SCOPE,excluded_not_rct,high,"Cross-sectional study of contextual processing in schizophrenia using rod and frame test. Not an RCT, not interventional."
31256024,Evidence available for patient-identified priorities in depression research: results of 11 rapid responses.,OUT_OF_SCOPE,excluded_review,high,"Rapid responses (evidence reviews) for patient-identified priorities in depression research. Systematic/narrative review, not RCT."
30091274,Antinociception by intrathecal delivery of the novel non-opioid 1-amino-1-cyclobutanecarboxylic acid.,OUT_OF_SCOPE,excluded_animal_study,high,Animal study of intrathecal ACBC for antinociception in mice. Animal/lab study.
28629514,Erythropoietin-Mediated Regulation of Central Respiratory Command.,OUT_OF_SCOPE,excluded_animal_study,high,"Review of erythropoietin regulation of central respiratory command. Animal/preclinical, not mental disorder RCT."
30791795,"Cost-effectiveness of a free drug program for schizophrenia in Beijing, China.",OUT_OF_SCOPE,excluded_no_canada,high,"Cost-effectiveness study of free drug program for schizophrenia in Beijing, China. Not Canadian, cross-sectional design."
row_6488,"Informed consent: Procedures, ethics and best practices",OUT_OF_SCOPE,excluded_not_rct,high,Book about informed consent procedures. Not an RCT.
row_6489,Does altitude level of a prior time-trial modify subsequent exercise performance in hypoxia and associated neuromuscular responses?,OUT_OF_SCOPE,excluded_not_mental_disorder,high,Exercise physiology study on altitude and time-trials in healthy males. Not mental disorder.
row_6490,A parallel group randomised open blinded evaluation of Acceptance and Commitment Therapy for Depression After Psychosis: A Pilot Trial Protocol (ADAPT),OUT_OF_SCOPE,excluded_protocol,medium,Protocol for pilot RCT of ACT for depression after psychosis (schizophrenia). Non-pharmacological (ACT therapy). Protocol only.
row_6491,"Schizophrenia, Other Psychotic Disorders, and Suicidal Behavior",OUT_OF_SCOPE,excluded_not_rct,high,"Book chapter on schizophrenia and suicidal behavior. Review/chapter, not an RCT."
row_6492,"Erratum to: Psychosis in Parkinson’s Disease: Epidemiology, Pathophysiology, and Management (Drugs, (2016), 76, (1093-1118), 10.1007/s40265-016-0600-5)",OUT_OF_SCOPE,excluded_not_rct,high,Erratum to a review on psychosis in Parkinson's disease. Not an RCT.
row_6493,Recovery monitoring for substance use treatment in Ontario: Outcome results from a feasibility assessment,OUT_OF_SCOPE,excluded_not_rct,high,Observational feasibility study of outcome monitoring for substance use treatment in Ontario. Not an RCT.
28677828,Vortioxetine for depression in adults,OUT_OF_SCOPE,excluded_review,high,"Cochrane systematic review of vortioxetine for depression. Review/meta-analysis, not a primary RCT."
row_6495,"Clinical therapy of Di-Huang-Yi-Zhi in treating patients with amnestic mild cognitive impairment: A prospective, open-label and randomized study",OUT_OF_SCOPE,excluded_no_canada,high,Open-label RCT of traditional Chinese medicine (DHYZ) for mild cognitive impairment in China. No Canadian site.
row_6496,Acute Effects of a Single-Dose Nutritional Product on Stress Response and Task Completion in Horses,OUT_OF_SCOPE,excluded_animal_study,high,Study of nutritional product effects on stress in horses. Animal study.
row_6497,Post-marketing observational program of the effectiveness of fluvoxamine for the treatment of depression in patients with neurological disorders: The friends study,OUT_OF_SCOPE,excluded_not_rct,high,"Post-marketing observational study of fluvoxamine for depression with neurological disorders. Not randomized, uncontrolled."
28186076,Multi-EMR structured data entry form: User-acceptance testing of a prototype,OUT_OF_SCOPE,excluded_not_rct,high,User-acceptance testing of a multi-EMR data entry form. Not an RCT for mental disorder.
row_6499,Clinical meaningfulness of biomarker endpoints in Alzheimer’s disease research,OUT_OF_SCOPE,excluded_not_rct,high,Book chapter on clinical meaningfulness of biomarker endpoints in AD research. Not an RCT.
row_6500,Comparing the impact of atropine drops and amitriptyline tablets in treatment of clozapine-induced sialorrhea: A randomized double-blind placebo controlled clinical trial,UNCERTAIN,needs_full_text,low,"Double-blind RCT comparing atropine drops vs amitriptyline for clozapine-induced sialorrhea in psychotic disorder patients. Pharmacological RCT in patients with psychotic disorders. However, intervention targets side effect (sialorrhea) not mental disorder itself. Location unclear (possibly Iran). Need full text to confirm site."
row_6501,Does unifying intolerance of uncertainty and emotion dysregulation models strengthen efficacy of cognitive-behavioral treatment for generalized anxiety disorder?,UNCERTAIN,needs_full_text,low,RCT comparing unified CBT models for GAD. Non-pharmacological (CBT). 21 participants. However need to check if there was any pharmacological component. Likely OUT_OF_SCOPE but small sample and non-pharma.
row_6502,Interventions aimed to increase independence and well-being in patients with Alzheimer's disease: Review of some interventions in the Italian context,OUT_OF_SCOPE,excluded_not_rct,high,"Narrative review of interventions for AD patients in Italian long-term facilities. Review, not RCT."
row_6503,TMS in child and adolescent major depression,OUT_OF_SCOPE,excluded_not_rct,high,"Book chapter on TMS in child/adolescent depression. Review, not an RCT."
30921478,Benzodiazepines versus placebo for panic disorder in adults,OUT_OF_SCOPE,excluded_review,high,Cochrane systematic review of benzodiazepines vs placebo for panic disorder. Review/meta-analysis.
row_6505,Neurocircuitry-based treatments for major depressive disorder,OUT_OF_SCOPE,excluded_not_rct,high,"Book chapter on neurocircuitry-based treatments for MDD. Review, not RCT."
row_6506,Ontario health technology assessment series: Internet-delivered cognitive behavioural therapy for major depression and anxiety disorders: A health technology assessment,OUT_OF_SCOPE,excluded_review,high,"Health technology assessment of internet-delivered CBT for depression/anxiety in Ontario. Review/HTA, non-pharmacological."
row_6507,Human givens rewind trauma treatment: description and conceptualisation,OUT_OF_SCOPE,excluded_not_rct,high,Description of Human Givens Rewind trauma treatment. Not an RCT.
row_6508,Bayesian Sensitivity Analysis for Non-ignorable Missing Data in Longitudinal Studies,OUT_OF_SCOPE,excluded_not_rct,high,"Methodological paper on Bayesian sensitivity analysis for missing data. Statistical methodology, not RCT."
row_6509,"Mental health service utilization in a sexually diverse, representative sample of high school students",OUT_OF_SCOPE,excluded_not_rct,high,"Cross-sectional survey on mental health service utilization among high school students in Quebec. Observational, not RCT."
32601846,Monoamine oxidase A inhibition as monotherapy reverses parkinsonism in the MPTP-lesioned marmoset,OUT_OF_SCOPE,excluded_animal_study,high,Primate study of MAO-A inhibition with moclobemide in MPTP-lesioned marmosets. Animal study.
row_6511,Randomized clinical trial in soundscape research,OUT_OF_SCOPE,excluded_protocol,high,Protocol for RCT of soundscape therapy for dementia patients. No results reported.
row_6512,Integration of insomnia management strategies in cognitive behavior therapy for generalized anxiety disorder,OUT_OF_SCOPE,excluded_non_pharmacological,high,RCT of CBT with insomnia management for GAD. Non-pharmacological intervention. Location and Canadian involvement unclear but intervention is non-pharmacological.
row_6513,Overview of ketamine for major depression: efficacy and effectiveness,OUT_OF_SCOPE,excluded_not_rct,high,"Book chapter overview of ketamine for depression. Review, not primary RCT."
row_6514,Paradigm shift in pathophysiology of vasomotor symptoms: Effects of estradiol withdrawal and progesterone therapy,OUT_OF_SCOPE,excluded_not_rct,high,"Review on paradigm shift in VMS pathophysiology and progesterone therapy. Not an RCT, not mental disorder."
32619524,Design of a randomized placebo controlled trial of high dose intravenous thiamine for the prevention of delirium in allogeneic hematopoietic stem cell transplantation,OUT_OF_SCOPE,excluded_protocol,high,"Protocol for RCT of IV thiamine for delirium prevention in stem cell transplant. Protocol only, no results."
32206970,Do patients enrolled in observational studies have better outcomes than non-participants? A retrospective analysis,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Retrospective study comparing trial vs non-trial patients in breast cancer RT skin toxicity. Not mental disorder, not RCT."
row_6517,Therapeutic response to methylphenidate in ADHD: Role of child and observer gender,UNCERTAIN,needs_full_text,medium,Double-blind randomized crossover trial of methylphenidate in children with ADHD examining gender effects. Canadian study (appears to be). Pharmacological (MPH). Mental disorder (ADHD). Published 2020. Need to verify if this reports primary trial results or is secondary analysis.
34704866,Pilot study of a digital screen-based calming device for managing resistance during morning and evening care of persons with dementia,OUT_OF_SCOPE,excluded_non_pharmacological,high,Pilot RCT of MindfulGarden digital calming device for dementia BPSD. Non-pharmacological.
33772971,Comparing the Rate of Nicotine Metabolism Among Smokers With Current or Past Major Depressive Disorder,OUT_OF_SCOPE,excluded_secondary_analysis,high,"Comparison of nicotine metabolite ratio between smokers with/without MDD using baseline data from two clinical trials. Secondary analysis, not primary results of pharmacological mental disorder RCT."
row_6520,The world ovarian cancer coalition every woman study: Identifying challenges and opportunities to improve survival and quality of life,OUT_OF_SCOPE,excluded_not_rct,high,"Observational survey study by World Ovarian Cancer Coalition. Not RCT, not mental disorder."
row_6521,Optimizing treatment of delusional disorder: new goals for a new era,OUT_OF_SCOPE,excluded_not_rct,high,Review on optimizing treatment of delusional disorder. Not an RCT.
row_6522,Virtual psychiatric care for perinatal depression (Virtual-PND): A pilot randomized controlled trial,UNCERTAIN,needs_full_text,medium,"Pilot RCT of virtual psychiatric care for perinatal depression in Toronto, Canada. Canadian site. RCT. Participants have depression (EPDS >12). However, the intervention is virtual vs in-person delivery of psychiatric care - not testing a specific pharmacological agent. The psychiatric care likely includes pharmacotherapy but the trial tests delivery mode, not drug. Need full text."
row_6523,"Pain, mental health, and health care utilization of military Veterans compared to civilians in a chronic pain clinic",OUT_OF_SCOPE,excluded_not_rct,high,"Observational study comparing veterans vs civilians in chronic pain clinic in Kingston, Ontario. Not an RCT."
32142397,The Impact of Partner Performance on Emotions in Doubles Racquet Sports,OUT_OF_SCOPE,excluded_not_mental_disorder,high,Experimental study on partner performance and emotions in doubles racquet sports. Not mental disorder.
32992315,Effects of Rivastigmine on Patients with Spinocerebellar Ataxia Type 3: A Case Series of Five Patients,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Case series of rivastigmine in spinocerebellar ataxia. Not randomized, neurological disorder not mental disorder."
row_6526,Terror Management Theory and Urban Water Decisions: Does Mortality Salience Influence Outdoor Residential Water Consumption?,OUT_OF_SCOPE,excluded_not_mental_disorder,high,Experimental study on terror management theory and lawn watering decisions. Not mental disorder.
row_6527,Validation of the Malay 3-Minute Diagnostic Interview for Confusion Assessment Method in a surgical population,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Validation study of Malay 3D-CAM delirium assessment tool. Diagnostic study, not RCT of pharmacotherapy."
row_6528,Online Psychological intervention in Breast Cancer Survivors: a Review,OUT_OF_SCOPE,excluded_review,high,"Review of online psychological interventions in breast cancer survivors. Review, not primary RCT."
row_6529,Genomics as a Clinical Decision Support Tool for Identifying and Addressing Modifiable Causes of Cognitive Decline and Improving Outcomes: Proof of Concept Support for This Personalized Medicine Strategy,OUT_OF_SCOPE,excluded_not_rct,high,"Discussion of genomics as clinical decision support for cognitive decline. Case reports, not RCT."
34516320,Postoperative cognitive dysfunction after endovascular treatments for unruptured intracranial aneurysms: A pilot study,OUT_OF_SCOPE,excluded_not_mental_disorder,high,Pilot study of cognitive outcomes after endovascular treatment for unruptured aneurysms. Not mental disorder RCT.
row_6531,Statistical Considerations in the Design and Analysis of Alzheimer’s Disease Clinical Trials,OUT_OF_SCOPE,excluded_not_rct,high,Book chapter on statistical considerations in AD clinical trials. Not an RCT.
row_6532,Adherence patterns in naïve and prevalent use of infliximab and its biosimilar,OUT_OF_SCOPE,excluded_not_mental_disorder,high,"Retrospective cohort on adherence to infliximab/biosimilar. Not mental disorder, not RCT."
row_6533,The Psychological Treatment of Cardiac Patients,OUT_OF_SCOPE,excluded_not_rct,high,"Book chapter on psychological treatment of cardiac patients. Review, not RCT."
