id,title,decision,category,confidence,notes
38783227,"Predicting CBT modality, treatment participation, and reliable improvements for individuals with anxiety and depression in a specialized mental health centre: a retrospective population-based cohort study",OUT_OF_SCOPE,observational,high,"Retrospective cohort study of CBT, not RCT, not pharmacological"
row_6610,Social-Emotional Outcomes in Refugee Children: A Pilot Randomized Controlled Trial of a School-Based Mindfulness Intervention Implemented in a Refugee Camp,OUT_OF_SCOPE,non-pharma,high,"RCT of mindfulness in refugee camp in Turkiye, non-pharma, non-Canadian"
row_6611,Development and Validation of the Eating Beliefs and Behaviors Questionnaire for Gastrointestinal Disorders (EBBQ-GID),OUT_OF_SCOPE,non-MH,high,"Questionnaire validation for eating behaviors in GI disorders, not interventional RCT"
row_6612,The Relationship Between Early Onset Bipolar I Disorder with Clinical Features and Alexithymia,OUT_OF_SCOPE,observational,high,"Cross-sectional study of bipolar disorder and alexithymia, not RCT"
row_6613,Intermittent theta burst stimulation for negative symptoms in schizophrenia patients with mild cognitive impairment: a randomized controlled trail,OUT_OF_SCOPE,non-Canadian,high,"RCT of TBS for schizophrenia negative symptoms, China-based, non-pharma (brain stim)"
38789832,Facilitation of working memory capacity by transcranial direct current stimulation: a secondary analysis from the augmenting cognitive training in older adults (ACT) study,OUT_OF_SCOPE,non-MH,high,"tDCS + cognitive training in older adults without dementia, non-MH diagnosis, non-pharma"
39332990,MRI Radiomics Nomogram for Predicting Disease Transition Time and Risk Stratification in Preclinical Alzheimer's Disease,OUT_OF_SCOPE,non-MH,high,"MRI radiomics for predicting Alzheimer's progression, diagnostic study not RCT"
row_6616,Effect of combined transcranial direct current stimulation and cognitive training on brain microstructure and network homogeneity in late-life depression: a pilot study,OUT_OF_SCOPE,non-pharma,medium,"tDCS + cognitive training for late-life depression pilot; non-pharma intervention; Canadian PI (Lee JH, Park JY) but brain stimulation not pharmacological"
row_6617,Risk factors associated with severe progression of Parkinson’s disease: random forest and logistic regression models,OUT_OF_SCOPE,observational,high,"Retrospective analysis of Parkinson's disease progression risk factors, not RCT"
row_6618,From Coping to Resilience: How Youth with Lived Experience of Homelessness Cope with Stressful Experiences,OUT_OF_SCOPE,non-pharma,high,"Qualitative analysis from Housing First RCT for homeless youth, non-pharma"
40090131,The impact of bright light therapy on Parkinson's disease: A pilot study using vestibular-evoked myogenic potentials,OUT_OF_SCOPE,non-Canadian,high,"Crossover RCT of bright light therapy for Parkinson's, China-based, non-pharma"
