id,title,decision,category,notes
32692124,Cognitive Remediation for Outpatients With Recurrent Mood Disorders: A Feasibility Study,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5401,Dialectical behavior therapy for individuals with substance use problems: theoretical adaptations and empirical evidence,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5402,Couple Therapy in Substance Use and Gambling Disorders: Promoting Health System Change,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5403,"Effects of boswellia serrata on improvement of memory impairment in patients with mild cognitive impairment: A double-blind, randomized, placebo-controlled study",OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5404,Intravenous and non-invasive drug delivery to the mouse basal forebrain using mri-guided focused ultrasound,OUT_OF_SCOPE,animal_study,Animal study
31841037,Combining transcutaneous electrical nerve stimulation with therapeutic exercise to reduce pain in an elderly population: a pilot study,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
34690144,Using Biomarkers to Predict Memantine Effects in Alzheimer's Disease: A Proposal and Proof-Of-Concept Demonstration,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5407,"Memory Clinics and Day Care Centers in Thessaloniki, Northern Greece: 30 Years of Clinical Practice and Experience",OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5408,Using the Prevent-Teach-Reinforce model to reduce challenging behaviors in children with autism spectrum disorder in home settings: A feasibility study,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5409,A Preliminary Study of the Cognitive Correlates and Efficacy of Working Memory Training for Comorbid Problem Gambling and Schizophrenia Spectrum Disorders,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
33242109,Acute caffeine reverses the disruptive effects of chronic fluoxetine on the sexual behavior of female and male rats.,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5411,Sensorimotor Intervention Group for Children with ADHD and Sensory Processing Difficulties: A Feasibility Study,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5412,Is Knowledge Contagious? Diffusion of Violence-Risk-Reporting Practices Across Clinicians’ Professional Networks,OUT_OF_SCOPE,not_mh,No MH diagnosis
34618991,Pain catastrophizing mediates rapid benefits of accessing in-person chiropractic care during the COVID-19 lockdown,OUT_OF_SCOPE,not_mh,No MH diagnosis
36576188,Efficacy of virtual reality assisted guided imagery (VRAGI) in a home setting for pain management in patients with advanced cancer: protocol for a randomised controlled trial,OUT_OF_SCOPE,protocol_no_results,Protocol without results
row_5415,Child ADHD and anxiety: Parent mental health literacy and information preferences,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
35965061,Autism spectrum disorders: current issues and future directions,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5417,Individual Mindfulness-Based Cognitive Therapy in Major Depression: a Feasibility Study,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
row_5418,"Anxiolytics: Misuse, Dependence, and Withdrawal Syndromes",OUT_OF_SCOPE,not_canadian,No Canadian site/PI
row_5419,Consistency analysis and conversion model establishment of mini-mental state examination and montreal cognitive assessment in Chinese patients with Alzheimer’s disease,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5420,An Adaptive Measure of Visuospatial Impairment in Dementia with Lewy Bodies,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5421,EXAMINING THE DOUBLE-EDGED SWORD EFFECTS OF LAY THEORIES OF MENTAL HEALTH ON PERCEPTIONS AND TREATMENT OF OTHERS WITH MENTAL HEALTH PROBLEMS,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5422,Aggression and violent behavior in the military: Self-reported conflict tactics in a sample of service members and veterans seeking treatment for posttraumatic stress disorder,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
35035849,Effect of Combined Etomidate-Ketamine Anesthesia on Perioperative Electrocardiogram and Postoperative Cognitive Dysfunction of Elderly Patients with Rheumatic Heart Valve Disease Undergoing Heart Valve Replacement,OUT_OF_SCOPE,not_rct,Observational/non-RCT
row_5424,Research Participation in Substance Use Disorder Trials: Design and Methods of a Multi-Site Nested Qualitative Study,OUT_OF_SCOPE,not_rct,Qualitative methods paper - not RCT
row_5425,Impact of integrated yoga therapy on cognitive impairment and cardiac dysfunction in relation to quality of life in breast cancer patients undergoing chemotherapy: Study protocol for a two-arm randomized controlled trial,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5426,Lithium's effects on therapeutic targets and MRI biomarkers in Parkinson's disease: A pilot clinical trial,OUT_OF_SCOPE,not_mh,No MH diagnosis
row_5427,Protocol for the development and testing of the schiZotypy Autism Questionnaire (ZAQ) in adults: a new screening tool to discriminate autism spectrum disorder from schizotypal disorder,OUT_OF_SCOPE,protocol_no_results,Protocol without results
