id,title,decision,category,confidence,notes
41481875,The Comparison of Intraarticular Bipolar Pulsed Radiofrequency and Genicular Nerve Thermal Radiofrequency Ablation for Pain Caused by Osteoarthritis of the Knee.,OUT_OF_SCOPE,non-MH condition,high,Knee OA radiofrequency ablation; not MH; not pharma for MH
41479711,Effect of microenvironment theory-based nursing on prognosis in intensive care unit patients with postoperative severe acute pancreatitis.,OUT_OF_SCOPE,non-MH condition,high,ICU pancreatitis nursing; not MH; not pharma
41478386,Doctors can agree: Enhancing interrater reliability of mental health diagnosis among junior psychiatrists using electronic clinician assisting technology.,OUT_OF_SCOPE,non-interventional,high,Interrater reliability of MH diagnosis using CDSS; not interventional RCT for MH treatment
41477165,Hippocampal T1WI radiomics- and clinical feature-based models for predicting early mild cognitive impairment in secondary hydrocephalus.,OUT_OF_SCOPE,non-interventional,high,Radiomics for MCI prediction; not RCT; not pharma
41477097,Prospective Randomized Controlled Trial of the Impact of Olfactory Training on Cognitive and Emotional Function in Individuals with Parkinson Disease.,OUT_OF_SCOPE,non-Canadian; non-pharma,high,Olfactory training for Parkinson in China; non-pharma; non-Canadian
41475571,Medically supervised ketogenic diet as an adjunctive treatment for moderate to severe depression: A pilot study.,OUT_OF_SCOPE,non-RCT; non-pharma,high,Ketogenic diet for MDD in Ontario Canada; single-arm (no randomization/control); non-pharma (diet intervention)
41475569,Effectiveness of pharmacogenomic testing across age groups for depressive disorder treatment and its age-dependent effects on cognitive function: A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,high,Pharmacogenomic testing for depression; RCT with antidepressants; no Canadian site mentioned; authors Chinese
41474479,Intra-individual variability in cognitive performance predicts falls in older adults with chronic stroke.,OUT_OF_SCOPE,non-interventional,high,"Cognitive variability predicts falls post-stroke; Canadian authors (UBC); observational secondary analysis, not interventional RCT for MH pharma"
41473847,Improved early recovery and shorter hospital stay with fast track protocol versus standard care in total hip arthroplasty: 5-year results from a prospective randomised controlled study.,OUT_OF_SCOPE,non-MH condition,high,Fast track hip arthroplasty; not MH; surgical
41469986,Effect of laughter yoga on anxiety and depression in people with Parkinson's disease: a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian; non-pharma,high,Laughter yoga for PD anxiety/depression in China; non-pharma; non-Canadian
41469851,Family caregivers' acceptance of Artificial Intelligence-enabled technologies for providing care to older adults.,OUT_OF_SCOPE,non-interventional,high,AI technology acceptance survey in Quebec Canada; cross-sectional; not RCT; not pharma
41468537,Using Crowdsourcing Internet of Things Technology to Reduce Caregiver Worry in Dementia-Related Lost Episodes: Longitudinal Observational Study.,OUT_OF_SCOPE,non-interventional,high,IoT for dementia caregivers; observational; not pharma; not Canadian (Hong Kong)
41467698,Effects of an agricultural intervention on psychosocial health among pregnant and nonpregnant women with HIV in Kenya.,OUT_OF_SCOPE,non-Canadian; non-pharma,high,Agricultural intervention for HIV women in Kenya; non-pharma; non-Canadian
41462326,Cognitive therapy for depression in tuberculosis treatment: protocol for process evaluation of a multicenter hybrid type 1 effectiveness implementation trial in Pakistan.,OUT_OF_SCOPE,protocol; non-Canadian,high,CBT for depression in TB in Pakistan; protocol; non-pharma; non-Canadian
41460856,The PREHAAAB Trial: Multimodal prehabilitation for patients awaiting open abdominal aortic aneurysm repair - A study protocol for an international randomized controlled trial.,OUT_OF_SCOPE,non-MH condition; protocol,high,Prehabilitation for aortic aneurysm surgery protocol; Canadian co-PI (McGill); not MH pharma RCT
41460265,Application of an ERAS-based care bundle strategy in early rehabilitation care of patients with acute ischemic stroke.,OUT_OF_SCOPE,non-Canadian; non-pharma,high,ERAS care bundle for stroke in China; non-pharma; non-Canadian
41457119,The Use of Artificial Intelligence for Personalized Treatment in Psychiatry.,OUT_OF_SCOPE,review,high,Review of AI in psychiatry; not RCT; Canadian authors
41453729,Baseline characteristics of patients with heart failure and mild cognitive impairment in Cog-HF trial.,OUT_OF_SCOPE,non-Canadian; non-MH pharma,high,Heart failure cognitive impairment trial baseline characteristics; Japan; not MH pharma
41449351,Associations between appetite loss and psychopathology as well as gender differences in adolescents with major depressive disorders.,OUT_OF_SCOPE,non-interventional; non-Canadian,high,Appetite loss in adolescent MDD; cross-sectional; China; not RCT
41448837,"Efficacy of rTMS combined with tDCS in patients with major depressive disorder with anxiety: a randomised, double-blind, sham-controlled study.",OUT_OF_SCOPE,non-Canadian; non-pharma,high,rTMS+tDCS for MDD with anxiety; China; non-pharma (brain stimulation); non-Canadian
41448028,Can exercise reduce the risk of suicidal ideation and behaviors in youth at school? A 12-month cluster randomized control trial.,OUT_OF_SCOPE,non-Canadian; non-pharma,high,Exercise for suicidal ideation in youth; China; non-pharma; non-Canadian
41442238,"Virtual, Nurse-Led Early Primary Palliative Care Intervention (ELICIT) for Community-Dwelling Older Adults With Cognitive Impairment: Protocol for a Randomized Controlled Trial.",OUT_OF_SCOPE,non-pharma; protocol,high,Palliative care for cognitive impairment; protocol; US; non-pharma
41439617,Effect of a single exercise bout on fasting cerebral blood flow and brain insulin sensitivity in middle-aged to older adults.,OUT_OF_SCOPE,non-MH condition,high,Single exercise bout and brain insulin sensitivity; US; not MH intervention
41438415,A Placebo-Controlled Randomized Trial of the Effects of Escitalopram on Depressive Symptoms and Immune Function in People With HIV.,OUT_OF_SCOPE,non-Canadian,high,Escitalopram RCT for depression in people with HIV; US site; no Canadian site mentioned
