id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
10.1007/s10608-015-9737-x,A Comparison of Single-Session Positive Reappraisal Cognitive Restructuring and Supportive Counselling for Older Adults with Type 2 Diabetes,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
10.1007/s12671-020-01585-2,Effects of Mindfulness-Based Cognitive Therapy in Pregnancy on Psychological Distress and Gestational Age,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
10.1007/s13300-018-0534-x,A Single-Blinded Trial Using Resting-State fMRI of Brain Activity in Patients with Type 2 Diabetes and Painful Neuropathy,OUT_OF_SCOPE,Non-mental-health,3-0-0,none,Unanimous agreement
10.1016/j.chb.2022.107214,Talking back to mental health stigma: An exploration of YouTube comments on anti-stigma videos,OUT_OF_SCOPE,Observational,3-0-0,none,Unanimous agreement
10.1016/j.childyouth.2016.06.009,Effectiveness of a group-based academic tutoring program for children in foster care,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
10.1108/jmhtep-02-2021-0012,The feasibility and impact of online peer support on the well-being of higher education students,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
10.1109/access.2023.3332289,Extracting Mental Health Indicators From English and Spanish Social Media: A Machine Learning Approach,OUT_OF_SCOPE,Non-clinical,3-0-0,none,Unanimous agreement
10.1136/bmjpo-2017-000046,An international survey of management of pain and sedation after paediatric cardiac surgery,OUT_OF_SCOPE,Non-mental-health,3-0-0,none,Unanimous agreement
10.1891/1933-3196.13.4.291,The Efficacy of EMDR Early Interventions,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
10.22037/ijcn.v13i4.21156,Contextual intervention adapted for autism spectrum disorder: An RCT of a parenting program in Iran,OUT_OF_SCOPE,Non-Canadian,3-0-0,none,Unanimous agreement
10.3390/antiox10050764,Ubisol-q10 a nanomicellar and water-dispersible formulation of coenzyme-q10 as a potential treatment for alzheimer's and parkinson's disease,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
10.3390/foods11172570,Pomegranate Attenuates Neuroinflammation Involved in Neurodegenerative Diseases,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
26305394,The Influence of Posttraumatic Stress Disorder on Treatment Outcomes of Patients With Borderline Personality Disorder,MAP,Pharmacological_Personality,"MAP:2, OUT_OF_SCOPE:1",minor,Majority rule (2/3). E2 voted OUT_OF_SCOPE.
26634616,Letting go of yesterday: Effect of distraction on post-event processing and anticipatory anxiety,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
26845273,Switching from 2 antipsychotics to 1 antipsychotic in schizophrenia: a randomized double-blind placebo-controlled study,OUT_OF_SCOPE,Non-Canadian,"OUT_OF_SCOPE:2, MAP:1",minor,Majority rule (2/3). E3 voted MAP.
26923796,A patient decision aid for antidepressant use in pregnancy: study protocol for a randomized controlled trial,MAP,Protocol_Depression,"MAP:2, OUT_OF_SCOPE:1",minor,Majority rule (2/3). E2 voted OUT_OF_SCOPE.
27054908,Assessment of anodal and cathodal transcranial direct current stimulation on MMN-indexed auditory sensory processing,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
27137221,Pharmacological management of agitation and aggression in Alzheimer's disease: A review,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
27138964,Minimal clinically important differences in EORTC QLQ-BM22 and QLQ-C15-PAL in patients with bone metastases,OUT_OF_SCOPE,Non-mental-health,3-0-0,none,Unanimous agreement
27305830,Visual working memory deterioration preceding relapse in psychosis,MAP,Pharmacological_Psychosis,3-0-0,none,Unanimous agreement
27335156,From Clozapine to Cognitive Remediation: A Review of Treatments for Violence in Schizophrenia,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
27570894,Temporal relationships between sleep and physical activity among breast cancer patients with insomnia,OUT_OF_SCOPE,Non-pharmacological,3-0-0,none,Unanimous agreement
27582448,Canadian Studies on the Effectiveness of Community Treatment Orders,OUT_OF_SCOPE,Review,3-0-0,none,Unanimous agreement
27754700,Effect of Aptensio XR (Methylphenidate HCl Extended-Release) Capsules on Sleep in Children with ADHD,MAP,Pharmacological_ADHD,"MAP:2, UNCERTAIN:1",minor,Majority rule (2/3). E2 voted UNCERTAIN.
27874011,Inhibition of glycine transporter-1 in the dorsal vagal complex improves metabolic homeostasis in diabetes and obesity,OUT_OF_SCOPE,Preclinical,3-0-0,none,Unanimous agreement
28003127,Consolidation and reconsolidation are impaired by oral propranolol administered before but not after memory (re)activation in humans,OUT_OF_SCOPE,Non-clinical,3-0-0,none,Unanimous agreement
