id,title,decision,category,confidence,notes
29053977,Suicidal ideation declines with improvement in the subjective symptoms of major depression.,EXCLUDE,non-Canadian,high,US RCT; paroxetine vs bupropion for depression
A295 AN INTEGRATED MULTIDISCIPLINARY GROUP PROGRAM,A295 AN INTEGRATED MULTIDISCIPLINARY GROUP PROGRAM IMPROVES IRRITABLE BOWEL SYNDROME SYMPTOM SEVERITY: A PILOT STUDY,EXCLUDE,non-MH,high,Canadian; IBS management (GI condition); not diagnosed MH disorder
32376080,Resting State Functional Connectivity and Outcomes of Psychotherapies for Late-Life Depression.,EXCLUDE,non-Canadian,high,US RCT; psychotherapy; neuroimaging
30246591,"""Crossover"" in Depressive Symptoms Among Older Couples: Are Previous Findings Artifactual?",EXCLUDE,observational,high,US observational; Health and Retirement Study
32825997,"Interactive video game-based approaches improve mobility and mood in older adults: A nonrandomized, controlled tri̇al.",EXCLUDE,non-Canadian,high,Turkish nonrandomized; video games not pharma
30479476,The effects of S-adenosyl-L-methionine-vitamin B complex on mild and moderate depressive symptoms.,EXCLUDE,non-Canadian,high,Serbian RCT; supplement not pharma
26525221,Improvements in Depression and Changes in Fatigue: Results from the SLAM DUNC Depression Treatment Trial.,EXCLUDE,non-Canadian,high,US RCT; depression treatment HIV
28359983,"Prolactin, a potential mediator of reduced social interactive behavior in newborn infants following maternal perinatal depressive symptoms.",EXCLUDE,non-Canadian,high,Chinese study; perinatal
29351822,Influence of Obstructive Sleep Apnea in the Functional Aspects of Patients With Osteoarthritis.,EXCLUDE,non-MH,high,Brazilian; sleep apnea/osteoarthritis not MH
34131914,Magnetic seizure therapy for treatment-resistant depression.,EXCLUDE,review,high,Cochrane systematic review
27688640,Effect of group cognitive-behavioral therapy on the quality of life and social functioning of patients with mild depression.,EXCLUDE,non-Canadian,high,Chinese RCT; group CBT
27973661,Hearing Loss and Cognitive-Communication Test Performance of Long-Term Care Residents With Dementia: Effects of Amplification.,EXCLUDE,non-pharma,high,Canadian; hearing amplification study; not pharma for MH
31780032,Clinical evidence of Chinese medicine therapies for depression in women during perimenopause and menopause.,EXCLUDE,review,high,Systematic review; Chinese medicine
COGNITIVE CHANGE AND ANTIDEPRESSANT TREATMENT IN D,COGNITIVE CHANGE AND ANTIDEPRESSANT TREATMENT IN DEP-MCI: DO RACE AND GENDER MATTER?,EXCLUDE,non-Canadian,high,US open-label trial; secondary analysis
33427183,The prospective association between stressful life events and inflammation among adolescents with a history of early institutional rearing.,EXCLUDE,non-MH,high,Romanian/US longitudinal; foster care; inflammation not MH treatment
27033879,The effects of forest therapy on depression and anxiety in patients with chronic stroke.,EXCLUDE,non-Canadian,high,Korean RCT; forest therapy non-pharma
31846068,Pharmacological interventions for treatment-resistant depression in adults.,EXCLUDE,review,high,Cochrane systematic review
36197349,Effectiveness of a SNAPPS in psychiatric residents assessed using objective structured teaching encounters: a case-control study.,EXCLUDE,non-Canadian,high,Brazilian case-control; teaching methodology
30632922,A demonstration of a multi-method variable selection approach for treatment selection: Recommending cognitive-behavioral versus psychodynamic therapy for mild to moderate adult depression.,EXCLUDE,non-Canadian,high,Dutch secondary analysis; treatment selection
26866638,Dependency and self-criticism in treatments for depression.,EXCLUDE,non-Canadian,high,US RCT; personality factors in treatment
28146251,Effect of Disorder-Specific vs Nonspecific Psychotherapy for Chronic Depression: A Randomized Clinical Trial.,EXCLUDE,non-Canadian,high,German RCT; psychotherapy
29199324,Rationale and Structure for a New Center for Studies on Prevention of Alzheimer's Disease (StoP-AD).,EXCLUDE,non-MH,high,Canadian; AD prevention with naproxen; AD/MCI not diagnosed MH per DSM-5
29147070,Evidences of a New Psychobiotic Formulation on Body Composition and Anxiety.,EXCLUDE,non-Canadian,high,Italian RCT; probiotics
26589528,Validation of a new patient-reported outcome instrument of health-related quality of life specific to patients with alcohol use disorder: the Alcohol Quality of Life Scale (AQoLS).,EXCLUDE,non-Canadian,high,French validation study; QoL measure
32645649,Effect of sertraline in patients with newly diagnosed depression and type 2 diabetes mellitus or hypertension: An observational study from south India.,EXCLUDE,non-Canadian,high,Indian observational study
26832935,Risky alcohol use in Danish physicians: Associated with alexithymia and burnout?,EXCLUDE,non-Canadian,high,Danish survey; not RCT
29034223,'Alzheimer's Progression Score': Development of a Biomarker Summary Outcome for AD Prevention Trials.,EXCLUDE,non-MH,high,Canadian component; biomarker development; AD not diagnosed MH; not treatment RCT
29189046,The Feasibility and Potential Impact of Brain Training Games on Cognitive and Emotional Functioning in Middle-Aged Adults.,EXCLUDE,non-pharma,high,Brain training games; not pharma; no diagnosed MH
27695334,Effects of paroxetine-mediated inhibition of GRK2 expression on depression and cardiovascular function in patients with myocardial infarction.,EXCLUDE,non-Canadian,high,Chinese RCT; paroxetine for AMI with depression
29017589,Randomized trial of telephone versus in-person delivery of a brief psychosocial intervention in post-stroke depression.,EXCLUDE,non-Canadian,high,US RCT; psychosocial intervention non-pharma
28781652,Effect of operating room care combined with home care for the postoperative rehabilitation and prognosis of gastric cancer patients with low PTEN gene expression.,EXCLUDE,non-Canadian,high,Chinese; gastric cancer nursing not MH
3447 Effects of intranasal ketamine on uncontrolle,3447 Effects of intranasal ketamine on uncontrolled cancer related pain,EXCLUDE,non-MH,high,Cancer pain not MH condition
31065588,Stretching the Comfort Zone: Using Early Clinical Contact to Influence Professional Identity Formation in Medical Students.,EXCLUDE,non-Canadian,high,Norwegian medical education study
31534588,Medication management issues identified during home medication reviews for ambulatory community pharmacy patients.,EXCLUDE,non-MH,high,Canadian; pharmacy medication reviews; not MH pharma RCT
32195928,Effectiveness and safety of acupuncture in post-stroke depression (PSD): Protocol for a Bayesian analysis.,EXCLUDE,protocol,high,Study protocol; acupuncture for PSD
30160870,The PATHS curriculum for promoting social and emotional well-being among children aged 7–9 years: a cluster RCT,EXCLUDE,non-Canadian,high,UK cluster RCT; school-based; non-pharma
32735501,Efficacy of pramipexole combined with levodopa for Parkinson's disease treatment and their effects on QOL and serum TNF-α levels.,EXCLUDE,non-Canadian,high,Chinese RCT; PD treatment not MH
31564880,Efficacy of ginkgo biloba extract as augmentation of venlafaxine in treating post-stroke depression.,EXCLUDE,non-Canadian,high,Chinese RCT; herbal augmentation
27839722,The Effects of 10-Hz Repetitive Transcranial Magnetic Stimulation on Depression in Chronic Stroke Patients.,EXCLUDE,non-Canadian,high,Korean RCT; neurostimulation
28557865,The emerging role of proprotein convertase subtilisin/kexin type-9 inhibition in secondary prevention: from clinical trials to real-world experience.,EXCLUDE,non-MH,high,Canadian; PCSK9 inhibitors for cardiovascular; not MH
25794636,"Clinical Case Management versus Case Management with Problem-Solving Therapy in Low-Income, Disabled Elders with Major Depression: A Randomized Clinical Trial.",EXCLUDE,non-Canadian,high,US RCT; case management + problem-solving therapy
32715281,"A Comprehensive, Multi-Modal Strategy to Mitigate Alzheimer's Disease Risk Factors Improves Aspects of Metabolism and Offsets Cognitive Decline in Individuals with Cognitive Impairment.",EXCLUDE,non-MH,high,US; AD/cognitive impairment not diagnosed MH
PERSON-CENTERED CARE (PCC) PRACTICES AND EATING AS,PERSON-CENTERED CARE (PCC) PRACTICES AND EATING ASSISTANCE IN CANADIAN LONG-TERM CARE FACILITIES,EXCLUDE,non-MH,high,Canadian; LTC mealtime practices; not MH treatment
31920367,Efficacy And Safety Of Controlled-Release Oxycodone For The Management Of Moderate-To-Severe Chronic Non-Cancer Pain In Japanese Patients: Results From An Open-Label Study.,EXCLUDE,non-Canadian,high,Japanese; oxycodone for pain not MH
28944218,Diabetes mitigates the role of memory complaint in predicting dementia risk: Results from the Prevention of Alzheimer's Disease with Vitamin E and Selenium Study.,EXCLUDE,non-MH,high,US; dementia risk prediction not MH treatment
Family Medicine Forum Research Proceedings 2015 : ,"Family Medicine Forum Research Proceedings 2015 : Toronto, Ont",EXCLUDE,non-MH,high,Canadian; primary care medical homes evaluation; not MH pharma RCT
