id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
34495785,Effects of prenatal ethanol exposure on choline-induced long-term depression in the hippocampus,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,none,unanimous; animal/lab study in rats
,Clinical Characteristics of Registry Participants with Psoriatic Arthritis Initiating Guselkumab: An Analysis from the CorEvitas Psoriatic Arthritis/Spondyloarthritis Registry,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous; observational registry study of psoriatic arthritis
36048042,Replicating Patient-Level Moderators of CBT and IPT's Comparative Efficacy for Depression,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous; psychotherapy-only RCT comparing CBT vs IPT
,"Tasipimidine, a novel orally administered alpha-2 adrenoceptor agonist, alleviates canine acute anxiety associated with owner departure—A pilot study",OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,none,unanimous; animal study in dogs
,Is Repetitive Transcranial Magnetic Stimulation (rTMS) Ready for Clinical Use as a Treatment Tool for Mental Health Targets in Children and Youth?,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous; narrative review of rTMS literature
,Suicide versus Accidental Death by Autoerotic Asphyxiation in a Patient Receiving Intravenous Ketamine for Depression,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,none,unanimous; case report of single patient
34924381,Diagnostic Model of Alzheimer's Disease in the Elderly Based on Protein and Metabolic Biomarkers,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,none,unanimous; observational diagnostic biomarker study in China
,Effects of Resistance Exercise with Instability on Concerns about Falling and Depressive Symptoms in Cognitively Impaired Older Adults,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous; non-pharmacological exercise RCT; not targeting diagnosed mental disorder
,The Recovering Together study protocol: A single-blind RCT to prevent chronic emotional distress in patient-cargiver dyads in the Neuro-ICU,OUT_OF_SCOPE,protocol_only,OUT_OF_SCOPE:3,none,unanimous; protocol only; non-pharmacological intervention
,Personal Recovery in the Postdischarge Period for Individuals With Schizophrenia Spectrum Diagnoses: The Role of Community Integration and Social Support,OUT_OF_SCOPE,secondary_analysis,OUT_OF_SCOPE:3,none,unanimous; secondary analysis of Phase 2 trial; non-pharmacological focus
,Adapting Cognitive Remediation Group Therapy as an Online or Hybrid Intervention for People Aging With HIV and Cognitive Concerns: Focus Group Protocol,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous; focus group protocol; non-pharmacological; not an RCT
