id,title,decision,category,confidence,notes
,Clinicians' Diagnostic Accuracy of Intimate Partner Relational Problems and Maltreatment,EXCLUDE,non-RCT,0.95,Diagnostic accuracy field study for IPV; not pharma RCT
,Classic psychedelics in translational research: Addressing epistemic challenges from bench to bedside,EXCLUDE,review,0.90,Review of psychedelics translational research; not primary RCT
,Moving Forward: A new internet-delivered program integrating life review therapy and self-compassion,EXCLUDE,non-pharma,0.90,Internet-based LRT/self-compassion intervention; non-pharmacological
,The Efficacy of a Brief Psychoeducational Intervention to Improve Engagement in Computerized Cognitive Training Exercises in Major Depressive Disorder,EXCLUDE,non-pharma,0.80,RCT of psychoeducational video for CR engagement in MDD; intervention is psychoeducation not pharmacotherapy
38316943,Quantifying the effects of practicing a semantic task according to subclinical schizotypy,EXCLUDE,non-RCT,0.90,Cognitive practice study in healthy participants with schizotypal traits; not clinical RCT of pharmacotherapy
38702256,"Retraction notice to A feasibility study of the combination of intranasal insulin with dulaglutide for cognition",EXCLUDE,non-RCT,0.99,Retraction notice; not a study
,The effectiveness of cognitive training in people in psychiatry with depressive symptoms – A randomized controlled study,EXCLUDE,non-pharma,0.85,RCT of cognitive training for depression; non-pharmacological; appears German/Austrian
,Pharmacogenetic Algorithms,EXCLUDE,review,0.95,Review chapter on pharmacogenetic algorithms; not primary RCT
,Comparative Effects of ACT and ISTDP on Depression Alexithymia Quality of Life and Mental Health in Women with Breast Cancer,EXCLUDE,non-pharma,0.90,RCT of ACT vs ISTDP psychotherapy for breast cancer patients; non-pharmacological; non-Canadian
,The Effect of Video-Assisted Education on Knee Function and Quality of Life after Total Knee Replacement,EXCLUDE,non-MH,0.99,Knee replacement education RCT; not MH
,Acceptance and Commitment Therapy-Based Intervention for Parents Living With Chronic Pain,EXCLUDE,non-pharma,0.85,ACT for parental chronic pain; non-pharmacological; possibly Canadian but not pharma for MH diagnosis
38879571,Effects of Pycnogenol in people with post-COVID-19 condition (PYCNOVID): study protocol,EXCLUDE,protocol,0.95,Protocol for supplement trial in post-COVID; no results
,Teleneuropsychology: Reliability and Acceptance in Memory Assessment,EXCLUDE,non-RCT,0.90,Reliability study of teleneuropsychology in Portugal; not RCT; not Canadian
,Are first responders interested in psychedelics? Assessing previous use interest and willingness,EXCLUDE,non-RCT,0.85,Survey of Canadian first responders on psychedelic interest; not RCT; not pharmacotherapy intervention
39227241,Is Phenobarbital an Effective Treatment for Alcohol Withdrawal Syndrome?,EXCLUDE,non-MH,0.85,Evidence review of phenobarbital for AWS; not diagnosed MH (DSM-5); not primary RCT
36991574,Alzheimer's disease and COVID-19 pathogenic overlap: Implications for drug repurposing,EXCLUDE,review,0.95,Review of AD/COVID overlap; not primary RCT
38177858,"Correction to: 11 clinical trials that will shape medicine in 2024",EXCLUDE,non-RCT,0.99,Correction to commentary; not a study
,Ketogenic Diet as a Therapeutic Intervention in Cerebral Hemorrhage Recovery,EXCLUDE,non-MH,0.90,Ketogenic diet for cerebral hemorrhage; not MH pharma; non-Canadian
,Subclinical vascular brain injury,EXCLUDE,review,0.95,Review of cerebral small vessel disease; not RCT
39226247,Cognitive stimulation in activities of daily living for individuals with mild-to-moderate dementia (CS-ADL): Study protocol for a randomised controlled trial,EXCLUDE,protocol,0.95,Protocol for cognitive stimulation RCT in Ireland; no results; not Canadian
,Epidemiological characteristics of dementia and its correlation with multimorbidity among people aged 65 and above,EXCLUDE,non-RCT,0.95,Epidemiological survey in China; not RCT; not Canadian
,Physiological Response to a Virtual Reality Simulation for Preoperative Stress Inoculation,EXCLUDE,non-pharma,0.90,VR simulation for preoperative anxiety in breast cancer; non-pharmacological
39618112,The Diagnostic Challenges of Late-onset Neuropsychiatric Symptoms and Early-onset Dementia,EXCLUDE,non-RCT,0.95,Clinical/neuropathological case study; not RCT
,WHAT IS THE ROLE OF TRICYCLIC ANTIDEPRESSANTS IN THE TREATMENT OF IBS?,EXCLUDE,non-MH,0.85,Review of TCAs for IBS; gastrointestinal not primary MH diagnosis
38698692,Predicting amyloid-PET and clinical conversion in apolipoprotein E e3/e3 non-demented individuals,EXCLUDE,non-RCT,0.95,Observational biomarker prediction study; not RCT
39531433,Impact of remote social interaction during the COVID-19 pandemic on the cognitive and psychological status of older adults,EXCLUDE,non-pharma,0.90,RCT of remote social interaction for older adults; non-pharmacological; non-Canadian
,Long-term outcome in people who use drugs successfully treated for hepatitis C infection,EXCLUDE,non-MH,0.95,HCV treatment outcomes in drug users in Vancouver; not MH pharma RCT
,The Role of Personality Traits Cognitive Performances and Perceived Social Support on Job Satisfaction Among Individuals with Chronic Psychiatric Disorders,EXCLUDE,non-RCT,0.90,Cross-sectional study of job satisfaction in psychiatric patients; not RCT
,The neuroendocrine mechanisms underlying acupuncture's efficacy in insomnia: A focus on melatonin,EXCLUDE,review,0.95,Review of acupuncture for insomnia; not primary RCT
37972753,Assessing the feasibility acceptability and preliminary efficacy of a novel symptom management care delivery intervention for caregivers receiving home hospice care,EXCLUDE,non-MH,0.90,Hospice caregiver intervention protocol; not MH pharma
,Effects of a 6-week at-home exercise intervention on psychological and physical indicators of well-being during the COVID-19 pandemic,EXCLUDE,non-pharma,0.85,Canadian RCT of exercise apps during COVID; non-pharmacological intervention; not for diagnosed MH
40341152,Breaking prolonged sitting with high-intensity interval training to improve cognitive and brain health in middle-aged and older adults,EXCLUDE,non-pharma,0.90,Exercise protocol for cognitive health; non-pharmacological
41437270,CSF estrogens' relationships to neuroinflammatory markers and brain networks in middle-aged and older black and white women,EXCLUDE,non-RCT,0.95,Observational biomarker study; not RCT
,A Brief Intervention Promoting Parenting Self-Efficacy and Positive Parenting Outcomes: A Randomized Controlled Pilot Study,EXCLUDE,non-pharma,0.90,Single-session parenting intervention RCT; non-pharmacological
,Tacting the Functions of Behavior and College Mental Health: A Mobile App-Based Approach,EXCLUDE,non-pharma,0.90,ACT Matrix app RCT for college mental health; non-pharmacological
,Investigating the effects of meditation technologies on nursing student stress and anxiety,EXCLUDE,non-pharma,0.90,Meditation/biofeedback pilot for nursing students; non-pharmacological
,An online feasibility pilot study implementing Emotion Focused Therapy for competitive athletes with moderate to severe depression and anxiety symptoms,EXCLUDE,non-pharma,0.80,Online EFT pilot RCT for athletes with depression/anxiety; non-pharmacological; possibly Canadian but not pharma
,Population-level mental health literacy: A vignette-based study on prevention strategies for social anxiety in Ghana,EXCLUDE,non-Canadian,0.95,MHL study in Ghana; not RCT; not Canadian
,Impact of multi-task process-based cognitive training on cognitive function in elderly patients with mild cognitive impairment,EXCLUDE,non-pharma,0.90,Cognitive training RCT for MCI in China; non-pharmacological; non-Canadian
,Shared Symptoms Circuits and Potential Solutions — Progress of Precision Lesioning for OCD as Rationale for Applications to Addiction,EXCLUDE,review,0.90,Review of precision lesioning for OCD/SUD; not primary RCT
,Regulatory Aspects of Antioxidants,EXCLUDE,non-MH,0.99,Pharmaceutical excipient review; not MH
41059602,Metabolic and vascular contributions to dementia: Soluble epoxide hydrolase-derived linoleic acid oxylipins and glycemic status,EXCLUDE,non-RCT,0.95,Observational biomarker study; not RCT
40707956,The effect of repetitive transcranial magnetic stimulation (rTMS) on perioperative neurocognitive disorders in patients after cardiac surgery: study protocol,EXCLUDE,protocol,0.90,Protocol for rTMS trial; no results; non-Canadian (China)
,Electrophysiological Evidence of Visual Dysfunction in SCA3,EXCLUDE,non-MH,0.95,Visual electrophysiology in SCA3; not MH pharma
41723756,Evaluation of a multidisciplinary neurological rehabilitation program for the post-COVID-19 condition,EXCLUDE,non-pharma,0.90,Multidisciplinary rehab for post-COVID; non-pharmacological; Canadian but not pharma for MH
,Glutamate and Proton MR Spectroscopy in Schizophrenia,EXCLUDE,review,0.95,Review of MRS in schizophrenia; not primary RCT
,Protocol for a cohort comparison treatment study evaluating the efficacy of GPM-extended for BPD: the EPSYLIA project,EXCLUDE,protocol,0.90,Protocol for GPM psychotherapy trial for BPD; no results; non-Canadian
,Estrogen Hormonal Therapy Clinical Picture and Course of Schizophrenia and Postpartum Disorders,EXCLUDE,review,0.90,Literature review of estrogen and schizophrenia; not primary RCT
,Mentorship in action: david farrington's transformative influence on the SNAP children's mental health and crime prevention program,EXCLUDE,non-pharma,0.90,Description of SNAP program; non-pharmacological; Canadian but not pharma RCT
,Factors influencing the outcomes of Community Treatment Orders: state-wide study using linked administrative health data from NSW Australia,EXCLUDE,non-Canadian,0.95,Australian administrative data study; not Canadian; not RCT
41269421,Targeting Neurodegeneration with SGLT2is: From Molecular Mechanisms to Clinical Implications,EXCLUDE,review,0.95,Review of SGLT2 inhibitors for neurodegeneration; not primary RCT
40275705,Upregulation of endocannabinoid signaling in vivo restores striatal synaptic plasticity in Huntington's disease mice,EXCLUDE,animal,0.99,Mouse study of HD; animal research
,Augmented intermittent theta-burst stimulation of the left DLPFC for cognitive dysfunction in stable-phase schizophrenia: protocol for a randomized double-blind sham-controlled trial,EXCLUDE,protocol,0.90,Protocol for rTMS trial in schizophrenia; no results; non-Canadian (China)
,Delta—fast ripple coupling suppression: designing a brain-mimetic stimulation paradigm for seizure abolishment,EXCLUDE,non-MH,0.90,Deep brain stimulation for epilepsy; not MH pharma
,Knowledge perceptions and use of psychedelics for mental health among autistic adults,EXCLUDE,non-RCT,0.85,Survey of autistic adults on psychedelic interest; not RCT; possibly Canadian but not pharma intervention
41746906,Study protocol for a randomized clinical pilot trial investigating feasibility and efficacy of augmenting a VR-assisted intervention with biofeedback: The Neuro-VR study,EXCLUDE,protocol,0.90,Protocol for VR intervention in psychosis; no results; non-pharmacological
,Dance Movement Therapy as a Psychomotor Intervention for Children with Autism Spectrum Disorder,EXCLUDE,non-pharma,0.95,Dance therapy for ASD children; non-pharmacological; non-Canadian
40879768,"Correction: Effectiveness of a cognitive-behavioral sleep hygiene intervention for adolescents with ADHD",EXCLUDE,non-RCT,0.95,Correction to CBT sleep trial; not primary results
,Lipid profile in major depressive disorder: the influence of symptom severity and the impact of combined exercise and pharmacotherapy,EXCLUDE,non-Canadian,0.80,Brazilian RCT of exercise + pharmacotherapy for MDD; not Canadian
40958169,Functional Connectivity Associations With Markers of Disease Progression in GRN Pathogenic Variant Carriers,EXCLUDE,non-RCT,0.95,Observational neuroimaging study; not RCT
,Neural network-based analysis of clinical and demographic variables for predicting platelet counts and prothrombin time in CKD patients,EXCLUDE,non-MH,0.99,CKD lab prediction study; not MH
40299835,AQoLS-Brief: Development and psychometric properties of a short version of the alcohol quality of life scale,EXCLUDE,non-MH,0.85,Psychometric development of alcohol QoL scale from French trial; not MH pharma RCT; not Canadian
,Comparative effectiveness of mindfulness and physical exercise on rumination in patients with major depression,EXCLUDE,non-pharma,0.85,RCT of mindfulness vs exercise for MDD rumination; non-pharmacological; non-Canadian (Brazil)
41270324,Does Point-of-Care Ultrasound-Guided Nerve Block for Geriatric Hip Fracture Analgesia in the Emergency Department Improve Outcomes?,EXCLUDE,non-MH,0.99,Hip fracture analgesia; not MH
41620439,"Randomized double-blind sham-controlled pilot trial of theta-band tACS during cognitive training in mild Alzheimer's disease",EXCLUDE,non-pharma,0.85,tACS + cognitive training for AD; neuromodulation not pharmacotherapy; non-Canadian
,Advancing pain assessment in Alzheimer's disease and related dementias: fNIRS for investigating brain activity,EXCLUDE,non-RCT,0.90,Pilot study of pain assessment biomarker in ADRD; not pharma RCT
40293999,Study protocol for an observational research study with an embedded N-of-1 design: Increasing the availability of goal-oriented cognitive rehabilitation for people living with dementia in Ireland,EXCLUDE,protocol,0.95,Protocol for cognitive rehab in Ireland; no results; not Canadian
,Intermittent theta burst stimulation in Canadian soldiers with posttraumatic stress disorder,EXCLUDE,non-pharma,0.85,Canadian RCT of iTBS for PTSD in military; neuromodulation (brain stimulation) not pharmacotherapy
39714260,"Transarterial periarticular embolization (TAPE) in checkpoint-inhibitor-associated arthritis",EXCLUDE,non-MH,0.90,Cochrane review of fibromyalgia pharmacotherapy (abstract mismatch with title); not primary RCT
,Effect of Exercise Timing on Inflammation and Cognition in Aged Women with Type 2 Diabetes Mellitus,EXCLUDE,non-pharma,0.90,Exercise timing RCT in diabetic elderly women; non-pharmacological; non-Canadian
,Impact of Post-Traumatic Stress Disorder Management Through Reconsolidation Therapy on Fibromyalgia Syndrome: A Pilot Study,EXCLUDE,non-pharma,0.85,Reconsolidation therapy for PTSD/fibromyalgia; non-pharmacological
,Conducting exposure in virtual reality for the treatment of social phobia does lead to change in dysfunctional beliefs,EXCLUDE,non-pharma,0.90,VR exposure for social phobia from RCT; non-pharmacological
,Robust semi-functional censored regression,EXCLUDE,non-MH,0.99,Statistical methodology paper; not MH
,Feasibility and Tolerability of Novel Deep Repetitive Transcranial Magnetic Stimulation for Depression in Older Adults: DIVINE Pilot Study,EXCLUDE,non-pharma,0.85,Deep TMS pilot for depression in older adults; neuromodulation not pharmacotherapy; possibly Canadian but not pharma
,An Exploration of the Mediators and Moderators of Mindfulness-Based Stress Reduction Among Clergy,EXCLUDE,non-pharma,0.90,MBSR secondary analysis for clergy; non-pharmacological; US-based
