id,title,decision,category,notes
35700000,The Efficacy of Virtual Reality Game Preparation for Children Scheduled for Magnetic Resonance Imaging Procedures (IMAGINE): Protocol for a Randomized Controlled Trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
36652284,Web-Based Asynchronous Tool to Facilitate Communication Between Primary Care Providers and Cancer Specialists: Pragmatic Randomized Controlled Trial.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
35911247,Top 100 Cited Papers on Premenstrual Syndrome/Premenstrual Dysphoric Disorder: A Bibliometric Study.,OUT_OF_SCOPE,not_rct,"Bibliometric/citation analysis study, not an RCT"
36831836,Apparent Lack of Benefit of Combining Repetitive Transcranial Magnetic Stimulation with Internet-Delivered Cognitive Behavior Therapy for the Treatment of Resistant Depression: Patient-Centered Randomized Controlled Pilot Trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36405400,Real-life effectiveness of transitioning from paliperidone palmitate 1-monthly to paliperidone palmitate 3-monthly long-acting injectable formulation.,OUT_OF_SCOPE,observational,"Retrospective observational study, not RCT"
29802091,Examining the Impact of Trauma-Informed Cognitive Behavioral Therapy on Perinatal Mental Health Outcomes Among Survivors of Intimate Partner Violence (The PATH Study): Protocol for a Feasibility Study.,OUT_OF_SCOPE,protocol,Protocol without results
35445883,A Non-Randomized Controlled Trial for Reducing Postpartum Depression in Low-Income Minority Women at Community-Based Women's Health Clinics.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
34259164,Developing and Implementing a Web-Based Psychotherapy Program to Address Mental Health Challenges Among Patients Receiving Oncologic and Palliative Care: Protocol for an Open-Label Randomized Controlled Trial.,OUT_OF_SCOPE,protocol,Protocol without results
34479508,Tackling the global problem of traumatic stress in low-income countries: a pilot clinical trial comparing reconsolidation therapy to paroxetine in Nepal.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
34952870,Detecting young people with mental disorders: a cluster-randomised trial of multidisciplinary health teams at the GP office.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
34479632,Video-delivered emotion-focused mindfulness therapy for late- life anxiety: study protocol for a feasibility randomized controlled trial.,OUT_OF_SCOPE,protocol,Protocol without results
36192779,Data visualization as an intervention for pediatric chronic pain: a pilot feasibility study protocol for a randomized controlled crossover trial.,OUT_OF_SCOPE,protocol,Protocol without results
33564887,Mindfulness-based Therapeutic Sailing for Veterans With Psychiatric and Substance Use Disorders.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36341846,The Preventing Alzheimer's with Cognitive Training (PACT) randomized clinical trial.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
34828457,Do Brief Mindfulness Interventions (BMI) and Health Enhancement Programs (HEP) Improve Sleep in Patients in Hemodialysis with Depression and Anxiety?,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
