id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
10.1002/trc2.12016,Agitation and impulsivity in mid and late life as possible risk markers for incident dementia,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
10.1016/j.anr.2018.06.001,The Effects of Mindfulness Meditation-Based Complex Exercise Program on Motor and Nonmotor Symptoms and Quality of Life in Patients with Parkinson's Disease,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
10.1080/15487768.2016.1162759,How does Housing First catalyze recovery?: Qualitative findings from a Canadian multi-site randomized controlled trial,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
10.1186/s13024-022-00586-0,Antibody-free measurement of cerebrospinal fluid tau phosphorylation across the Alzheimer's disease continuum,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
10.3389/fpsyt.2021.774736,The Need for Psychedelic-Assisted Therapy in the Black Community and the Burdens of Its Provision,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
10.3390/socsci6020062,The Toronto Empathy Questionnaire: Reliability and validity in a Nationwide sample of Greek teachers,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
26285025,The Healthy Mind Healthy Mobility Trial: A Novel Exercise Program for Older Adults.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
26362273,Report on ISCTM Consensus Meeting on Clinical Assessment of Response to Treatment of Cognitive Impairment in Schizophrenia,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
26575299,Mindfulness-based cognitive therapy for residual depressive symptoms and relapse prophylaxis.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
26695949,Personality and Psychological Aspects of Cosmetic Surgery.,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
26720751,A Combined Patient and Provider Intervention for Management of Osteoarthritis in Veterans: A Randomized Clinical Trial.,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
26892290,Neuroprotective Effects of Lithium in Human Brain? Food for Thought.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
26926320,Health Behaviors in Cervical Cancer Survivors and Associations with Quality of Life,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
27161140,Under-coding of secondary conditions in coded hospital health data.,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
27177997,Incidence and course of depression in multiple sclerosis in the multinational BEYOND trial.,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
27198057,Peer-counseling for women newly diagnosed with breast cancer: A randomized community/research collaboration trial.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
27529771,Omega-3 Fatty Acids Depressive Symptoms and Cognitive Performance in Patients With Coronary Artery Disease.,UNCERTAIN,pharmacological_rct,2,TRUE,Majority rule (2/3); ext2 voted MAP
27681601,The effect of an educational pre-operative DVD on parents' and children's outcomes after a same-day surgery: a randomized controlled trial.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
27767993,Effect Size Analyses of Souvenaid in Patients with Alzheimer's Disease.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
28095259,Impact of Skill-Based Approaches in Reducing Stigma in Primary Care Physicians.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
28130646,The effect of mirtazapine on dopaminergic psychosis and dyskinesia in the parkinsonian marmoset.,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
28141899,Intravenous midazolam infusion for sedation of infants in the neonatal intensive care unit.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
28185994,MOTIVATional intErviewing to improve self-care in Heart Failure patients (MOTIVATE-HF): Study protocol of a three-arm multicenter randomized controlled trial,OUT_OF_SCOPE,protocol,3,FALSE,Unanimous agreement (3/3)
28238679,How Does Paying Attention Improve Sexual Functioning in Women? A Review of Mechanisms.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
28339432,Bipolar Versus Unipolar Intraarticular Pulsed Radiofrequency Thermocoagulation in Chronic Knee Pain Treatment.,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
28371230,A post cardiac surgery intervention to manage delirium involving families: a randomized pilot study.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
28404880,Serotonergic system antagonists target breast tumor initiating cells and synergize with chemotherapy to shrink human breast tumor xenografts,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
28438076,Increased work and social engagement is associated with increased stroke specific quality of life in stroke survivors at 3 months and 12 months post-stroke.,OUT_OF_SCOPE,observational,3,FALSE,Unanimous agreement (3/3)
28488825,A randomized trial of the effects of an aquatic exercise program on depression anxiety levels and functional capacity of people who suffered an ischemic stroke.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
28511829,Suicidal behaviors in the dermatology patient,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
28789659,Consistency and sources of divergence in recommendations on screening with questionnaires for presently experienced health problems or symptoms.,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
28942807,A Randomized Placebo-Controlled Trial of Metformin for the Treatment of Overweight Induced by Antipsychotic Medication in Young People With Autism Spectrum Disorder: Open-Label Extension.,MAP,pharmacological_rct,2,TRUE,Majority rule (2/3); ext1 voted UNCERTAIN
29061430,Treatment of maternal depression in urban slums of Karachi Pakistan: A randomized controlled trial.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29097597,Multimodal imaging in rat model recapitulates Alzheimer's disease biomarkers abnormalities,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
29251955,Emotion-focused therapy for generalized anxiety disorder: An exploratory study,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29274714,No. 354-Canadian HIV Pregnancy Planning Guidelines,OUT_OF_SCOPE,non_mental_health,3,FALSE,Unanimous agreement (3/3)
29317599,DNA methylome variation in a perinatal nurse-visitation program that reduces child maltreatment: a 27-year follow-up.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29340207,Participation in physical activities for children with cerebral palsy: feasibility and effectiveness of physical activity on prescription.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29481915,Cognitive dysfunction and metabolic comorbidities in mood disorders: A repurposing opportunity for glucagon-like peptide 1 receptor agonists?,OUT_OF_SCOPE,review,3,FALSE,Unanimous agreement (3/3)
29618079,Effects of Massage in Reducing the Pain and Anxiety of the Cardiac Surgery Critically Ill-a Randomized Controlled Trial.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29653913,Penile Prosthesis Implantation in Patients With Peyronie's Disease: Results of the PROPPER Study Demonstrates a Decrease in Patient-Reported Depression.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29689693,Vortioxetine improves symptomatic and functional outcomes in major depressive disorder.,MAP,pharmacological_rct,2,TRUE,Majority rule (2/3); ext1 voted UNCERTAIN
29717910,Treating ADHD With Suggestion: Neurofeedback and Placebo Therapeutics.,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
29781649,Treatment of social approach processes in adults with social anxiety disorder,OUT_OF_SCOPE,non_pharmacological,3,FALSE,Unanimous agreement (3/3)
