id,title,decision,category,notes
34151763,Current Clinical Psychopharmacology in Borderline Personality Disorder.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33789867,"The impact of care environment on the mental health of orphaned, separated and street-connected children and adolescents in western Kenya: a prospective cohort analysis.",OUT_OF_SCOPE,observational,Observational/non-interventional
31095060,Novel Health Information Technology to Aid Provider Recognition and Treatment of Major Depressive Disorder and Posttraumatic Stress Disorder in Primary Care.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
34800298,A randomised controlled trial of psychotherapy and cognitive remediation to target cognition in mood disorders.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
32634540,Novel therapeutic targets in mood disorders: Pentoxifylline (PTX) as a candidate treatment.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36207757,"Perceived influence of alcohol consumption, substance use, and mental health on PrEP adherence and condom use among PrEP-prescribed gay, bisexual, and other men-who-have-sex-with-men: a qualitative investigation.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
34970166,Cariprazine in the Treatment of Bipolar Disorder: Within and Beyond Clinical Trials.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33906005,Suicidality in patients with bipolar depression: Findings from a lower middle-income country.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
37096186,Effect of walnut consumption on neuropsychological development in healthy adolescents: a multi-school randomised controlled trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
30287158,Resting state functional connectivity in patients with remitted psychotic depression: A multi-centre STOP-PD study.,OUT_OF_SCOPE,secondary_analysis,Secondary neuroimaging analysis of STOP-PD RCT; not main results
33343425,Connecting During COVID-19: A Protocol of a Volunteer-Based Telehealth Program for Supporting Older Adults' Health.,OUT_OF_SCOPE,protocol_no_results,Protocol only; non-pharma telehealth; no diagnosed MH
