id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
29087373,Deep brain stimulation for treatment-resistant major depressive disorder: a comparison of two targets and long-term follow-up.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
36055535,Electrophysiological and behavioral effects of unilateral and bilateral rTMS; A randomized clinical trial on rumination and depression.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
32620104,"A double-blind, randomized pilot study for comparison of Melissa officinalis L. and Lavandula angustifolia Mill. with Fluoxetine for the treatment of depression.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
31815645,Acupuncture for patients with insomnia disorder using resting-state functional magnetic resonance imaging: a protocol for a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian; protocol,OUT_OF_SCOPE:2,none,both screeners agree
32687757,Gabapentin reduced drinking in patients with alcohol use disorder and alcohol withdrawal symptoms.,OUT_OF_SCOPE,non-pharma; secondary analysis,OUT_OF_SCOPE:2,none,both screeners agree
31733455,Dose increase of S-Adenosyl-Methionine and escitalopram in a randomized clinical trial for major depressive disorder.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
31972628,"A randomized, double-blind study comparing the efficacy and safety of trazodone once-a-day and venlafaxine extended-release for the treatment of patients with major depressive disorder.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
34667795,Effect of a self-help educational program with peer group on anxiety of mothers of children with cancer: A clinical trial study.,OUT_OF_SCOPE,non-Canadian; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
35186098,Efficacy of Acupuncture for Parkinson's Disease Anxiety: Two-Stage Protocol for a Randomized Controlled Clinical Trial.,OUT_OF_SCOPE,non-Canadian; protocol,OUT_OF_SCOPE:2,none,both screeners agree
37085494,Association of plasma cytokines and antidepressant response following mild-intensity whole-body hyperthermia in major depressive disorder.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
27701683,"Crocus sativus L. versus Citalopram in the Treatment of Major Depressive Disorder with Anxious Distress: A Double-Blind, Controlled Clinical Trial.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
30599899,"Supplementation with extract of Gynostemma pentaphyllum leaves reduces anxiety in healthy subjects with chronic psychological stress: A randomized, double-blind, placebo-controlled clinical trial.",OUT_OF_SCOPE,non-Canadian; non-MH,OUT_OF_SCOPE:2,none,both screeners agree
28741044,Efficacy and Tolerability of Asenapine Compared with Olanzapine in Borderline Personality Disorder: An Open-Label Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
31563272,"Antidepressant Efficacy of Prolonged Intermittent Theta Burst Stimulation Monotherapy for Recurrent Depression and Comparison of Methods for Coil Positioning: A Randomized, Double-Blind, Sham-Controlled Study.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
32420649,Comparison of vortioxetine and sertraline for treatment of major depressive disorder in elderly patients: A double-blind randomized trial.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
33339120,Brain Responses to Emotional Stimuli after Eicosapentaenoic Acid and Docosahexaenoic Acid Treatments in Major Depressive Disorder: Toward Personalized Medicine with Anti-Inflammatory Nutraceuticals.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
32145674,"A double-blind, randomized, sham-controlled study of cranial electrotherapy stimulation as an add-on treatment for tic disorders in children and adolescents.",OUT_OF_SCOPE,non-Canadian; non-MH,OUT_OF_SCOPE:2,none,both screeners agree
36883502,SAFETY AND EFFICACY OF THE COMPLEX DEPRILIUM® IN REDUCING SUBCLINICAL SYMPTOMS OF DEPRESSION IN PATIENTS WITH CHRONIC NON-COMMUNICABLE DISEASES: DOUBLE-BLIND RANDOMIZED CONTROLLED STUDY.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
33757609,The intestinal microbiota as a predictor for antidepressant treatment outcome in geriatric depression: a prospective pilot study.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
28086934,Electroacupuncture plus moxibustion therapy for patients with major depressive disorder: study protocol for a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian; protocol; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
38330344,Psychological and physiological effects of an acute bout of yoga before a simulated academic exam in university students.,OUT_OF_SCOPE,non-MH; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
29660637,Does oral administration of ketamine accelerate response to treatment in major depressive disorder? Results of a double-blind controlled trial.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37121279,Randomized trial of brief interpersonal psychotherapy and cognitive behavioral therapy for depression delivered both in-person and by telehealth.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
34707400,"The Central Response of Electroacupuncture on Trigeminal Neuralgia Based on Resting-State Functional Magnetic Resonance Imaging: A Protocol for a Pre-Experimental, Single-Centre, Randomized, Controlled Trial.",OUT_OF_SCOPE,non-Canadian; protocol; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
36248526,Standard CBT versus integrative and multimodal CBT assisted by virtual-reality for generalized anxiety disorder.,OUT_OF_SCOPE,non-Canadian; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
27105227,Patient Rating of Therapeutic Factors and Response to Cognitive-Behavioral Group Therapy in Patients with Obsessive-Compulsive Disorder.,OUT_OF_SCOPE,non-Canadian; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
29554535,Plasma C-reactive protein levels in bipolar depression during cyclooxygenase-2 inhibitor combination treatment.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
35193903,Effect and neural mechanisms of the transcutaneous vagus nerve stimulation for relapse prevention in patients with remitted major depressive disorder: protocol for a longitudinal study.,OUT_OF_SCOPE,non-Canadian; protocol,OUT_OF_SCOPE:2,none,both screeners agree
35500900,Acute Efficacy and Safety of Escitalopram Versus Desvenlafaxine and Vortioxetine in the Treatment of Depression With Cognitive Complaint: A Rater-Blinded Randomized Comparative Study.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
35721817,The Ham-D is not Hamilton's Depression Scale.,OUT_OF_SCOPE,non-RCT,OUT_OF_SCOPE:2,none,both screeners agree
33970657,Insight as a mechanism of change in dynamic therapy for major depressive disorder.,UNCERTAIN,non-Canadian; non-pharma,"OUT_OF_SCOPE:1,MAP:1",minor,"A=OUT_OF_SCOPE, B=MAP"
31873990,Medicinal and Synthetic Cannabinoids for Pediatric Patients: A Review of Clinical Effectiveness and Guidelines,OUT_OF_SCOPE,non-RCT,OUT_OF_SCOPE:2,none,both screeners agree
33217836,A protocol of randomized controlled trial for Modified Xiaoyao Powder in the treatment of chronic obstructive pulmonary disease combined mild to moderate depression.,OUT_OF_SCOPE,non-Canadian; protocol; non-MH,OUT_OF_SCOPE:2,none,both screeners agree
29954354,A randomized controlled double-blind clinical trial comparing versus placebo the effect of an edible algal extract (Ulva Lactuca) on the component of depression in healthy volunteers with anhedonia.,OUT_OF_SCOPE,non-Canadian; non-MH,OUT_OF_SCOPE:2,none,both screeners agree
