id,title,decision,category,confidence,notes
40259559,Efficacy of cholinesterase inhibitors treatment in dementia with Lewy bodies: A 3-year follow-up 'real world' study.,OUT_OF_SCOPE,observational,0.95,"Retrospective study, not an RCT"
40255324,Acupuncture effects on emotional reactivity of youth with self-reported depressive symptoms.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological intervention (acupuncture); self-reported symptoms not diagnosed disorder
40252258,Preoperative psychological distress is associated with mortality within 1 year of non-cardiac surgery.,OUT_OF_SCOPE,observational,0.95,Observational cohort study (VISION); not an RCT; MH is not the intervention target
40233277,A pilot and feasibility study of Sage: A couple therapy for borderline personality disorder.,OUT_OF_SCOPE,non_pharma,0.95,Uncontrolled trial of psychotherapy; non-pharmacological
40204308,Prevalence of dementia and mild cognitive impairment among the older prisoner population in England and Wales: a cross-sectional study.,OUT_OF_SCOPE,observational,0.95,Cross-sectional prevalence study; UK setting; not RCT
40203204,Pilot Testing of Build StaMINA: A Tailored Physical Activity Program for Adults Receiving Treatment for Acute Myeloid Leukemia.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (physical activity); not a mental health disorder
40198474,Validity and reliability study of the Turkish version of the Empathy Quotient- 8 in Turkish university students.,OUT_OF_SCOPE,observational,0.95,Psychometric validation study; not an RCT; Turkish setting
40187774,"Comparing Analgesic Regimen Effectiveness and Safety after Surgery (CARES): protocol for a pragmatic, international multicentre randomised trial.",OUT_OF_SCOPE,protocol,0.95,Protocol without results; pain management not MH disorder
40174411,Angiotensin receptor blockade modulates resting state functional connectivity in the memory network rather than fear network - implications for posttraumatic stress disorder.,OUT_OF_SCOPE,non_pharma,0.9,Neuroimaging study of ARBs in healthy volunteers; not an RCT for MH treatment
40172923,A 3-Week Ketogenic Diet Increases Global Cerebral Blood Flow and Brain-Derived Neurotrophic Factor.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (dietary); healthy individuals; not MH disorder
40168302,"African Youth in Mind - Protocol of a Pilot feasibility trial of a brief psychological Intervention for older adolescents with depression delivered through senior high schools in Navrongo, Ghana.",OUT_OF_SCOPE,protocol,0.95,Protocol only; Ghana setting; psychological intervention not pharma
40161474,Pragmatic clinical trial of two bilingual therapist-guided transdiagnostic iCBT programs for anxiety and depression in outpatient clinics in Canada.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (iCBT); Canadian but no pharmacological intervention
40155831,Hippocampal functional imaging-derived radiomics features for diagnosing cognitively impaired patients with Parkinson's disease.,OUT_OF_SCOPE,observational,0.95,Retrospective imaging study; not RCT; diagnostic not therapeutic
40155347,"Living Well With Uncertainty in Advanced, Metastatic or Incurable Cancers: A Pragmatic Feasibility Study of the Adapting to Life with Cancer Cognitive ExisteNtial Therapy (ACCENT).",OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (psychotherapy); feasibility study; cancer not MH disorder
40154967,Crosswalk between HRSD and MADRS outcomes for rTMS in patients with depression.,OUT_OF_SCOPE,non_pharma,0.9,Secondary analysis of rTMS trials; non-pharmacological intervention
40152309,Effect of amphetamines on blood pressure.,OUT_OF_SCOPE,review,0.95,Systematic review/Cochrane review; not a primary RCT
40150471,"Are Virtual Forests Just for Relaxation, or Can They Enhance the Benefits of Therapy?",OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (VR forest); student sample not diagnosed MH disorder
40144629,Cognitive dysfunction and its associated factors in patients with epilepsy at referral hospitals in the Amhara region: an institutional-based cross-sectional study.,OUT_OF_SCOPE,observational,0.95,Cross-sectional study; Ethiopian setting; epilepsy not primary MH disorder
40143889,Surface Versus Penetrative rTMS Stimulation May Be More Effective for AD Patients with Cerebrovascular Disease.,OUT_OF_SCOPE,non_pharma,0.9,Non-pharmacological (rTMS); secondary analysis
40142833,"The Breathomics Profile of Volatile Sulfur Compounds in the Bipolar Spectrum, Does It Represent a Potential Tool for Early Diagnosis?",OUT_OF_SCOPE,observational,0.95,Case-control study; diagnostic biomarker study not intervention
40129307,Comparing Antidepressant Effects of Psilocybin-Assisted Psychotherapy in Individuals That Were Unmedicated at Initial Screening Versus Individuals Discontinuing Medications for Study Participation,UNCERTAIN,potential_MAP,0.55,Open-label RCT of psilocybin 25mg for TRD; Canadian PI (McIntyre/Rosenblat); pharma component present but combined with psychotherapy; exploratory analysis from parent RCT
40116713,"The Safety and Efficacy of Microbial Ecosystem Therapeutic-2 in People With Major Depression - A Phase 2, Double-Blind, Placebo-Controlled Study",UNCERTAIN,potential_MAP,0.5,Phase 2 double-blind placebo-controlled trial; Canadian (Kingston/Toronto); MDD diagnosed; MET-2 is oral microbial therapeutic - borderline pharma vs probiotic
40110068,Managing Cancer and Living Meaningfully in adults with brain metastases: A NIH ORBIT model phase II feasibility and proof-of-concept trial.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (psychotherapy); US-based; cancer not primary MH disorder
40108546,The efficacy of levodopa/carbidopa/entacapone on cognitive function in moderate to advanced Parkinson's disease and its relationship with peripheral inflammatory cytokines.,OUT_OF_SCOPE,non_canadian,0.9,PD is neurological not primary MH disorder; appears non-Canadian
40103181,The Development of a Model to Predict Cognitive Decline Within 12 Months in Home Care Clients.,OUT_OF_SCOPE,observational,0.95,Observational predictive model; not RCT; dementia risk not MH intervention
40097113,Cost-utility of public health nurse-delivered group cognitive behavioural therapy for postpartum depression.,OUT_OF_SCOPE,non_pharma,0.95,Non-pharmacological (group CBT); Canadian but no pharma intervention
40086910,Correlation between changes in apathy and cognition in Alzheimer's disease associated apathy: Analysis of the Apathy in Dementia Methylphenidate Trial 2 (ADMET 2).,OUT_OF_SCOPE,secondary_analysis,0.9,Secondary analysis of US multicenter trial; AD apathy not primary MH disorder
40082316,A novel method for harmonization of PET image spatial resolution without phantoms.,OUT_OF_SCOPE,non_pharma,0.95,Imaging methodology study; not clinical intervention
