id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
29693533,Development and evaluation of a scale assessing therapist fidelity to guidelines for delivering therapist-assisted Internet-delivered cognitive behaviour therapy.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
31303261,Strengthened Hippocampal Circuits Underlie Enhanced Retrieval of Extinguished Fear Memories Following Mindfulness Training.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
10.5935/0103-5053.20160048,Current approaches against Alzheimer's disease in clinical trials,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
10.1016/j.trci.2016.02.004,Dissociation of Down syndrome and Alzheimer's disease effects with imaging,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
30514614,Inferior thalamic peduncle deep brain stimulation for treatment-refractory obsessive-compulsive disorder: A phase 1 pilot trial,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
31901940,Morphological Profiling of Schizophrenia: Cluster Analysis of MRI-Based Cortical Thickness Data,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
31647267,The Independent Roles of Mindfulness and Distress Tolerance in Treatment Outcomes in Dialectical Behavior Therapy Skills Training,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
32840330,Current and Evolving Treatment Strategies for the Alzheimer Disease Continuum,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
33870914,A Core Outcome Set for Research Evaluating Interventions to Prevent and/or Treat Delirium in Critically Ill Adults,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
10.1037/ppm0000460,Reducing Social Media Use Improves Appearance and Weight Esteem in Youth With Emotional Distress,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
38471397,Comparison of two plasma p-tau217 assays to detect and monitor Alzheimer's pathology.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
32106225,Trajectories and mental health-related predictors of perceived discrimination and stigma among homeless adults with mental illness.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
35286849,The effects of MDMA-assisted therapy on alcohol and substance use in a phase 3 trial for treatment of severe PTSD.,UNCERTAIN,Pharmacological RCT,2/3,N,Majority rule (2/3); dissent: OUT_OF_SCOPE
36409969,Phase IIb Randomized Placebo-Controlled Dose-Escalating Double-Blind Study of Cannabidiol Oil for the Relief of Symptoms in Advanced Cancer (MedCan1-CBD).,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
27284082,Methylene blue treatment for residual symptoms of bipolar disorder: randomised crossover study.,MAP,Mental health pharma RCT,3/3,N,Unanimous agreement
34228123,Efficacy of a stepped care approach to deliver cognitive-behavioral therapy for insomnia in cancer patients.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
32084347,Therapeutic Effects of Exercise Training on Elderly Patients With Dementia: A Randomized Controlled Trial.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
33264098,Correction: A Mindfulness-Based Intervention for Student Depression Anxiety and Stress: Randomized Controlled Trial.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
31045590,Curcumin as Add-On to Antipsychotic Treatment in Patients With Chronic Schizophrenia: A Randomized Double-Blind Placebo-Controlled Study.,UNCERTAIN,Pharmacological RCT,2/3,N,Majority rule (2/3); dissent: MAP
28266318,A randomised controlled trial of Intensive Short-Term Dynamic Psychotherapy for treatment resistant depression: the Halifax Depression Study.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
28262134,Interventions in ADHD: A comparative review of stimulant medications and behavioral therapies.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
32970955,Osteochondroplasty and Labral Repair for the Treatment of Young Adults With Femoroacetabular Impingement.,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
30944135,Slow release oral morphine versus methadone for the treatment of opioid use disorder.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
30243421,Randomized controlled pilot trial of supportive text messaging for alcohol use disorder patients.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
30630455,Prevalence and correlates of psychological distress among 13-14 year old adolescent girls in North Karnataka South India.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
29344340,Assessment and management of sexual dysfunction in the context of depression.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
26918508,General practitioners insight into deprescribing for the multimorbid older individual: a qualitative study.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
27725655,Structural brain changes are associated with response of negative symptoms to prefrontal repetitive transcranial magnetic stimulation in patients with schizophrenia.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
26670938,How Does the Fast Track Intervention Prevent Adverse Outcomes in Young Adulthood?,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
10.1186/s40200-017-0291-9,Iran diabetes research roadmap (IDRR) study.,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
10.3389/fpsyg.2022.866018,Models of Psychedelic-Assisted Psychotherapy: A Contemporary Assessment and an Introduction to EMBARK.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
30381374,Mirtazapine added to SSRIs or SNRIs for treatment resistant depression in primary care: phase III randomised placebo controlled trial (MIR).,OUT_OF_SCOPE,Non-Canadian,3/3,N,Unanimous agreement
31246882,A Pilot Randomized Controlled Trial of Cognitive-Behavioral Therapy for Insomnia in Adolescents With Persistent Postconcussion Symptoms.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
30699842,Nutraceuticals for major depressive disorder- more is not merrier.,OUT_OF_SCOPE,Non-Canadian,3/3,N,Unanimous agreement
26460229,Optimal duration of risperidone or olanzapine adjunctive therapy to mood stabilizer following remission of a manic episode: A CANMAT randomized double-blind trial.,MAP,Mental health pharma RCT,3/3,N,Unanimous agreement
28013123,A randomized double-blind placebo-controlled crossover trial evaluating the effect of intranasal insulin on cognition and mood in individuals with treatment-resistant major depressive disorder.,MAP,Mental health pharma RCT,3/3,N,Unanimous agreement
26926882,The functional serotonin 1a receptor promoter polymorphism rs6295 is associated with psychiatric illness and differences in transcription.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
28289280,Biochemical physiological and clinical effects of l-methylfolate in schizophrenia: a randomized controlled trial.,UNCERTAIN,Pharmacological RCT,1/3,Y,Three-way split (MAP/OUT_OF_SCOPE/UNCERTAIN); conservative resolution to UNCERTAIN
31822848,Effectiveness of the Genomics ADvISER decision aid for the selection of secondary findings from genomic sequencing.,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
33031817,Trace Amine-Associated Receptor 1 (TAAR1): A new drug target for psychiatry?,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
31906021,Exercise and Horticultural Programs for Older Adults with Depressive Symptoms and Memory Problems.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
26880694,A randomised controlled trial of the effects of a mobile telehealth intervention on clinical and patient-reported outcomes in people with poorly controlled diabetes.,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
29422453,Telehealth Rehabilitation for Cognitive Impairment: Randomized Controlled Feasibility Trial.,OUT_OF_SCOPE,Non-pharmacological,3/3,N,Unanimous agreement
34060934,Effects of Combined and Alone Transcranial Motor Cortex Stimulation and Mirror Therapy in Phantom Limb Pain.,OUT_OF_SCOPE,Non-mental-health,3/3,N,Unanimous agreement
36398843,Yoga for chronic non-specific low back pain.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
27677983,The CINP Treatment Guidelines for Bipolar Disorder in Adults Part 4.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
31612833,Sleep Terrors: An Updated Review.,OUT_OF_SCOPE,Review,3/3,N,Unanimous agreement
29083997,Exploring Parental and Staff Perceptions of the Family-Integrated Care Model.,OUT_OF_SCOPE,Non-RCT,3/3,N,Unanimous agreement
