id,title,decision,category,notes
38421922,Effects of Adjunctive Brexpiprazole on Individual Depressive Symptoms and Functioning in Patients With Major Depressive Disorder and Anxious Distress: Post Hoc Analysis of Three Placebo-Controlled Studies.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
38412736,Hidden in plain sight - Survival consequences of baseline symptom burden in women with recurrent ovarian cancer.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
38396013,Effect of antipsychotic drugs on group II metabotropic glutamate receptor expression and epigenetic control in postmortem brains of schizophrenia subjects.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
38346424,Give me a break! Addressing observed structured clinical exam anxiety.,OUT_OF_SCOPE,not_mh,No MH diagnosis
38326832,"Longitudinal effectiveness of a woman-led, nurse delivered health promotion intervention for women who have experienced intimate partner violence: iHEAL randomized controlled trial.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
38285908,Effects of Multicomponent Exercise on Community-Dwelling Older Adults With Mild Cognitive Impairment.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
38285030,Co-treatment with Oral Duloxetine and Intraarticular Injection of Corticosteroid plus Hyaluronic Acid Reduces Pain in the Treatment of Knee Osteoarthritis.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
38245796,Using formative research to inform a mental health intervention for adolescents living in Indian slums: the ARTEMIS study.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
38243809,Proteomic Biomarkers for the Prediction of Transition to Psychosis in Individuals at Clinical High Risk: A Multi-cohort Model Development Study.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
38198829,Effects of Online Mindful Somatic Psychoeducation Program on Mental Health During the COVID-19.,OUT_OF_SCOPE,not_mh,No MH diagnosis
38194119,"Mutual Aid Groups for Loneliness, Psychosocial Disability, and Continuity of Care.",OUT_OF_SCOPE,not_mh,No MH diagnosis
38185882,Multimodal imaging measures in the prediction of clinical response to deep brain stimulation for refractory depression: A machine learning approach.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
38184642,In-person cognitive behavioural therapy vs. usual care after surgical management of extremity fractures: an unsuccessful feasibility trial.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
38171724,"Comparative Efficacy of Augmenting Escitalopram with Modified Electroconvulsive Therapy or High-Frequency Repetitive Transcranial Magnetic Stimulation on Depressive Symptoms, Quality of Life, and Cognitive Function in Treatment-Resistant Depression.",OUT_OF_SCOPE,not_canadian,Chinese escitalopram+ECT/rTMS for TRD
38101486,Impact of Apolipoprotein E Genotype on Neurocognitive Function in Patients With Brain Metastases: An Analysis of NRG Oncology's RTOG 0614.,OUT_OF_SCOPE,not_mh,No MH diagnosis
38048480,Teaching Adolescents With Type 1 Diabetes Self-Compassion (TADS) to Reduce Diabetes Distress: Protocol for a Randomized Controlled Trial.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
38004423,Sarcosine May Induce EGF Production or Inhibit the Decline in EGF Concentrations in Patients with Chronic Schizophrenia (Results of the PULSAR Study).,OUT_OF_SCOPE,not_canadian,Polish sarcosine for schizophrenia
37969909,Effect of 2-Arm Intervention on Emotional Outcomes in Informal Caregivers of Individuals With Multiple Sclerosis: A Randomized Pilot Study Trial.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
37963798,Impact of a cognitive behavioural therapy training program on family physician practices: Cross-sectional study in Norway.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37957596,Identifying relapse predictors in individual participant data with decision trees.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
37940930,Protocol for an economic evaluation of scalable strategies to improve mental health among perinatal women: non-specialist care delivered via telemedicine vs. specialist care delivered in-person.,OUT_OF_SCOPE,protocol_no_results,Protocol without results
37821924,"""Better Living with Non-memory-led Dementia"": protocol for a feasibility randomised controlled trial of a web-based caregiver educational programme.",OUT_OF_SCOPE,not_mh,No MH diagnosis
37780560,Palliative care at any stage of amyotrophic lateral sclerosis: a prospective feasibility study.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37779629,Videoconferencing psychotherapy from a psychodynamic point of view. A qualitative analysis.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37776136,Effectiveness of collaborative tele-mental health care for children with attention deficit hyperactivity disorder in United Arab Emirates.,OUT_OF_SCOPE,not_rct,No RCT design
37727600,"Differential Associations Between Depressive Symptom-Domains With Anxiety, Loneliness, and Cognition in a Sample of Community Older Chinese Adults: A Multiple Indicators Multiple Causes Approach.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37725667,Exploring the Effectiveness of Group Cognitive Stimulation Training in People With Schizophrenia: A Randomized Controlled Trial.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37706486,Stepped collaborative care for pain and posttraumatic stress disorder after major trauma: a randomized controlled feasibility trial.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37697811,The Association Between Self-Reported Anxiety and Retention in Opioid Agonist Therapy: Findings From a Canadian Pragmatic Trial.,OUT_OF_SCOPE,secondary_analysis,Secondary analysis from OPTIMA trial
37669289,"Evaluating the effectiveness and cost-effectiveness of a digital, app-based intervention for depression (VMood) in community-based settings in Vietnam: Protocol for a stepped-wedge randomized controlled trial.",OUT_OF_SCOPE,protocol_no_results,Protocol without results
37644990,Amyloid beta plaque accumulation with longitudinal [18F]AZD4694 PET.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37625504,Testing 3 Digital Health Platforms to Improve Mental Health Outcomes in Adults With Type 1 Diabetes: A Pilot Trial.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
37575563,Factor structure and psychometric properties of the Chinese version of the Odor Awareness Scale.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37543081,Dosages of Nutrient Supplements and Potential Long-Term Toxicity in Attention-Deficit/Hyperactivity Disorder Micronutrient Study.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37533726,Acute stress imparts a transient benefit to task-switching that is not modulated following a single bout of exercise.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37522637,Enhancing emotion recognition in young autistic children with or without attention-deficit/hyperactivity disorder in Hong Kong using a Chinese App version of The Transporters.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37501571,You've Got E-Mail: A Pilot Study Examining the Feasibility and Impact of a Group-Based Technology-Training Intervention Among Older Adults Living in Residential Care.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37491804,A flexible micro-randomized trial design and sample size considerations.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37479050,Emotion-Focused Psychodynamic Interview for People with Chronic Musculoskeletal Pain and Childhood Adversity: A Randomized Controlled Trial.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37394276,Comparison of the effects of transcutaneous electrical nerve stimulation and interferential current therapies in central sensitization in patients with knee osteoarthritis.,OUT_OF_SCOPE,non_mh_primary,Primary condition not MH
37385898,Heterogeneity of Response to Methylphenidate in Apathetic Patients in the ADMET 2 Trial.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37353970,'Quitlink': Outcomes of a randomised controlled trial of peer researcher facilitated referral to a tailored quitline tobacco treatment for people receiving mental health services.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37347691,"Efficacy and Safety of Acupuncture Combined with Yishen Granule in Elderly Adults with Mild Cognitive Impairment: A Multicenter, Randomized Controlled Trial.",OUT_OF_SCOPE,not_mh,No MH diagnosis
37339754,Post Hoc Analyses of a Randomized Controlled Trial for the Effect of Pharmacist Deprescribing Intervention on the Anticholinergic Burden in Frail Community-Dwelling Older Adults.,OUT_OF_SCOPE,not_mh,No MH diagnosis
37306874,A Randomized Controlled Trial for Gambling Disorder and PTSD: Seeking Safety and CBT.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37276188,Cango Lyec (Healing the Elephant): HIV Prevalence and Vulnerabilities Among Adolescent Girls and Young Women in Postconflict Northern Uganda.,OUT_OF_SCOPE,not_rct,No RCT design
37247977,"Judging others makes me forget: Assessing the cognitive, behavioural, and emotional consequences of other-evaluations on self-evaluations for social anxiety.",OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
37190634,"Risk and Adversity Factors in Adult Patients with Comorbid Attention Deficit Hyperactivity Disorder (ADHD), Binge Eating Disorder (BED), and Borderline Personality Disorder (BPD): A Naturalistic Exploratory Study.",OUT_OF_SCOPE,not_rct,Observational/non-RCT
35121700,Oxcarbazepine versus sodium valproate in treatment of acute mania: a double-blind randomized clinical trial.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
35368763,"Efficacy and Safety of Kleeb Bua Daeng Formula in Mild Cognitive Impairment Patients: A Phase I Randomized, Double-Blind, Placebo-Controlled Trial.",OUT_OF_SCOPE,not_mh,No MH diagnosis
34806246,Dropout in brief psychotherapy for major depressive disorder: Randomized clinical trial.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
33334839,ED to EPI: protocol for a pragmatic randomised controlled trial of an SMS (text) messaging intervention to improve the transition from the emergency department to early psychosis intervention for young people with psychosis.,OUT_OF_SCOPE,protocol_no_results,Protocol without results
36848714,Latent emotion profiles of PTSD and specific emotions predicting differential therapy outcomes in a dismantling study of cognitive processing therapy.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
36606131,Reducing stigma toward mental illness and substance use issues in primary health care in Chile: Protocol of a cluster controlled trial study.,OUT_OF_SCOPE,not_mh,No MH diagnosis
33476774,"The primary care assessment and research of a telephone intervention for neuropsychiatric conditions with education and resources study: Design, rationale, and sample of the PARTNERs randomized controlled trial.",OUT_OF_SCOPE,protocol_no_results,PARTNERs trial design paper
35315783,Treatment of Persistent Postconcussion Syndrome With Repetitive Transcranial Magnetic Stimulation Using Functional Near-Infrared Spectroscopy as a Biomarker of Response: Protocol for a Randomized Controlled Clinical Trial.,OUT_OF_SCOPE,protocol_no_results,Protocol without results
37099968,Effects of adjunctive brexpiprazole on patient life engagement in major depressive disorder: Post hoc analysis of Inventory of Depressive Symptomatology Self-Report data.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI
