id,title,decision,category,confidence,notes
39197052,Efficacy of acupuncture in the treatment of post-stroke depression: A study protocol of a randomized controlled trial.,OUT_OF_SCOPE,non-pharma; protocol,HIGH,Protocol for acupuncture RCT for post-stroke depression; non-pharma (acupuncture); protocol without results
39182140,"LSDDEP2: study protocol for a randomised, double-dummy, triple-blind, active placebo-controlled, parallel groups trial of LSD microdosing in patients with major depressive disorder.",OUT_OF_SCOPE,non-Canadian,HIGH,Protocol for LSD microdosing RCT for MDD; New Zealand study; not Canadian
39177892,Direct and indirect barriers to hypothetical access to care among Canadian forces health services personnel.,OUT_OF_SCOPE,observational,HIGH,"Survey of Canadian Forces personnel on barriers to care; observational/survey, not an RCT"
39171791,"""SafetyNet"": Evaluation of a Recovery Coach and Paramedic Intervention Following Naloxone Resuscitation From an Opioid Overdose.",OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,SafetyNet recovery coach/paramedic intervention post-naloxone; buprenorphine offered but intervention is non-pharma (coach/paramedic model); US-based
39169368,Acupuncture modulates emotional network resting-state functional connectivity in patients with insomnia disorder: a randomized controlled trial and fMRI study.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Acupuncture RCT for insomnia disorder; non-pharma (acupuncture); China-based
39167866,Effects of virtual reality-based cognitive training for adolescents with depressive episodes: A pilot randomized controlled study.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,VR-based cognitive training RCT for adolescent depression; non-pharma (VR); not Canadian
39167080,"Effects of Combined Visual-Motor Response Training on Cognitive Function and Brain Plasticity Mechanisms in Various Populations: Protocol for a Single-Center, Open-Label, Controlled Clinical Trial.",OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Visual-motor response training for cognitive function; non-pharma; not Canadian
39163044,Efficacy of a Mobile App-Based Intervention for Young Adults With Anxiety Disorders: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Mobile app CBT RCT for anxiety disorders; non-pharma (digital intervention); US-based
39156620,Effectiveness of Psychosocial Intervention and Psychoeducation in Improving Psychological Well-being and Cognitive Functioning in Caregivers of Substance Use Issues: A Pilot Study.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Psychosocial intervention RCT for SUD family caregivers; non-pharma (psychoeducation); not Canadian
39150836,Internet + wearable device training effects on limb function recovery and serum neurocytokine content in stroke patients.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Internet + wearable device training for stroke rehab; non-pharma; China-based
39149646,Comparison Between Effect of Preoperative Verbal Counseling Versus Preoperative Counseling Using Anesthesia Information Sheet on Anxiety of Patients Undergoing Elective Surgeries: A Randomized Comparative Study.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Preoperative counseling RCT for anxiety; non-pharma (verbal counseling vs video); not Canadian
39148605,"Tracking Studies on the Effects of Qi Gong Fitness on Stress, Anxiety, and Depression Among Underprivileged Working Youth.",OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Qi Gong fitness RCT for stress/anxiety/depression; non-pharma (exercise); not Canadian
39147459,Childhood Trauma Questionnaire-based child maltreatment profiles to predict efficacy of the Cognitive Behavioral Analysis System of Psychotherapy versus non-specific psychotherapy in adults with early-onset chronic depression: cluster analysis of data from a randomised controlled trial.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,CBASP psychotherapy for depression with child maltreatment history; non-pharma (psychotherapy); Germany-based
39146072,Supportive-leadership training to improve social connection: A cluster-randomized trial demonstrating efficacy in a high-risk occupational context.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Supportive-leadership training cluster RCT for social connection; non-pharma; not Canadian
39144688,Impact of Vojta therapy combined with standard care on psychometric and functional parameters in patients with chronic lower back pain: a randomized controlled trial.,OUT_OF_SCOPE,non-pharma; non-Canadian; not MH,HIGH,Vojta therapy for chronic low back pain; non-pharma (physical therapy); not Canadian
39128677,"Efficacy of pentoxifylline for the treatment of bipolar I/II patients with treatment-resistant depression: A proof-of-concept, randomized, double-blind, placebo-controlled trial.",OUT_OF_SCOPE,non-Canadian,HIGH,"Pentoxifylline RCT for bipolar TRD; pharma RCT for MH; Iraq-based, not Canadian"
39127891,"Opioid agonist treatment outcomes among individuals with a history of nonfatal overdose: Findings from a pragmatic, pan-Canadian, randomized control trial.",UNCERTAIN,secondary analysis,LOW,Pan-Canadian pragmatic RCT comparing buprenorphine/naloxone vs methadone for OUD; secondary analysis of NFO subpopulation; Canadian site; pharma for MH (OUD). Secondary analysis of parent trial.
39119911,"Insomnia and the effect of zolpidem-extended-release on the sleep items of the Hamilton Rating Scale for Depression in outpatients with depression, insomnia, and suicidal ideation: Relationship to patient age.",OUT_OF_SCOPE,non-Canadian; secondary analysis,HIGH,Zolpidem-ER secondary analysis for insomnia in depression with SI; pharma but US-based; secondary analysis
39114536,Efficacy of cannabinoids compared to the current standard treatments on symptom relief in persons with multiple sclerosis (CANSEP trial): study protocol for a randomized clinical trial.,OUT_OF_SCOPE,protocol; not MH primary,HIGH,CANSEP trial protocol for cannabinoids in MS; Canadian (Montreal); protocol without results; primary outcome is spasticity not MH
39114320,Evaluation of comparative efficacy of Celastrus paniculatus (Jyotishmati) capsule versus sertraline capsule in the management of Chittodvega (generalized anxiety disorder): protocol for a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,HIGH,Celastrus paniculatus vs sertraline for GAD; Ayurveda; India-based
39112627,"Effects of phototherapy on biopterin, neopterin, tryptophan, and behavioral neuroinflammatory reaction in patients with post-stroke depression.",OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Phototherapy RCT for post-stroke depression; non-pharma (phototherapy); not Canadian
39108161,rTMS as a Next Step in Antidepressant Nonresponders: A Randomized Comparison With Current Antidepressant Treatment Approaches.,OUT_OF_SCOPE,non-Canadian,HIGH,rTMS vs pharmacotherapy RCT for TRD; non-pharma arm (rTMS) vs pharma; Netherlands-based
39089703,Efficacy and Side Effects of Mixed-Strategy Electroconvulsive Therapy: A Proof-of-Concept Randomized Clinical Trial on Late Life Depression.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Mixed-strategy ECT RCT for late-life depression; non-pharma (ECT); China-based
39088460,Protocol for a cluster randomized study to compare the effectiveness of a self-report distress tool and a mental health referral service to usual case management on program completion among vulnerable youth enrolled in a vocational training program.,OUT_OF_SCOPE,protocol; non-pharma,HIGH,Protocol for cluster RCT of distress tool vs MH referral in vocational training; Canadian (Ontario); protocol without results; non-pharma (distress screening tool)
39081455,The Trauma PORTAL-A Blended e-Health Intervention for Survivors of Childhood Interpersonal Trauma: An Open-Label Pilot Study.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Trauma PORTAL blended e-health pilot for childhood trauma survivors; non-pharma (psychotherapy); not Canadian
39079446,Effectiveness of add-on yoga in reducing the symptoms of obsessive compulsive disorder (OCD): A randomized controlled trial.,OUT_OF_SCOPE,non-pharma; non-Canadian,HIGH,Add-on yoga RCT for OCD; non-pharma (yoga); India-based
