id,title,decision,category,notes
32840955,Video cognitive-behavioral therapy for insomnia in cancer patients: A cost-effective alternative.,OUT_OF_SCOPE,non-pharma (CBT-I) and secondary analysis,Video CBT-I cost-effectiveness secondary analysis
28346865,Repetitive Transcranial Magnetic Stimulation for the Treatment of Executive Function Deficits in Autism Spectrum Disorder: Clinical Trial Approach.,OUT_OF_SCOPE,non-Canadian,
28750232,Effects of chair yoga therapy on physical fitness in patients with psychiatric disorders: A 12-week single-blind randomized controlled trial.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
30196869,Two-Year Follow-Up of Internet and Telephone Assisted Parent Training for Disruptive Behavior at Age 4.,OUT_OF_SCOPE,non-pharma (parent training),Internet parent training followup
31822489,Patient decision aids for antidepressant use in pregnancy: a pilot randomised controlled trial in the UK.,OUT_OF_SCOPE,non-Canadian,
27939188,Effects of working memory training on neural correlates of Go/Nogo response control in adults with ADHD: A randomized controlled trial.,OUT_OF_SCOPE,non-pharmacotherapy,
30753085,Cariprazine for the treatment of bipolar depression: a review.,OUT_OF_SCOPE,review,Cariprazine bipolar depression review
34055112,Ontario health technology assessment series: Repetitive transcranial magnetic stimulation for people with treatment-resistant depression: A health technology assessment,OUT_OF_SCOPE,health technology assessment,Ontario HTA of rTMS; review not RCT
30564436,"Cardiac rehabilitation to improve health-related quality of life following trans-catheter aortic valve implantation: a randomised controlled feasibility study: RECOVER-TAVI Pilot, ORCA 4, For the Optimal Restoration of Cardiac Activity Group.",OUT_OF_SCOPE,non-pharmacotherapy,
29661592,Monopolar vs. bipolar transurethral resection for non-muscle invasive bladder carcinoma: A post-hoc analysis from a randomized controlled trial.,OUT_OF_SCOPE,secondary/post-hoc analysis,
30361298,Therapeutic trial design for frontotemporal dementia and related disorders.,OUT_OF_SCOPE,no MH focus,
33022345,Effects of tDCS on neuroplasticity and inflammatory biomarkers in bipolar depression: Results from a sham-controlled study.,OUT_OF_SCOPE,secondary biomarker analysis,tDCS biomarkers bipolar depression
32595783,Effect of Mindfulness-Based Relapse Prevention on Impulsivity Trajectories Among Young Adults in Residential Substance Use Disorder Treatment.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
28094662,Clinical and psychological moderators of the effect of mindfulness-based cognitive therapy on persistent pain in women treated for primary breast cancer - explorative analyses from a randomized controlled trial.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
31735039,Correlates of spiritual wellbeing in persons living with Parkinson disease.,OUT_OF_SCOPE,non-pharmacotherapy,
30640027,Examining a training effect on the state anxiety response to an acute bout of exercise in low and high anxious individuals.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
31889940,The plasma peptides of breast versus ovarian cancer.,OUT_OF_SCOPE,no MH focus,
35410438,Detection of astrocytic tau pathology facilitates recognition of chronic traumatic encephalopathy neuropathologic change.,OUT_OF_SCOPE,no MH focus,
29731210,No. 249-Asymptomatic Endometrial Thickening.,OUT_OF_SCOPE,non-pharmacotherapy,
29046265,Using the Internet to Train Therapists: Randomized Comparison of Two Scalable Methods.,OUT_OF_SCOPE,non-pharmacotherapy,
27280963,The effects of desvenlafaxine on neurocognitive and work functioning in employed outpatients with major depressive disorder.,UNCERTAIN,desvenlafaxine for MDD; Canadian unclear from abstract,Desvenlafaxine neurocognitive/work functioning; need to verify Canadian site
27471879,The effects of a pedometer-based intervention on first-year university students: A randomized control trial.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
32533796,Attachment & Child Health (ATTACH) pilot trials: Effect of parental reflective function intervention for families affected by toxic stress.,OUT_OF_SCOPE,non-pharmacotherapy,
35348196,Unconditional cash transfers for reducing poverty and vulnerabilities: effect on use of health services and health outcomes in low- and middle-income countries.,OUT_OF_SCOPE,non-pharmacotherapy,
34102933,Child maltreatment and neglect in the United Arab Emirates and relationship with low self-esteem and symptoms of depression.,OUT_OF_SCOPE,non-pharmacotherapy,
28717812,"A New Adaptive Home-based Exercise Technology among Older Adults Living in Nursing Home: A Pilot Study on Feasibility, Acceptability and Physical Performance.",OUT_OF_SCOPE,non-pharmacotherapy intervention,
26509816,Patterns of Sedation Weaning in Critically Ill Children Recovering From Acute Respiratory Failure,OUT_OF_SCOPE,no MH focus,
27523508,Psychometric properties of Alzheimer’s disease assessment scale-cognitive subscale for mild cognitive impairment and Mild Alzheimer’s disease patients in an Asian context,OUT_OF_SCOPE,no MH focus,
28399850,"Psychometric characteristics of the ""General Oral Health Assessment Index (GOHAI) » in a French representative sample of patients with schizophrenia",OUT_OF_SCOPE,non-pharmacotherapy,
27783998,Hepatocellular carcinoma and antidepressants: A nationwide population-based study,OUT_OF_SCOPE,observational/non-RCT,
27621226,Hemokinin-1 mediates anxiolytic and anti-depressant-like actions in mice,OUT_OF_SCOPE,animal study,
rank_1982,Cognitive behavioral interventions for depression among Hispanic people: promising meta-analytic evidence for deep cultural adaptations,OUT_OF_SCOPE,non-pharmacotherapy intervention,
29510762,The Norwegian healthy body image programme: Study protocol for a randomized controlled school-based intervention to promote positive body image and prevent disordered eating among Norwegian high school students,OUT_OF_SCOPE,protocol without results,
30735896,Safety and efficacy of glecaprevir/pibrentasvir in patients with chronic hepatitis C genotypes 1–6 receiving opioid substitution therapy,OUT_OF_SCOPE,non-pharmacotherapy,
29627509,Neuroimaging findings as predictors of treatment outcome of psychotherapy in anxiety disorders,OUT_OF_SCOPE,non-pharmacotherapy intervention,
rank_1986,"Cultural adaptation of cognitive behavioural therapy (CBT) for patients with depression and anxiety in Saudi Arabia and Bahrain: a qualitative study exploring views of patients, carers, and mental health professionals",OUT_OF_SCOPE,non-pharmacotherapy intervention,
31208680,Self-Help for Social Anxiety: Randomized Controlled Trial Comparing a Mindfulness and Acceptance-Based Approach With a Control Group,OUT_OF_SCOPE,non-pharmacotherapy intervention,
30930034,Evaluation of a plasticity-based cognitive training program in schizophrenia: Results from the eCaesar trial,OUT_OF_SCOPE,non-Canadian,
rank_1989,TRanscranial AlterNating current Stimulation FOR patients with Mild Alzheimer's Disease (TRANSFORM-AD study): Protocol for a randomized controlled clinical trial,OUT_OF_SCOPE,protocol without results,
32299999,"Effects of a traditional Chinese mind-body exercise, Baduanjin, on the physical and cognitive functions in the community of older adults with cognitive frailty: Study protocol for a randomised controlled trial",OUT_OF_SCOPE,protocol without results,
34293413,"Multicomponent exercise to improve motor functions, cognition and well-being for nursing home residents who are unable to walk – A randomized controlled trial",OUT_OF_SCOPE,non-pharmacotherapy intervention,
34543193,Propagating Uncertainty Across Cascaded Medical Imaging Tasks for Improved Deep Learning Inference,OUT_OF_SCOPE,no MH focus,
34762980,"Transcranial magnetic stimulation for sleep disorders in Alzheimer's disease: A double-blind, randomized, and sham-controlled pilot study",OUT_OF_SCOPE,no MH focus,
35379698,Development of a sensitive trial-ready poly(GP) CSF biomarker assay for C9orf72-associated frontotemporal dementia and amyotrophic lateral sclerosis,OUT_OF_SCOPE,no MH focus,
34758431,Psychedelic use is associated with reduced daily opioid use among people who use illicit drugs in a Canadian setting,OUT_OF_SCOPE,observational study,Naturalistic psychedelic use and opioid use; Canadian but observational
37597960,Unified Protocol vs Trauma-Focused Cognitive Behavioral Therapy Among Adolescents With PTSD,OUT_OF_SCOPE,protocol without results,
35293295,Advances in the Pharmacological and Non-pharmacological Management of Non-motor Symptoms in Parkinson’s Disease: An Update Since 2017,OUT_OF_SCOPE,non-pharmacotherapy,
