id,title,decision,category,confidence,notes
40970017,Standard Versus Enhanced Measurement-Based Care Effectiveness for Depression (EMBED): Protocol for a Cluster Randomized Implementation-Effectiveness Trial.,OUT_OF_SCOPE,protocol_no_results,high,Protocol only; Shanghai China sites; Canadian PI (Lam) but no Canadian site; no results reported
40969700,Resilience to depression and unchanged quality of life in Sardinian old adults during COVID-19 lockdown.,OUT_OF_SCOPE,observational,high,Cohort follow-up study in Sardinia Italy; not RCT; not Canadian
40969670,Nonverbal behavior in prognostic communication: A pilot experiment in virtual reality.,OUT_OF_SCOPE,non-pharma,high,VR experiment on communication; not pharma; not MH disorder; not Canadian
40960814,Precision Assignment to Psychosocial Interventions for Late-Life Depression: An Automated Treatment Decision Rule.,OUT_OF_SCOPE,secondary_analysis,high,Secondary/prognostic analysis of prior RCTs; US sites; psychotherapy not pharmacological
40959498,"Enhancing Cognitive Health in Elderly Individuals: The Impact of Hatha Yoga on Attention, Memory, and Reasoning: A Randomized Controlled Trial.",OUT_OF_SCOPE,non-pharma,high,Yoga RCT for cognitive health; not pharma; not Canadian; Pan African registry
40950954,The efficacy of electroacupuncture for postherpetic neuralgia arising from herpes zoster affecting the cephalo-facial area: study protocol for a double center randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,Protocol; electroacupuncture for neuralgia; not MH disorder; China
40950756,"Bipolar spectrum, hypothyroidism, and their association with chronic fatigue/myalgic encephalomyelitis-like syndrome in long COVID: could they be identified as early determinants?",OUT_OF_SCOPE,observational,high,Case-control study; not RCT; not Canadian
40945428,A Randomized Trial of a Resilience-Building Intervention in Adult Outpatients With Congenital Heart Disease: Feasibility and Efficacy.,OUT_OF_SCOPE,non-pharma,high,Cognitive-behavioral resilience intervention for congenital heart disease; not pharma; US sites
40944161,The Impact of 5-Hydroxytryptophan Supplementation on Cognitive Function and Mood in Singapore Older Adults: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-pharma,high,Dietary supplement (5-HTP) RCT; Singapore; not pharma for diagnosed MH disorder
40940558,"Interrelations between dopaminergic-, gabaergic- and glutamatergic neurotransmitters in antipsychotic-naïve psychosis patients and the association to initial treatment response.",OUT_OF_SCOPE,non-Canadian,high,Neuroimaging study of antipsychotic-naive FEP with aripiprazole treatment; Denmark (PECANSII trial); not Canadian
40938348,MazeOut Adaptive Serious Game: Evaluation of Performance and Usability for Motor Rehabilitation in Individuals with Autism Spectrum Disorder.,OUT_OF_SCOPE,non-pharma,high,Serious game for motor rehab in ASD; not pharma; not Canadian
40935252,Efficacy and safety of lower dose electroconvulsive therapy for major depression in adolescents with suicide ideation: A non-inferiority randomized controlled trial in China.,OUT_OF_SCOPE,non-pharma,high,ECT dose comparison RCT; China; device-based not pharmacological
40933172,Depressive state on cardiac remodeling and left ventricular function in chronic heart failure: A retrospective study.,OUT_OF_SCOPE,observational,high,Retrospective study of depression in CHF; not RCT; China
40932717,Personalized High-Definition Transcranial Direct Current Stimulation for the Treatment of Depression: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-pharma,high,Device-based (tDCS) RCT for depression; US (UCLA); not pharma
40929526,Does a lifestyle-based intervention improve sleep quality in individuals with major depressive disorder? A randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,Exercise/mindfulness + pharmacotherapy RCT; Brazil; not Canadian
40925484,Treatment preferences and self-stigma in depression: Development and validation of the brief ATDT-SF.,OUT_OF_SCOPE,observational,high,Psychometric validation study; cross-country comparison; not RCT intervention
40922292,Effectiveness of emotional freedom techniques therapy in alleviating anticipatory grief for cancer patients.,OUT_OF_SCOPE,non-pharma,high,EFT therapy RCT for cancer grief; not pharma; not Canadian; not diagnosed MH disorder
40914838,Effect of Monopolar Versus Bipolar Transurethral Resection of The Prostate on Erectile Function: A Randomized Controlled Trial with Phosphodiesterase-5 Inhibitors Users Subgroup Analysis.,OUT_OF_SCOPE,non-MH,high,Surgical RCT for BPH/ED; not MH disorder; not Canadian
40909916,"Effect of Ciprofol on Postoperative Cognitive Function in Patients Undergoing Cardiac Surgery with Cardiopulmonary Bypass: A Prospective, Randomized, Controlled Trial.",OUT_OF_SCOPE,non-MH,high,Anesthetic comparison for post-op cognitive dysfunction; not diagnosed MH disorder; China
40909806,A Crowdsourced Megastudy of 12 Digital Single-Session Interventions for Depression in American Adults.,OUT_OF_SCOPE,non-pharma,high,Digital single-session psychological interventions for depression; US; not pharma
40908277,"Effectiveness of a peer-facilitated, recovery-focused self-illness management program for adults with first-episode psychosis: A randomized controlled trial.",OUT_OF_SCOPE,non-pharma,high,Psychosocial peer intervention RCT for FEP; Hong Kong; not pharma
40908273,Pharmacological and Mechanistic Interventions for Cognitive Impairment Associated With Schizophrenia: A Review of Registered Clinical Trials.,OUT_OF_SCOPE,review,high,Review of clinical trials for cognitive impairment in schizophrenia; not primary RCT
40908201,Pulse pressure as a predictor of Alzheimer's disease biomarkers and cognitive decline: The moderating role of APOE ε4.,OUT_OF_SCOPE,observational,high,Prospective cohort/secondary analysis of A4 trial; not interventional RCT for MH
40906611,St John's Wort (Hypericum perforatum) Fresh Plant Tincture for Patients with Mild to Moderate Depression: A Prospective Observational Study.,OUT_OF_SCOPE,observational,high,Prospective observational study of SJW tincture; not RCT; not Canadian
40906494,Single Treatment With MM120 (Lysergide) in Generalized Anxiety Disorder: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,high,Phase 2b RCT of lysergide for GAD; US sites; pharma for MH; but not Canadian
40905853,Transcutaneous auricular vagal nerve stimulation improves functional dyspepsia with sleep disturbance via enhanced vagal activity: a randomized controlled trial.,OUT_OF_SCOPE,non-MH,high,Vagal nerve stimulation for functional dyspepsia; not diagnosed MH disorder; China
40904912,"Using a novel psychosocial group intervention to improve adaption, coping and mental health outcomes following dysvascular limb amputations: A feasibility study.",OUT_OF_SCOPE,non-pharma,high,Psychosocial group therapy for amputees; Canadian journal but non-pharma intervention
40901855,An adaptive simulation intervention decreases emergency physician physiologic stress while caring for patients during COVID-19: A randomized clinical trial.,OUT_OF_SCOPE,non-pharma,high,Simulation intervention for physician stress; not pharma; not diagnosed MH disorder
40899631,Mindfulness and Sex Education for Sexual Dysfunction in Breast Cancer Survivors: Mediators and Moderators of Treatment Outcome.,OUT_OF_SCOPE,secondary_analysis,high,Mediators/moderators analysis of prior RCT; non-pharma (mindfulness); not primary MH disorder
40898921,Comparing in-person to videoconference group cognitive behavioural therapy (CBT) for depressive disorders in an out-patient mood disorders clinic.,OUT_OF_SCOPE,non-pharma,medium,Non-randomized comparison of group CBT modalities; not pharma; authors appear Canadian but non-pharma
40897475,Short-term versus long-term psychotherapy for borderline personality disorder: a protocol for an individual patient data pooled analysis of two randomised clinical trials.,OUT_OF_SCOPE,protocol_no_results,high,IPD pooled analysis protocol; psychotherapy comparison; no results yet
40897453,CerebrAlcare Pills on CereBral Small VesseL DiseasE (CABLE) trial: rationale and design.,OUT_OF_SCOPE,non-Canadian,high,Chinese medicine RCT for CSVD cognitive dysfunction; China; not diagnosed MH disorder
40896828,Managing Cognitive Decline Through a Social Robot-Based Intervention: Protocol for the engAGE Proof of Concept and Randomized Controlled Trial.,OUT_OF_SCOPE,non-pharma,high,Social robot cognitive therapy protocol; Europe (Italy/Switzerland/Norway); not pharma
40896348,Acupuncture versus cognitive behavioral therapy for anxiety among cancer survivors with insomnia: An exploratory analysis of a randomized clinical trial.,OUT_OF_SCOPE,non-pharma,high,Acupuncture vs CBT-I for anxiety/insomnia in cancer survivors; non-pharma
40894839,Cardiovascular Prehabilitation in Patients Awaiting Heart Transplantation- Addressing Clinical Needs (the PREHAB HTx Study).,OUT_OF_SCOPE,non-pharma,high,"Exercise prehab RCT for heart transplant patients; Canadian (Reed, Ottawa); but not pharma and not diagnosed MH disorder"
40894046,"Psychedelic Therapy, Positive Emotional Experiences, and the Central Role of Self-Compassion.",OUT_OF_SCOPE,secondary_analysis,high,Secondary analysis of psychedelic trial data; observational Study 1 + secondary analysis of psilocybin trial
40892783,Improving adherence to physical activity in treatment-resistant depression: Protocol for a pilot randomized controlled trial of a remotely delivered program.,OUT_OF_SCOPE,protocol_no_results,high,"Protocol for PA pilot RCT for TRD; Canadian (Bhat, Toronto); but non-pharma and protocol only"
40892680,Therapeutic Effects and Safety of Mirtazapine for Insomnia in Major Depressive Disorder: Findings from a 6-Week Open-Label Pre- and Post-Intervention Study.,OUT_OF_SCOPE,non-Canadian,high,Open-label mirtazapine study for MDD/insomnia; Bangladesh; not Canadian; not RCT (quasi-experimental)
40891994,Effects of Cognitive Therapy for Depression on Insomnia in Women with Metastatic Breast Cancer.,OUT_OF_SCOPE,non-pharma,medium,"Cognitive therapy (non-pharma) RCT for depression in metastatic breast cancer; likely Canadian (Savard, Laval) but non-pharma"
40891885,Surgery Versus Surveillance: A Quality-of-Life Analysis of Patients With Moderately Dilated Aortic Root or Ascending Aorta.,OUT_OF_SCOPE,non-MH,high,Surgical RCT for aortic aneurysm; not MH disorder; though Canadian sites involved
40890795,Electrical acupoint stimulation for psychiatric sequelae in women victims of domestic violence: study protocol for an assessor-blind randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,Electrical acupoint stimulation protocol for depression in DV victims; Hong Kong; non-pharma
40890784,Statistical analysis plan for a parallel group randomized clinical trial comparing schema therapy versus treatment as usual for outpatients with difficult-to-treat depression (DEPRE-ST).,OUT_OF_SCOPE,non-pharma,high,Schema therapy vs TAU protocol for depression; psychotherapy not pharma; Denmark
40889616,Qualitative content analysis of expectations in participants with depression about to begin LSD microdosing treatment: Identifying the need for psychedelic expectancy measures.,OUT_OF_SCOPE,observational,high,Qualitative content analysis of expectations before LSD microdosing; not RCT; New Zealand
40886913,"A novel home-based, combined occipital and trigeminal afferent stimulation therapy for major depressive disorder: Efficacy and safety results from a double-blind multicenter randomized sham-controlled study.",OUT_OF_SCOPE,non-pharma,high,Neuromodulation device (eCOT-AS) RCT for MDD; US; device-based not pharma
40859378,Protocol for a randomized controlled trial of a resistance exercise training to treat major depression via cerebrovascular mechanisms (RESIST Trial).,OUT_OF_SCOPE,non-pharma,high,Exercise RCT protocol for MDD; US; non-pharma
40880346,One-on-one and group-based physical activity intervention compared to a waitlist control for post-secondary student mental health and social well-being: A 3-arm parallel randomized controlled trial protocol.,OUT_OF_SCOPE,protocol_no_results,high,PA intervention protocol for student MH; likely Canadian (Sabiston); but non-pharma and protocol only
40877786,Emotion word repertoire in the adult attachment interview predicts a reduction of non-suicidal self-injury in the psychotherapy of borderline personality disorder.,OUT_OF_SCOPE,secondary_analysis,high,Secondary analysis of TFP RCT for BPD; non-pharma analysis; Austria/Germany
40874578,Concordance Between Urine Drug Screening and Self-Reported Use in the Context of a Pragmatic Randomized-Controlled Trial in People with Prescription-Type Opioid Use Disorder: Concordance entre le dépistage de drogues dans l'urine et l'usage autodéclaré dans le contexte d'un essai pragmatique contrôlé à répartition aléatoire chez des personnes présentant un trouble lié à l'usage d'opioïdes vendus sur ordonnance.,UNCERTAIN,potential_MAP,medium,Secondary analysis of OPTIMA trial (Canadian multicentric RCT of buprenorphine/naloxone vs methadone for prescription-type OUD); concordance study not primary efficacy analysis
40869354,Effect of Cocoa Supplementation on the Biochemical and Clinical Profile and the Somatosensory Processing of Diabetic Peripheral and Autonomic Neuropathy: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-MH,high,Cocoa supplementation for diabetic neuropathy; not MH disorder; not Canadian
40859241,A randomised controlled clinical and cost effectiveness trial of an online integrated bipolar parenting intervention (IBPI) compared to treatment as usual in improving child emotional and behavioural outcomes: a study protocol.,OUT_OF_SCOPE,protocol_no_results,high,Protocol for online parenting intervention for parents with BD; UK; non-pharma; protocol only
40882189,Effects of a Multidisciplinary Intervention on Fatigue in Lymphoma Survivors With Chronic Fatigue: Protocol for a Randomized Controlled Trial (REFUEL).,OUT_OF_SCOPE,non-pharma,high,Multidisciplinary intervention protocol for lymphoma fatigue; Norway; non-pharma
40876882,"Intravenous administration of adenosine triphosphate combined with escitalopram in major depressive disorder: protocol for a randomised, double-blind, placebo-controlled trial.",OUT_OF_SCOPE,protocol_no_results,high,Protocol for IV ATP + escitalopram for MDD; China; protocol only
40876816,Efficacy of individual and group problem-solving therapy in treating psychiatric patients who attempted suicide: a randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,Problem-solving therapy RCT for suicidal patients; Turkey; non-pharma
40876639,Real-time EEG-triggered transcranial magnetic stimulation combined with group therapy for adolescents with depression and self-harm behavior: A randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,rTMS + group therapy RCT for adolescent depression; China; device-based not pharma
