id,title,decision,category,confidence,notes
34404606,A Randomized Controlled Trial of Tai Chi Chih or Health Education for Geriatric Depression.,OUT_OF_SCOPE,non-pharma,high,RCT of Tai Chi Chih vs Health Education for geriatric depression; non-pharmacological intervention; US-based
34715162,"Predictive roles of brain-derived neurotrophic factor Val66Met polymorphism on antidepressant efficacy of different forms of prefrontal brain stimulation monotherapy.",OUT_OF_SCOPE,non-Canadian,high,RCT of rTMS/piTBS for depression; conducted in Taiwan; non-Canadian
32568399,Evaluation of a Machine Learning Model Based on Pretreatment Symptoms and Electroencephalographic Features to Predict Outcomes of Antidepressant Treatment in Adults With Depression.,OUT_OF_SCOPE,secondary_analysis,high,Secondary analysis of iSPOT-D trial using ML to predict antidepressant response; 20 sites across 5 countries but this is a prognostic/secondary analysis
28637449,Task shifting interpersonal counseling for depression: a pragmatic randomized controlled trial in primary care.,OUT_OF_SCOPE,non-Canadian,high,RCT of interpersonal counseling by community health workers in Brazil; non-Canadian; non-pharma
30369433,Identifying Ketamine Responses in Treatment-Resistant Depression Using a Wearable Forehead EEG.,OUT_OF_SCOPE,non-Canadian,high,RCT of ketamine doses for TRD; conducted in Taiwan; non-Canadian
34158069,The effect of acute intermittent hypoxia on postprandial triglyceride levels in humans: a randomized crossover trial.,OUT_OF_SCOPE,non-MH,high,Crossover trial on intermittent hypoxia and triglycerides; not a mental health condition; physiological study
33305900,"Subanesthetic dose of ketamine for the antidepressant effects and the associated cognitive impairments of electroconvulsive therapy in elderly patients.",OUT_OF_SCOPE,non-Canadian,high,RCT of ketamine adjunct to ECT for depression in elderly; conducted in China; non-Canadian
32358376,Study of efficacy and safety of Jiaotai pill in the treatment of depression.,OUT_OF_SCOPE,non-Canadian,high,RCT of Chinese herbal formula for depression; conducted in China; protocol
32256402,Workplace-Related Interpersonal Group Psychotherapy to Improve Life at Work in Individuals With Major Depressive Disorders.,OUT_OF_SCOPE,non-pharma,high,RCT of workplace-related IPT for MDD; non-pharmacological; Swiss study
35669367,Analysis of the Effect of Exercise Combined with Diet Intervention on Postoperative Quality of Life of Breast Cancer Patients.,OUT_OF_SCOPE,non-MH,high,Exercise/diet intervention for breast cancer patients; not a diagnosed MH disorder; China
30770426,Bright light therapy for depression in Parkinson disease: A randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,RCT of bright light therapy for depression in Parkinson's; non-pharmacological; Netherlands
30456199,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia.,OUT_OF_SCOPE,non-MH,high,RCT of saffron vs duloxetine for fibromyalgia; primary diagnosis is fibromyalgia not MH; Iran
31467392,Attenuation of antidepressant and antisuicidal effects of ketamine by opioid receptor antagonism.,OUT_OF_SCOPE,non-Canadian,high,Secondary analysis of ketamine trial examining naltrexone blockade; US-based; secondary analysis
27714649,Telephone-Delivered Stepped Collaborative Care for Treating Anxiety in Primary Care.,OUT_OF_SCOPE,non-Canadian,high,RCT of telephone collaborative care for anxiety; US-based (Pittsburgh)
35353469,A psychological intervention by community pharmacies to prevent depression in adults with subthreshold depression and long-term conditions.,OUT_OF_SCOPE,non-pharma,high,Pilot RCT of behavioral activation by pharmacy staff for subthreshold depression; UK; non-pharma
31248841,"The association between antidepressant treatment and brain connectivity in two double-blind, placebo-controlled clinical trials.",OUT_OF_SCOPE,non-Canadian,high,Two RCTs of SNRI antidepressants with MRI for persistent depressive disorder; US-based (Columbia/NYSPI)
28806907,Effect of acupuncture and its influence on cerebral activity in perimenopausal insomniacs.,OUT_OF_SCOPE,non-pharma,high,RCT protocol of acupuncture vs estazolam for perimenopausal insomnia; non-pharma primary; China
30665989,Development and validation of a prediction model for the probability of responding to placebo in antidepressant trials.,OUT_OF_SCOPE,secondary_analysis,high,Pooled IPD analysis from Japanese antidepressant trials to build prediction model; secondary analysis
30659559,Increase in pharmacodynamic tolerance after repeated antidepressant trials in treatment-responsive bipolar I depressed subjects.,OUT_OF_SCOPE,secondary_analysis,high,Exploratory post-hoc analysis from fluoxetine/lithium trial for bipolar II; secondary analysis; US-based
30430372,Efficacy of vitamin D replacement therapy in restless legs syndrome.,OUT_OF_SCOPE,non-MH,high,RCT of vitamin D for restless legs syndrome; not a diagnosed MH condition; Saudi Arabia
29967368,Targeting the affective brain-a randomized controlled trial of real-time fMRI neurofeedback in patients with depression.,OUT_OF_SCOPE,non-pharma,high,RCT of fMRI neurofeedback for depression; non-pharmacological; UK/Netherlands
35975917,Patient Characteristics Associated with Opioid Abstinence after Participation in a Trial of Buprenorphine versus Injectable Naltrexone.,OUT_OF_SCOPE,secondary_analysis,high,Post-hoc analysis of X:BOT trial examining predictors of opioid abstinence; secondary analysis
