id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
10.1002/14651858.cd003384.pub3,Topiramate for acute affective episodes in bipolar disorder in adults,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous
10.1002/ima.22290,A statistical region selection and randomized volumetric features selection framework for early detection of Alzheimers disease.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
10.1007/s10608-017-9868-3,Moderators of Symptomatic Outcome in Metacognitive Training for Psychosis (MCT). Who Benefits and Who Does Not?,OUT_OF_SCOPE,secondary_analysis,OUT_OF_SCOPE:3,none,unanimous
10.1007/s11936-015-0425-7,Management of Cognitive Impairment in Heart Failure,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous
10.1007/s12671-019-01161-3,Impact of Mindfulness Martial Arts Training on Neural and Behavioral Indices of Attention in Youth with Learning Disabilities and Co-occurring Mental Health Challenges.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.1016/j.jocrd.2017.10.005,Responsibility causes reassurance seeking too: An experimental investigation.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.1016/j.jocrd.2017.12.009,New wine in an old bottle? Evaluation of myMCT as an integrative bibliotherapy for obsessive-compulsive disorder.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.1016/j.jvb.2023.103912,Ready? Camera rolling action! Examining interviewee training and practice opportunities in asynchronous video interviews.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
10.1016/j.mhp.2023.200271,The effectiveness of the FRIENDS programs for children and adolescents: A meta-analytic review.,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous
10.1016/j.ynirp.2021.100044,Segmentation of white matter lesions in multicentre FLAIR MRI.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
10.1080/03054985.2019.1607724,Effects of the TutorBright tutoring programme on the reading and mathematics skills of children in foster care.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.1093/mnras/stz1632,UV background fluctuations and three-point correlations in the large-scale clustering of the Lyman alpha forest.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
10.1177/03616843211013465,The Effects of Self-Compassion and Self-Esteem Writing Interventions on Womens Valuation of Weight Management Goals Body Appreciation and Eating Behaviors.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.1177/2045125318762365,Amisulpride augmentation of clozapine for treatment-refractory schizophrenia: A double-blind placebo-controlled trial.,UNCERTAIN,uncertain,UNCERTAIN:3,none,unanimous
10.1891/emdr-d-20-00047,Randomized Controlled Trial: Self-Care Traumatic Episode Protocol Computerized EMDR Treatment of COVID-19-Related Stress.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.3389/fneur.2021.678652,Mild Cognitive Impairment as an Early Landmark in Huntingtons Disease.,OUT_OF_SCOPE,observational,OUT_OF_SCOPE:3,none,unanimous
10.3389/fpsyt.2022.983994,The effects of Baduanjin exercise vs. brisk walking on physical fitness and cognition in middle-aged patients with schizophrenia.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.3389/frvir.2021.724020,Virtual Reality for Veteran Relaxation: Can VR Therapy Help Veterans Living With Dementia Who Exhibit Responsive Behaviors?,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
10.3390/biology12071042,Exploring Rosiglitazones Potential to Treat Alzheimers Disease through the Modulation of Brain-Derived Neurotrophic Factor.,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous
26145159,Cognitive training of self-initiation of semantic encoding strategies in schizophrenia: A pilot study.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
26667382,A clinical trial to examine disparities in quitting between African-American and White adult smokers.,OUT_OF_SCOPE,no_canadian_involvement,OUT_OF_SCOPE:3,none,unanimous
26694643,Effects of Sono-feedback during aspiration of Bakers cysts: A controlled clinical trial.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
26736036,Sedation mediates part of Citaloprams effect on agitation in Alzheimers disease.,UNCERTAIN,uncertain,"OUT_OF_SCOPE:1,UNCERTAIN:2",minor,majority UNCERTAIN; dissent: OUT_OF_SCOPE
26817929,Randomized controlled trial of relaxation music to reduce heart rate in patients undergoing cardiac CT.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
26921116,Investigating the efficacy of an individualized metacognitive therapy program (MCT+) for psychosis: Study protocol of a multi-center randomized controlled trial.,OUT_OF_SCOPE,protocol_only,OUT_OF_SCOPE:3,none,unanimous
27243978,Are all safety behaviours created equal? A comparison of novel and routinely used safety behaviours in obsessive-compulsive disorder.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
27370231,Randomized controlled trial of a 12-month computerized mindfulness-based intervention for obese patients with binge eating disorder: The MindOb study protocol.,OUT_OF_SCOPE,protocol_only,OUT_OF_SCOPE:3,none,unanimous
27394385,Rationale and study protocol for a multi-component Health Information Technology (HIT) screening tool for depression and post-traumatic stress disorder in the primary care setting.,OUT_OF_SCOPE,protocol_only,OUT_OF_SCOPE:3,none,unanimous
27480314,Variation in diurnal sedation in mechanically ventilated patients who are managed with a sedation protocol alone or a sedation protocol and daily interruption.,OUT_OF_SCOPE,secondary_analysis,OUT_OF_SCOPE:3,none,unanimous
27618746,Treatment of mixed features in bipolar disorder.,OUT_OF_SCOPE,review/meta-analysis,OUT_OF_SCOPE:3,none,unanimous
27870739,Performance of the Angle Labor Pain Questionnaire During Initiation of Epidural Analgesia in Early Active Labor.,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE:3,none,unanimous
27928888,Self-care tools to treat depressive symptoms in patients with age-related eye disease: a randomized controlled clinical trial.,OUT_OF_SCOPE,non-pharmacological,"OUT_OF_SCOPE:2,UNCERTAIN:1",minor,majority OUT_OF_SCOPE; dissent: UNCERTAIN
28086004,Evidence to Support Montgomery-Asberg Depression Rating Scale Administration Every 24 Hours to Assess Rapid Onset of Treatment Response.,OUT_OF_SCOPE,secondary_analysis,OUT_OF_SCOPE:3,none,unanimous
28317086,Process Evaluation of a Randomized Controlled Trial of Group Support Psychotherapy for Depression Treatment Among People with HIV/AIDS in Northern Uganda.,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE:3,none,unanimous
