id,title,decision,category,confidence,notes
36811520,"Zuranolone in Major Depressive Disorder: Results From MOUNTAIN-A Phase 3, Multicenter, Double-Blind, Randomized, Placebo-Controlled Trial.",OUT_OF_SCOPE,non-Canadian,high,Zuranolone MDD phase 3 RCT; US-based trial
34766913,A Smartphone Intervention for People With Serious Mental Illness: Fully Remote Randomized Controlled Trial of CORE.,OUT_OF_SCOPE,non-pharma,high,Smartphone intervention (CORE) for SMI; non-pharmacological; US
36231728,Adjunctive Bright Light Therapy for Non-Seasonal Major Depressive Disorder: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Bright light therapy MDD; Taiwan; non-pharma
34747448,"Efficacy, Safety, and Tolerability of Ansofaxine (LY03005) Extended-Release Tablet for Major Depressive Disorder: A Randomized, Double-Blind, Placebo-Controlled, Dose-Finding, Phase 2 Clinical Trial.",OUT_OF_SCOPE,non-Canadian,high,Ansofaxine MDD RCT; China
36510305,mPFC-rTMS for patients with insomnia disorder using resting-state functional magnetic resonance imaging: a protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,rTMS insomnia protocol; China; non-pharma
32282308,Assessment of the Efficacy of Withania somnifera Root Extract in Patients with Generalized Anxiety Disorder: A Randomized Double-blind Placebo- Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Withania somnifera GAD; India; herbal
36059099,Adjunctive neuronavigated accelerated continuous theta-burst stimulation in obsessive-compulsive disorder: a randomized sham-controlled study.,OUT_OF_SCOPE,non-pharma,high,cTBS OCD; brain stimulation; not pharmacological
32171323,"Efficacy and safety of Shu-gan-qing-re formula for generalized anxiety disorder: study protocol for a multi-center, prospective, double-blind, double-dummy, randomized controlled trial.",OUT_OF_SCOPE,protocol,high,TCM formula GAD protocol; China
36461128,Group psychoeducation for persons with bipolar disorder in Rwanda: a study protocol for a randomized controlled trial.,OUT_OF_SCOPE,non-pharma,high,Psychoeducation bipolar; Rwanda; non-pharma
36159932,The efficacy and safety of Jin's three-needle therapy vs. placebo acupuncture on anxiety symptoms in patients with post-stroke anxiety: A study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,Acupuncture PSA protocol; China; non-pharma
34644618,Effect of modified electroconvulsive therapy on neuro metabolites and magnetic resonance spectroscopy imaging signals in patients with refractory obsessive-compulsive disorder.,OUT_OF_SCOPE,non-pharma,high,MECT OCD neurometabolites; China; ECT not pharma
34265777,A Randomized Clinical Trial of Cognitive-Behavioral Therapy for Insomnia to Augment Posttraumatic Stress Disorder Treatment in Survivors of Interpersonal Violence.,OUT_OF_SCOPE,non-pharma,high,CBT-I for PTSD; US; non-pharma
37046297,Bangpungtongsung-san for patients with major depressive disorder: study protocol for a randomized controlled phase II clinical trial.,OUT_OF_SCOPE,protocol,high,BTS herbal MDD protocol; Korea
35909213,"A randomised, double-blind, placebo-controlled study to evaluate the safety and efficacy of lamotrigine in the maintenance treatment of Chinese adult patients with bipolar I disorder.",OUT_OF_SCOPE,non-Canadian,high,Lamotrigine bipolar I; China
36866345,"Anxiety treatment of methamphetamine-dependent patients with buprenorphine: A randomized, double-blind, clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Buprenorphine anxiety meth-dependence; Iran
35080598,Maintenance of Wellness in Patients With Obsessive-Compulsive Disorder Who Discontinue Medication After Exposure/Response Prevention Augmentation: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,high,SRI discontinuation after EX/RP in OCD; US
32006087,"Efficacy of anticonvulsant ethosuximide for major depressive disorder: a randomized, placebo-control clinical trial.",OUT_OF_SCOPE,non-Canadian,medium,Ethosuximide MDD RCT; authors appear US-based (no Canadian affiliation evident)
36339271,"Adjunctive Pimavanserin in Patients with Major Depressive Disorder: Combined Results from Two Randomized, Double-Blind, Placebo-Controlled Phase 3 Studies.",OUT_OF_SCOPE,non-Canadian,high,Pimavanserin MDD phase 3; US/Europe
35058816,Depression and/or PTSD Comorbidity Affects Response to Antidepressants in Those With Alcohol Use Disorder.,OUT_OF_SCOPE,non-Canadian,high,Antidepressants AUD+depression/PTSD; US VA
41468486,Injectable Opioid Agonist Treatment for Patients With Opioid Use Disorder: An Updated Review of Clinical and Cost-Effectiveness: Drugs,OUT_OF_SCOPE,review,high,iOAT OUD CADTH review; not an RCT
33599345,Effect of crocin versus fluoxetine in treatment of mild to moderate obsessive-compulsive disorder: A double blind randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,high,Crocin vs fluoxetine OCD; Iran
36997966,"Effect of Remote Peer-Counsellor- delivered Behavioral Activation and Peer-support for Antenatal Depression on Gestational Age at Delivery: a single-blind, randomized control trial.",OUT_OF_SCOPE,non-pharma,high,Peer-delivered behavioral activation antenatal depression; Canadian but non-pharma intervention
34519669,"The Effects of 3D Immersion Technology (3Scape) on Mental Health in Outpatients From a Short-Term Assessment, Rehabilitation, and Treatment Program: Feasibility Protocol for a Randomized Controlled Trial.",OUT_OF_SCOPE,protocol,high,3Scape 3D immersion technology protocol; Canadian (Alberta) but non-pharma and protocol only
34190962,Effect of Zuranolone vs Placebo in Postpartum Depression: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,high,Zuranolone PPD RCT; US
