id,title,decision,category,notes
34906130,A community-centric multi-disciplinary education program with the 8-section brocade Tai Chi therapy for patients with osteoarthritis of the knee – a pilot study,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
33731311,Acceptability and Feasibility of Early Palliative Care Among Women with Advanced Epithelial Ovarian Cancer: A Randomized Controlled Pilot Study,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
37057711,The DEXA-CORT trial: Study protocol of a randomised placebo-controlled trial of hydrocortisone in patients with brain tumour on the prevention of neuropsychiatric adverse effects caused by perioperative dexamethasone,OUT_OF_SCOPE,protocol,Protocol without results
34602478,Automatic Prediction of Cognitive and Functional Decline Can Significantly Decrease the Number of Subjects Required for Clinical Trials in Early Alzheimer's Disease,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5104,Apps for mental health,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5105,"Psychotherapy, Atomoxetine or Both? Preliminary Evidence from a Comparative Study of Three Types of Treatment for Attention-Deficit/Hyperactivity Disorder in Children",OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33836470,The effect of repeated doses of intravenous ketamine on measures of workplace attendance and productivity in adults with major depressive and bipolar disorder: Results from the canadian rapid treatment center of excellence,OUT_OF_SCOPE,not_rct,"Open-label real-world study at community clinic, not RCT"
34598983,Music to prevent deliriUm during neuroSurgerY (MUSYC) Clinical trial: A study protocol for a randomised controlled trial,OUT_OF_SCOPE,protocol,Protocol without results
34916633,Does periodontal disease elevate the risk of Alzheimer's disease and mild cognitive impairment?,OUT_OF_SCOPE,review,Review/meta-analysis
34495785,Effects of prenatal ethanol exposure on choline-induced long-term depression in the hippocampus,OUT_OF_SCOPE,animal_study,Animal model study
row_5110,Clinical Characteristics of Registry Participants with Psoriatic Arthritis Initiating Guselkumab: An Analysis from the CorEvitas Psoriatic Arthritis/Spondyloarthritis Registry,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
36048042,Replicating Patient-Level Moderators of CBT and IPT’s Comparative Efficacy for Depression,OUT_OF_SCOPE,review,Review/meta-analysis
row_5112,"Tasipimidine, a novel orally administered alpha-2 adrenoceptor agonist, alleviates canine acute anxiety associated with owner departure—A pilot study",OUT_OF_SCOPE,animal_study,Animal model study
row_5113,Is Repetitive Transcranial Magnetic Stimulation (rTMS) Ready for Clinical Use as a Treatment Tool for Mental Health Targets in Children and Youth?,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5114,Suicide versus Accidental Death by Autoerotic Asphyxiation in a Patient Receiving Intravenous Ketamine for Depression,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
34924381,Diagnostic Model of Alzheimer's Disease in the Elderly Based on Protein and Metabolic Biomarkers,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5116,Effects of Resistance Exercise with Instability on Concerns about Falling and Depressive Symptoms in Cognitively Impaired Older Adults,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5117,The Recovering Together study protocol: A single-blind RCT to prevent chronic emotional distress in patient-cargiver dyads in the Neuro-ICU,OUT_OF_SCOPE,protocol,Protocol without results
row_5118,Personal Recovery in the Postdischarge Period for Individuals With Schizophrenia Spectrum Diagnoses: The Role of Community Integration and Social Support,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5119,Adapting Cognitive Remediation Group Therapy as an Online or Hybrid Intervention for People Aging With HIV and Cognitive Concerns: Focus Group Protocol,OUT_OF_SCOPE,protocol,Protocol without results
35431251,"Can Diet Supplements of Macular Pigment of Lutein, Zeaxanthin, and Meso-zeaxanthin Affect Cognition?",OUT_OF_SCOPE,review,Review/meta-analysis
35364381,Lithium salts as a treatment for COVID-19: Pre-clinical outcomes,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
35275531,Physical Activity Self-Report Is Not Reliable among Subjects with Mild Vascular Cognitive Impairment: The AFIVASC Study,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5123,No Evidence That Exposure to Materialistic Advertisements Influence Appearance Overvaluation and Financial Success Overvaluation in the Self-concept,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5124,Refueling the post COVID-19 brain: potential role of ketogenic medium chain triglyceride supplementation: an hypothesis,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
37890967,Phase II randomised placebo-controlled trial of sodium selenate as a disease-modifying treatment in chronic drug-resistant temporal lobe epilepsy: The SeLECT study protocol,OUT_OF_SCOPE,animal_study,Animal model study
36812822,The Benson Complex Figure Test detects deficits in visuoconstruction and visual memory in symptomatic familial frontotemporal dementia: A GENFI study,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5127,Transcranial direct current stimulation in semantic variant of primary progressive aphasia: a state-of-the-art review,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
36744756,Can Contingency Management Solve the Problem of Adherence to Antiretroviral Therapy in Drug-Dependent Individuals?,OUT_OF_SCOPE,review,Review/meta-analysis
row_5129,"Study on the effect of 40 Hz non-invasive light therapy system. A protocol for a randomized, double-blinded, placebo-controlled clinical trial",OUT_OF_SCOPE,protocol,Protocol without results
row_5130,The association of diffusion tensor MRI measures of normal appearing white matter and cognition,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5131,Yoga Plus Mantram Repetition to Reduce Chronic Pain in Veterans With Post-Traumatic Stress Disorder: A Feasibility Trial,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
38395980,"The effect of a cognitive training therapy based on stimulation of brain oscillations in patients with mild cognitive impairment in a Chilean sample: study protocol for a phase IIb, 2 × 3 mixed factorial, double-blind randomised controlled trial",OUT_OF_SCOPE,protocol,Protocol without results
38531174,Effect of increasing cognitive activity participation on default mode network in older adults with subjective cognitive decline: a randomised controlled trial,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5134,MDMA-Assisted Therapy for Posttraumatic Stress Disorder: A Mixed-Methods Case Study of a Participant of Color From an Open-Label Trial,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_5135,"Effect of applying nursing-based cognitive defusion techniques on mindful awareness, cognitive fusion, and believability of delusions among clients with schizophrenia: a randomized control trial",OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5136,"Digital Clock and Recall: a digital, process-driven evolution of the Mini-Cog",OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
39443907,Expert recommendations for Germany’s integration of psychedelic-assisted therapy,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
row_5138,Design of the Dutch multicentre study on opportunistic screening of geriatric patients for atrial fibrillation using a smartphone PPG app: the Dutch-GERAF study,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
row_5139,Artificial intelligence approaches for early detection of neurocognitive disorders among older adults,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
37690126,Cancer symptom burden negatively affects health-related quality of life in patients undergoing prehabilitation prior to liver resection: results from a 12-week randomized controlled trial,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_5141,Blunted stress reactivity as a mechanism linking early psychosocial deprivation to psychopathology during adolescence,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
