id,title,decision,category,notes
34904800,Brain-derived neurotrophic factor serum levels following ketamine and esketamine intervention for treatment-resistant depression: secondary analysis from a randomized trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
26869795,A critical appraisal of paliperidone long-acting injection in the treatment of schizoaffective disorder.,OUT_OF_SCOPE,review,Review/meta-analysis
32525222,Effects of bilateral transcranial direct current stimulation on working memory and global cognition in older patients with remitted major depression: A pilot randomized clinical trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
32000725,STUDY PROTOCOL: EXPOSURE IN VIRTUAL REALITY FOR SOCIAL ANXIETY DISORDER - a randomized controlled superiority trial comparing cognitive behavioral therapy with virtual reality based exposure to cognitive behavioral therapy with in vivo exposure.,OUT_OF_SCOPE,protocol_no_results,Study protocol without results
35585484,Multimodal intervention to improve the transition of patients with inflammatory bowel disease from pediatric to adult care: protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol_no_results,Study protocol without results
35112665,Clonidine is better than zopiclone for insomnia treatment in chronic pain patients.,OUT_OF_SCOPE,non_rct,Not an RCT
34863115,"Exercise priming with transcranial direct current stimulation: a study protocol for a randomized, parallel-design, sham-controlled trial in mild cognitive impairment and Alzheimer's disease.",OUT_OF_SCOPE,protocol_no_results,Study protocol without results
36775643,Are mobile apps meeting the needs of caregivers of people living with dementia? An evaluation of existing apps for caregivers.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
30121611,Enhancing peer support experience for patients discharged from acute psychiatric care: protocol for a randomised controlled pilot trial.,OUT_OF_SCOPE,protocol_no_results,Study protocol without results
33277277,"Effect of Housing First on violence-related traumatic brain injury in adults with experiences of homelessness and mental illness: findings from the At Home/Chez Soi randomised trial, Toronto site.",OUT_OF_SCOPE,non_mh,No diagnosed MH condition
31416489,Facilitating access to iCBT: a randomized controlled trial assessing a translated version of an empirically validated program using a minimally monitored delivery model.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention
34147963,The role of emotion dysregulation in cognitive behavioural group therapy for perinatal anxiety: Results from a randomized controlled trial and routine clinical care.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
36117230,Current approach to the treatment of vasovagal syncope in adults.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
33395602,Reappraisal of disgust: Self-report and behavioural assessment of individuals with moderate to high contamination fears.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
