id,title,decision,category,notes
30991969,Real-life assessment of aripiprazole monthly (Abilify Maintena) in schizophrenia: a Canadian naturalistic non-interventional prospective cohort study.,OUT_OF_SCOPE,observational/non-RCT,
37521498,"Effects of limiting digital screen use on well-being, mood, and biomarkers of stress in adults.",OUT_OF_SCOPE,non-pharmacotherapy,
30921595,The role of outcome expectancy in therapeutic change across psychotherapy versus pharmacotherapy for depression.,OUT_OF_SCOPE,non-Canadian,
29971880,Suicidal ideation in patients with coronary heart disease and hypertension: Baseline results from the DEPSCREEN-INFO clinical trial.,OUT_OF_SCOPE,non-pharmacotherapy,
32248698,Effects of an Interactive Web Training to Support Parents in Reducing Challenging Behaviors in Children with Autism.,OUT_OF_SCOPE,non-pharmacotherapy,
33637811,Donepezil for mild cognitive impairment in Parkinson's disease.,OUT_OF_SCOPE,no MH focus,
32860561,The MPTP-lesioned marmoset model of Parkinson's disease: proposed efficacy thresholds that may potentially predict successful clinical trial results.,OUT_OF_SCOPE,animal study,
29763832,The impact of a pain assessment intervention on pain score and analgesic use in older nursing home residents with severe dementia: A cluster randomised controlled trial.,OUT_OF_SCOPE,no MH focus,
32694454,Comprehensive Cardiac Rehabilitation Effectiveness in a Middle-Income Setting: A RANDOMIZED CONTROLLED TRIAL.,OUT_OF_SCOPE,non-pharmacotherapy,
36543016,Racial differences in white matter hyperintensity burden in older adults.,OUT_OF_SCOPE,no MH focus,
27126617,Randomised controlled trial to evaluate a physiotherapy-led functional exercise programme after total hip replacement.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
33781990,Normal-tension glaucoma is associated with cognitive impairment.,OUT_OF_SCOPE,no MH focus,
29742109,Effect of single-dose imipramine on chronic low-back and experimental pain. A randomized controlled trial.,OUT_OF_SCOPE,no MH focus,
32024486,Improving symptom burden in adults with persistent post-concussive symptoms: a randomized aerobic exercise trial protocol.,OUT_OF_SCOPE,protocol without results,
28741387,Baseline characteristics and treatment patterns of patients with schizophrenia initiated on once-every-three-months paliperidone palmitate in a real-world setting.,OUT_OF_SCOPE,non-Canadian,
34470506,Confirmatory Efficacy of Cognitive Enhancement Therapy for Early Schizophrenia: Results From a Multisite Randomized Trial.,OUT_OF_SCOPE,non-pharmacotherapy,
26689579,"A Prospective, Randomized, Multicenter, Open-label Clinical Trial Comparing Intradiscal Biacuplasty to Conventional Medical Management for Discogenic Lumbar Back Pain.",OUT_OF_SCOPE,non-Canadian,
29526335,"Ninety-Day Costs, Reoperations, and Readmissions for Primary Total Knee Arthroplasty Patients With Varying Body Mass Index Levels.",OUT_OF_SCOPE,non-pharmacotherapy,
32738208,Catheter Ablation of Low-Voltage Areas for Persistent Atrial Fibrillation: Procedural Outcomes Using High-Density Voltage Mapping.,OUT_OF_SCOPE,non-pharmacotherapy,
30738021,Randomized Controlled Trial of an Online Problem-Solving Intervention Following Adolescent Traumatic Brain Injury: Family Outcomes.,OUT_OF_SCOPE,non-pharmacotherapy,
27371769,Testosterone and depressive symptoms among men in the Diabetes Prevention Program.,OUT_OF_SCOPE,non-Canadian,
30561536,Gestational Stress Augments Postpartum β-Amyloid Pathology and Cognitive Decline in a Mouse Model of Alzheimer's Disease.,OUT_OF_SCOPE,animal study,
28859781,No. 261-Prenatal Screening for Fetal Aneuploidy in Singleton Pregnancies.,OUT_OF_SCOPE,clinical guideline,Prenatal screening guideline
29138200,"Assessing the consequences of gestational diabetes mellitus on offspring's cardiovascular health: MySweetHeart Cohort study protocol, Switzerland.",OUT_OF_SCOPE,observational/non-RCT,
31890627,Negative effects associated with internet-delivered cognitive behaviour therapy: An analysis of client emails.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
26520158,Reach Out and Read is Feasible and Effective for Adolescent Mothers: A Pilot Study.,OUT_OF_SCOPE,non-pharmacotherapy,
32206157,Cell-Free Circulating Tumour DNA Blood Testing to Detect EGFR T790M Mutation in People With Advanced Non-Small Cell Lung Cancer: A Health Technology Assessment.,OUT_OF_SCOPE,non-pharmacotherapy,
27009579,Differences in the association between high blood pressure and cognitive functioning among the general Japanese population aged 70 and 80 years: The SONIC study.,OUT_OF_SCOPE,no MH focus,
rank_2429,"The Potential for a Skills-Based Dialectical Behavior Therapy Program to Reduce Aggression, Anger, and Hostility in a Canadian Forensic Psychiatric Sample: A Pilot Study",OUT_OF_SCOPE,non-pharmacotherapy intervention,
29084010,Smart phone technologies and ecological momentary data: Is this the way forward on depression management and research?,OUT_OF_SCOPE,non-pharmacotherapy,
rank_2431,Psychosocial and pharmacological interventions for the treatment of cannabis use disorder,OUT_OF_SCOPE,non-Canadian,
rank_2432,Anticipated needs and worries about maintaining independence of rural/remote older adults: Opportunities for technology development in the context of the double digital divide,OUT_OF_SCOPE,non-pharmacotherapy,
31273408,Follow-up at 1 year and beyond of women with gestational diabetes treated with insulin and/or oral glucose-lowering agents: a core outcome set using a Delphi survey,OUT_OF_SCOPE,observational/non-RCT,
30570309,Cognitive behavioral therapy for social activation in recent-onset psychosis: Randomized controlled trial,OUT_OF_SCOPE,non-pharmacotherapy intervention,
rank_2435,"Molecular fingerprints in shales from the Sanhu biogenic gas fields in eastern Qaidam Basin, NW China: Evidence of biodegradation of shale organic matter",OUT_OF_SCOPE,non-pharmacotherapy,
34310811,Patient preferences and priorities for haemophilia gene therapy in the US: A discrete choice experiment,OUT_OF_SCOPE,non-pharmacotherapy,
rank_2437,Dementia with lewy bodies research consortia: A global perspective from the istaart lewy body dementias professional interest area working group,OUT_OF_SCOPE,non-original research,
rank_2438,Alzheimer's disease: A tale of two diseases?,OUT_OF_SCOPE,no MH focus,
rank_2439,Alzheimer's disease diagnosis using genetic programming based on higher order spectra features[Formula presented],OUT_OF_SCOPE,no MH focus,
35627740,Effects of Two Short-Term Aerobic Exercises on Cognitive Function in Healthy Older Adults during COVID-19 Confinement in Japan: A Pilot Randomized Controlled Trial,OUT_OF_SCOPE,non-pharmacotherapy intervention,
34533113,Identifying functional cognitive disorder: a proposed diagnostic risk model,OUT_OF_SCOPE,non-pharmacotherapy,
37120555,"Sleep quality, anxiety, symptoms of depression, and caregiver burden among those caring for patients with Dravet syndrome: a prospective multicenter study in Germany",OUT_OF_SCOPE,non-pharmacotherapy,
40391969,Deep cervical lymphovenous anastomosis (LVA) for Alzheimer's disease: Microsurgical procedure in a prospective cohort study,OUT_OF_SCOPE,observational/non-RCT,
40147837,Computer aided detection and diagnosis of polyps in adult patients undergoing colonoscopy: a living clinical practice guideline.,OUT_OF_SCOPE,non-original research,
