id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
41685762,Hepatic Encephalopathy is the Key Driver of Symptom Burden in a Longitudinal Cohort of Patients With Advanced Chronic Liver Disease: PAL-LIVER Substudy.,OUT_OF_SCOPE,not_mh_disorder,OUT_OF_SCOPE:2,none,both screeners agree
41680650,A brief intervention to discontinue inappropriate z-hypnotics use by older patients in primary care: a randomised controlled trial.,OUT_OF_SCOPE,not_canadian,OUT_OF_SCOPE:2,none,both screeners agree
41678441,Urinary Metabolomics Study on Acupuncture plus Wet Cupping Therapy for Post Stroke Depression: A pilot study.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41676375,Reduced intracortical inhibition and enhanced intracortical facilitation in patients with functional tremor.,OUT_OF_SCOPE,not_rct,OUT_OF_SCOPE:2,none,both screeners agree
41675210,Effects of intermittent theta-burst stimulation (iTBS) on post-stroke depression (PSD): A study protocol for a single-center randomized controlled trial.,OUT_OF_SCOPE,protocol,OUT_OF_SCOPE:2,none,both screeners agree
41674631,Smartphone app-based Integrated Cognitive Control Training for Anxiety Disorders: Study protocol for a Multi-site Randomized Control Trial.,OUT_OF_SCOPE,protocol,OUT_OF_SCOPE:2,none,both screeners agree
41673697,The effect of exogenous ketone monoester supplementation on cerebral blood flow and functional brain characteristics in adults with subjective cognitive decline: study protocol for a randomized crossover trial.,OUT_OF_SCOPE,not_mh_disorder,OUT_OF_SCOPE:2,none,both screeners agree
41672150,Does mental health coaching improve efficacy of transcranial magnetic stimulation for major depression? A pilot randomized controlled trial and benchmarking study.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41667754,Effectiveness of the ATTACH™ program on Indigenous parents and their children exposed to intergenerational stress: pilot findings.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41666308,Effect of Du-Moxibustion Combined With Spine-Pinching Therapy on Cognitive Frailty in Older Adults With Prefrailty: Protocol for a Randomized Controlled Trial.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41663164,"Effects of COgNitive Training in Community-dwelling Older Adults at High Risk for demENTia (CONTENT): study protocol of two double-blind, randomised, placebo-controlled trials.",OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41662010,"Courage, hope, and transformation: Patient experiences of web-based, therapist delivered eye movement desensitization and reprocessing for suicidal ideation.",OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41662001,Investigating the dose-response relationship between music and anxiety reduction: A randomized clinical trial.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41661959,"Feasibility, efficacy, and perceptions of an online writing intervention in patients with depressive disorders: A randomized, multi-methods pilot study.",OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41659184,"Engagement, efficacy, and experiences of psychotherapy for perinatal populations with depression and anxiety during the COVID-19 pandemic.",OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41658047,Feasibility and impact of virtual reality exposure therapy on epilepsy-specific anxiety: Phase 3 of the AnxEpiVR pilot clinical trial.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41656955,Hybrid Type II Randomized Controlled Trial of the Goal-Based Outcomes Tool in a Child and Youth Outpatient Mental Healthcare Clinic.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41656886,"Incidence, contributing factors, and predictors of diagnostic errors in medical inpatients: A retrospective cohort study.",OUT_OF_SCOPE,not_mh_disorder,OUT_OF_SCOPE:2,none,both screeners agree
41653688,The Body Project: Comparing the effectiveness of in-person versus virtual delivery of this group intervention.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41652334,"""We can do this. That I learned."": A nonrandomized open pilot of Resilient Together for Dementia, a post-diagnosis dyadic intervention.",OUT_OF_SCOPE,not_rct,OUT_OF_SCOPE:2,none,both screeners agree
41651806,Functional neuroimaging of fatty acid amide hydrolase inhibition in posttraumatic stress disorder: a randomized clinical trial.,OUT_OF_SCOPE,not_canadian,OUT_OF_SCOPE:2,none,both screeners agree
41651520,Connecting families-randomised controlled trial of poverty screening and financial support navigation for families of young children in primary care: an internal pilot study informed protocol.,OUT_OF_SCOPE,non_pharma,OUT_OF_SCOPE:2,none,both screeners agree
41649015,A Program-Led Motivational App (MI-Coach: ED) for Eating Disorder Waitlists: Findings From a Feasibility and Acceptability Pilot Trial.,OUT_OF_SCOPE,not_rct,OUT_OF_SCOPE:2,none,both screeners agree
41647109,Effect of liraglutide on depressive symptoms in overweight or obese patients with type 2 diabetes: protocol for a pilot randomized controlled trial.,OUT_OF_SCOPE,protocol,OUT_OF_SCOPE:2,none,both screeners agree
