id,title,decision,category,confidence,notes
34146343,Determining maximal achievable effect sizes of antidepressant therapies in placebo-controlled trials.,EXCLUDE,NON-CANADIAN,HIGH,Methodological/simulation study on antidepressant effect sizes using pooled trial data; no Canadian site
35772671,Efficacy and quality of life after 6-9 years of deep brain stimulation for depression.,EXCLUDE,NON-CANADIAN,HIGH,DBS for depression in Netherlands (Bergfeld IO et al); not Canadian
27049915,Deep Brain Stimulation of the Ventral Anterior Limb of the Internal Capsule for Treatment-Resistant Depression: A Randomized Clinical Trial.,EXCLUDE,NON-CANADIAN,HIGH,DBS RCT in Netherlands (Bergfeld IO et al); not Canadian
28328790,Comparison of the Effects of Quetiapine XR and Lithium Monotherapy on Actigraphy-Measured Circadian Parameters in Patients With Bipolar II Depression.,EXCLUDE,NON-CANADIAN,HIGH,Quetiapine XR vs lithium in bipolar II depression; Korean authors (Hwang JY et al); not Canadian
31180620,"Repetitive transcranial magnetic stimulation for functional tremor: A randomized, double-blind, controlled study.",EXCLUDE,NON-PHARMA,HIGH,rTMS for functional tremor; non-pharma intervention; French authors; not Canadian
33408656,Impact of Baseline Characteristics on the Effectiveness of Disorder-Specific Cognitive Behavioral Analysis System of Psychotherapy (CBASP) and Supportive Psychotherapy in Outpatient Treatment for Persistent Depressive Disorder.,EXCLUDE,NON-PHARMA,HIGH,Psychotherapy (CBASP vs SP) for persistent depressive disorder; non-pharma; German authors
32481332,Standardization of rehabilitation program for post-apoplectic limb spasm treated by Tongjing Tiaoxing tuina and scalp acupuncture with physical therapy.,EXCLUDE,NON-MH,HIGH,Chinese massage/acupuncture for post-stroke limb spasm; not MH intervention; Chinese site; protocol
row_9915,M47. AKATHISIA AND ATYPICAL ANTIPSYCHOTICS: EXPLORING ASSOCIATIONS TO SUICIDALITY AND AGITATION,EXCLUDE,NON-PHARMA,HIGH,Conference abstract on akathisia and antipsychotics; observational/exploratory; Norwegian authors
27152523,"Antidepressant Efficacy of Adjunctive Aerobic Activity and Associated Biomarkers in Major Depression: A 4-Week, Randomized, Single-Blind, Controlled Clinical Trial.",EXCLUDE,NON-CANADIAN,HIGH,Aerobic exercise + SSRI for MDD; Brazilian RCT (Siqueira CC et al); not Canadian
27317550,A randomized controlled trial comparing Ametop™ with placebo for reducing pain associated with local anesthetic skin infiltration before neuraxial anesthesia in parturients.,EXCLUDE,NON-MH,HIGH,RCT of Ametop vs placebo for pain during neuraxial anesthesia; not MH condition; anesthesia study (possibly Canadian but not MH)
33621911,Ecological momentary assessment as a measurement tool in depression trials.,EXCLUDE,STUDY-DESIGN,HIGH,Open-label non-randomized EMA measurement study in MDD; not RCT
28189292,Men's sexual response to female partner's intranasal oxytocin administration for hypoactive sexual desire disorder: an open prospective cohort study.,EXCLUDE,NON-MH,HIGH,Oxytocin for hypoactive sexual desire disorder; sexual dysfunction not DSM-5 MH for this review; Austrian site
33471146,Interest-activity symptom severity predicts response to ketamine infusion in treatment-resistant depression.,EXCLUDE,NON-CANADIAN,HIGH,Ketamine infusion for TRD; Taiwanese RCT (Chen MH et al); not Canadian
38696620,"Abrocitinib (Cibinqo): CADTH Reimbursement Recommendation: Indication: For the treatment of patients aged 12 years and older with refractory moderate to severe atopic dermatitis, including the relief of pruritus, who have had an inadequate response to other systemic drugs (e.g., steroid or biologic), or for whom these treatments are not advisable. Abrocitinib can be used with or without medicated topical therapies for atopic dermatitis",EXCLUDE,NON-MH,HIGH,CADTH reimbursement recommendation for abrocitinib for atopic dermatitis; not MH condition
26650973,Antidepressant Effects of a Single Dose of Ayahuasca in Patients With Recurrent Depression: A SPECT Study.,EXCLUDE,NON-PHARMA,HIGH,Ayahuasca (hallucinogenic brew) for depression; open-label; Brazilian site; not standard pharma
28195952,"The Relations of Cognitive, Behavioral, and Physical Activity Variables to Depression Severity in Traumatic Brain Injury: Reanalysis of Data From a Randomized Controlled Trial.",EXCLUDE,SECONDARY-ANALYSIS,HIGH,Reanalysis of RCT data on cognitive/behavioral variables in TBI depression; secondary analysis; US site
36693536,Non-invasive brain stimulation for fatigue in post-acute sequelae of SARS-CoV-2 (PASC).,EXCLUDE,NON-PHARMA,HIGH,HD-tDCS for post-COVID fatigue; non-pharma; Brazilian RCT; not MH diagnosis
27631145,Association Between Stigma and Depression Outcomes Among Chinese Immigrants in a Primary Care Setting.,EXCLUDE,NON-CANADIAN,HIGH,Stigma and depression in Chinese immigrants; US-based primary care (Boston); pharma trial but US site
32739704,Aerobic exercise or stretching as add-on to inpatient treatment of depression: Similar antidepressant effects on depressive symptoms and larger effects on working memory for aerobic exercise alone.,EXCLUDE,NON-PHARMA,HIGH,Aerobic exercise vs stretching add-on for inpatient depression; non-pharma intervention; Swiss RCT
26922146,Trajectories of depression symptom improvement and associated predictor analysis: An analysis of duloxetine in double-blind placebo-controlled trials.,EXCLUDE,SECONDARY-ANALYSIS,HIGH,Secondary analysis of duloxetine placebo-controlled trials; pooled data from Japanese trials
30501977,Comparison of Motor Relearning Program versus Bobath Approach for Prevention of Poststroke Apathy: A Randomized Controlled Trial.,EXCLUDE,NON-MH,HIGH,Motor relearning vs Bobath for post-stroke apathy; not pharma for MH; Chinese RCT
33327018,Frequencies of Genetic Polymorphisms of Clinically Relevant Gene-Drug Pairs in a German Psychiatric Inpatient Population.,EXCLUDE,NON-CANADIAN,HIGH,PGx testing in German psychiatric inpatients with MDD; not Canadian; observational frequency study
37052005,Comparison of the efficacy of Trazodone hydrochloride tablets alone and in combination with press-needles in the treatment of post-stroke depression.,EXCLUDE,NON-CANADIAN,HIGH,Trazodone +/- press-needles for post-stroke depression; Chinese RCT
31206585,Melatonin and agomelatine for preventing seasonal affective disorder.,EXCLUDE,STUDY-DESIGN,HIGH,"Cochrane review on melatonin/agomelatine for preventing SAD; review, not primary RCT"
35465554,A Comparative Study of Regional Homogeneity of Resting-State fMRI Between the Early-Onset and Late-Onset Recurrent Depression in Adults.,EXCLUDE,NON-PHARMA,HIGH,fMRI study comparing early vs late onset recurrent depression; observational imaging; Chinese site
30034237,A preliminary assessment of a combination of rhodiola and saffron in the management of mild-moderate depression.,EXCLUDE,STUDY-DESIGN,HIGH,Observational study of rhodiola + saffron for mild-moderate depression; not RCT; French GPs
30529313,The roles of brain-derived neurotrophic factor (BDNF) and glial cell line-derived neurotrophic factor (GDNF) in predicting treatment remission in a Chinese Han population with generalized anxiety disorder.,EXCLUDE,NON-CANADIAN,HIGH,BDNF/GDNF in GAD treated with escitalopram/venlafaxine; Chinese Han population RCT; not Canadian
