id,title,decision,category,notes
36449413,Lecanemab in Early Alzheimer's Disease,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
28592453,Diagnosis and management of dementia with Lewy bodies,OUT_OF_SCOPE,not_pharmacotherapy,No pharma intervention
27690741,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
35542991,Two Randomized Phase 3 Studies of Aducanumab in Early Alzheimer’s Disease,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
28709880,"Low intensity transcranial electric stimulation: Safety, ethical, legal regulatory and application guidelines.",OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
29726344,Effectiveness of theta burst versus high-frequency repetitive transcranial magnetic stimulation in patients with depression (THREE-D): a randomised non-inferiority trial.,OUT_OF_SCOPE,not_pharmacotherapy,"rTMS/TMS is neuromodulation, not pharmacotherapy; device-based intervention"
28402085,Decision aids for people facing health treatment or screening decisions.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
32931092,"A meta-review of ""lifestyle psychiatry"": the role of exercise, smoking, diet and sleep in the prevention and treatment of mental disorders.",OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
34409961,International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
29365294,Trial of Solanezumab for Mild Dementia Due to Alzheimer's Disease.,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
30653247,Update on treatments for nonmotor symptoms of Parkinson's disease-an evidence-based medicine review.,OUT_OF_SCOPE,not_pharmacotherapy,No pharma intervention
31494009,"Dementia in China: epidemiology, clinical management, and research advances",OUT_OF_SCOPE,not_pharmacotherapy,No pharma intervention
36322843,Single-Dose Psilocybin for a Treatment-Resistant Episode of Major Depression,OUT_OF_SCOPE,not_canadian,No Canadian site/PI indicators
37386015,"Amyloid β-based therapy for Alzheimer's disease: challenges, successes and future.",OUT_OF_SCOPE,not_mental_health,No MH condition identified
