id,title,decision,category,confidence,notes
10058,CAN A REFORM OF PRIMARY CARE IMPROVE THE MANAGEMENT OF PATIENTS WITH DEMENTIA?,EXCLUDE,non-pharma,0.90,Quebec Alzheimer Plan evaluation; not RCT of pharma for MH; observational chart review
10059,Economic Evaluation of Implementing a Novel Pharmacogenomic Test (IDgenetix) to Guide Treatment of Patients with Depression and/or Anxiety,EXCLUDE,non-Canadian,0.85,US-based economic evaluation of pharmacogenomic test for depression/anxiety
10060,Modeling the appearance and progression of cognitive impairment,EXCLUDE,non-pharma,0.95,Computer simulation model of cognitive impairment; not pharma RCT
10061,Group rumination-focused cognitive-behavioural therapy (CBT) v. group CBT for depression: phase II trial,EXCLUDE,non-pharma,0.95,Danish RCT of RFCBT vs CBT for depression; non-pharma; non-Canadian
10062,A 6-Year Posttreatment Follow-up of Panic Disorder Patients: Treatment With Clonazepam Predicts Lower Recurrence Than Treatment With Paroxetine,EXCLUDE,non-Canadian,0.95,Brazilian observational follow-up of clonazepam vs paroxetine RCT for PD; non-Canadian
10063,Impact of Pharmacogenomics on Clinical Outcomes for Patients Taking Medications With Gene-Drug Interactions in a Randomized Controlled Trial,EXCLUDE,non-Canadian,0.85,US GUIDED trial of pharmacogenomic-guided treatment for MDD
10064,The Optimization of an eHealth Solution (Thought Spot) with Transition-Aged Youth in Postsecondary Settings,EXCLUDE,non-pharma,0.95,Canadian participatory design research for eHealth; not pharma RCT
10065,Corrigendum to Optimizing Outcomes of Treatment-Resistant Depression in Older Adults (OPTIMUM),EXCLUDE,secondary,0.90,Corrigendum/erratum; not primary RCT results
10066,Effect of mirtazapine versus selective serotonin reuptake inhibitors on benzodiazepine use in patients with major depressive disorder,EXCLUDE,non-Canadian,0.95,Japanese open-label RCT of mirtazapine vs SSRIs for MDD
10067,A Randomized Controlled Pilot Study on Mindfulness-Based Cognitive Therapy for Unipolar Depression in Patients With Chronic Pain,EXCLUDE,non-pharma,0.90,US RCT of MBCT for depression in chronic pain; non-pharma
10068,Influence of baseline severity on the effects of SSRIs in depression: an item-based patient-level post-hoc analysis,EXCLUDE,secondary,0.95,Post-hoc secondary analysis of pooled SSRI trial data; Swedish
10069,Testing the Mechanism of Action of Computerized Cognitive Training in Young Adults with Depression: Protocol,EXCLUDE,non-pharma,0.95,US protocol; no results; computerized cognitive training not pharma
10070,Risk of injury from alcohol marijuana and other drug use among emergency department patients,EXCLUDE,non-pharma,0.85,Vancouver BC ED study; not RCT of MH pharma; epidemiological
10071,The Relationship Between Depression and Pain During Acute Electroconvulsive Therapy and Follow-Up Period,EXCLUDE,non-Canadian,0.90,Taiwanese RCT of ECT+agomelatine for TRD; non-Canadian
10072,Masitinib for treatment of severely symptomatic indolent systemic mastocytosis,EXCLUDE,non-MH,0.95,Multinational RCT for mastocytosis; not MH condition
10073,Cognitive behavioral therapy improves diverse profiles of depressive symptoms in Parkinson's disease,EXCLUDE,non-pharma,0.95,US RCT of CBT for depression in PD; non-pharma
10074,The effectiveness of telemedicine-delivered opioid agonist therapy in a supervised clinical setting,EXCLUDE,non-MH,0.90,Ontario Canada; non-randomized cohort comparison of OAT delivery; OUD not diagnosed DSM-5 MH; not RCT
10075,GSK-3beta and BDNF genes may not be associated with venlafaxine treatment response in Chinese of Han ethnicity,EXCLUDE,non-Canadian,0.95,Chinese pharmacogenomics study of venlafaxine for MDD
10076,Are Patients with Childhood Onset of Insomnia and Depression More Difficult to Treat Than Are Those with Adult Onsets? TRIAD Study,EXCLUDE,non-Canadian,0.85,US multisite RCT secondary analysis of escitalopram/CBT-I for depression+insomnia
10077,Novel TMS for Stroke and Depression (NoTSAD),EXCLUDE,non-pharma,0.95,US open-label study of rTMS for post-stroke depression; non-pharma
10078,Effect of Pretreatment of S-Ketamine On Postoperative Depression for Breast Cancer Patients,EXCLUDE,non-Canadian,0.90,Chinese RCT of S-ketamine for postoperative depression in breast cancer; non-Canadian
10079,Capacity to provide informed consent among adults with bipolar disorder,EXCLUDE,non-pharma,0.90,US study; cross-sectional assessment of consent capacity; not pharma RCT
10080,Sertraline hydrochloride treatment for patients with stable COPD complicated with depression,EXCLUDE,non-Canadian,0.95,Chinese RCT of sertraline for COPD+depression; non-Canadian
10081,Effect of recombinant erythropoietin on inflammatory markers in patients with affective disorders,EXCLUDE,non-Canadian,0.90,Danish RCT of EPO for affective disorders; non-Canadian
10082,Evaluating the Psychometric Properties of 3 Depression Measures in a Sample of Persons With TBI and MDD,EXCLUDE,secondary,0.95,US secondary analysis of CBT RCT data; psychometric validation
10083,Effects of Jianpi Qingchang decoction on the quality of life of patients with ulcerative colitis,EXCLUDE,non-MH,0.95,Chinese RCT of herbal decoction for ulcerative colitis; not MH
10084,Effects of Psychoactive Massage in Outpatients with Depressive Disorders,EXCLUDE,non-pharma,0.95,German RCT of massage therapy for depression; non-pharma
10085,Effectiveness of electroconvulsive therapy in patients with less treatment-resistant depression,EXCLUDE,non-Canadian,0.95,Chinese observational study of ECT for depression
10086,Perinatal depressive symptoms among low-income South African women at risk of depression,EXCLUDE,non-Canadian,0.95,South African RCT secondary analysis; non-Canadian
10087,Vitamin D3 supplementation and treatment outcomes in patients with depression (D3-vit-dep),EXCLUDE,non-Canadian,0.90,Danish RCT of vitamin D for depression; non-Canadian
10088,Functions of reminiscence in later life,EXCLUDE,non-pharma,0.90,Canadian sample but observational longitudinal study; not pharma RCT
10089,Machine Learning Based Classification of Deep Brain Stimulation Outcomes in a Rat Model of Binge Eating,EXCLUDE,animal,0.95,Animal (rat) study
10090,T51. TREATMENT OF NEGATIVE SYMPTOMS OF SCHIZOPHRENIA WITH TDCS,EXCLUDE,non-pharma,0.95,Brazilian RCT of tDCS for schizophrenia; non-pharma
10091,Patterns of depressive symptom remission during the treatment of SAD with CBT or light therapy,EXCLUDE,non-pharma,0.95,US RCT of CBT-SAD vs light therapy; non-pharma
10092,Do people with bipolar disorders have access to psychosocial treatments? A survey in Italy,EXCLUDE,non-pharma,0.95,Italian survey; not RCT of pharma
10093,Dexmedetomidine Use in ICU Sedation and Postoperative Recovery in Elderly Patients Post-Cardiac Surgery,EXCLUDE,non-MH,0.95,Irish RCT of ICU sedation post-cardiac surgery; not MH pharma
