id,title,decision,category,confidence,notes
36415742,Preliminary Exploration of Clinical Efficacy and Pharmacological Mechanism of Modified Danggui-Shaoyao San in the Treatment of Depression in Patients with Chronic Kidney Disease.,EXCLUDE,non-Canadian,0.95,RCT of Chinese herbal formula for depression in CKD; China
28291972,"Efficacy, Safety and Tolerability of Augmentative rTMS in Treatment of Major Depressive Disorder (MDD): A Prospective Cohort Study in Croatia.",EXCLUDE,non-Canadian,0.97,rTMS cohort study for MDD; Croatia; not RCT
33519551,The Temporal Associations of Therapeutic Alliance and Manual Adherence With Depressive Symptom Change in Cognitive Behavioral Therapy for Adult Outpatient Major Depression.,EXCLUDE,non-Canadian,0.95,CBT alliance study; Netherlands; non-pharma
26899588,Randomized controlled study of early medication change for non-improvers to antidepressant therapy in major depression--The EMC trial.,EXCLUDE,non-Canadian,0.97,Antidepressant switching RCT; Germany
34062307,Transcranial direct current electrical stimulation for the treatment of interstitial cystitis: A study protocol.,EXCLUDE,protocol-no-results,0.97,Protocol only; Brazil; non-MH primary
34040554,Effects of Psychosomatic Mutual Aid Treatment on Anxiety and Depression in Turner Syndrome.,EXCLUDE,non-Canadian,0.95,HRT + psych intervention for Turner syndrome; China
32993604,The reliability and validity of PHQ-9 in patients with major depressive disorder in psychiatric hospital.,EXCLUDE,non-Canadian,0.97,Validation study; China; not RCT
31023274,Circadian reinforcement therapy in combination with electronic self-monitoring to facilitate a safe post-discharge period of patients with depression by stabilizing sleep: protocol of a randomized controlled trial.,EXCLUDE,non-Canadian,0.97,Protocol; Denmark; non-pharma
27611301,Actigraphy in Patients With Major Depressive Disorder Undergoing Repetitive Transcranial Magnetic Stimulation: An Open Label Pilot Study.,EXCLUDE,non-Canadian,0.97,Open-label rTMS; Japan; non-pharma
30419875,Identifying the most suitable treatment for depression based on patients' attachment: study protocol for a randomized controlled trial of supportive-expressive vs. supportive treatments.,EXCLUDE,non-Canadian,0.95,Psychotherapy protocol; Israel; non-pharma
30611977,Smartphone application for unhealthy alcohol use: Pilot randomized controlled trial in the general population.,EXCLUDE,non-pharma,0.95,Smartphone app for alcohol; Canada but non-pharma; no diagnosed MH
29926533,Incidence and characteristics of the nocebo response from meta-analyses of the placebo arms of clinical trials of olanzapine for bipolar disorder.,EXCLUDE,secondary-analysis,0.97,Meta-analysis of placebo arms; secondary analysis
33102286,Effect of psychoeducation on short-term outcome in patients with late life depression: A randomized control trial - Protocol.,EXCLUDE,non-Canadian,0.97,Protocol; India; non-pharma
34146343,Determining maximal achievable effect sizes of antidepressant therapies in placebo-controlled trials.,EXCLUDE,non-Canadian,0.97,Simulation study; Scandinavia
35772671,Efficacy and quality of life after 6-9 years of deep brain stimulation for depression.,EXCLUDE,non-Canadian,0.95,DBS follow-up; Netherlands; non-pharma
27049915,Deep Brain Stimulation of the Ventral Anterior Limb of the Internal Capsule for Treatment-Resistant Depression: A Randomized Clinical Trial.,EXCLUDE,non-Canadian,0.95,DBS RCT; Netherlands; non-pharma
28328790,Comparison of the Effects of Quetiapine XR and Lithium Monotherapy on Actigraphy-Measured Circadian Parameters in Patients With Bipolar II Depression.,EXCLUDE,non-Canadian,0.97,Quetiapine vs lithium; Korea
31180620,"Repetitive transcranial magnetic stimulation for functional tremor: A randomized, double-blind, controlled study.",EXCLUDE,non-Canadian,0.97,rTMS for functional tremor; France; non-MH primary
33408656,Impact of Baseline Characteristics on the Effectiveness of CBASP and Supportive Psychotherapy in Outpatient Treatment for Persistent Depressive Disorder.,EXCLUDE,non-Canadian,0.95,CBASP vs SP; Germany; non-pharma
32481332,Standardization of rehabilitation program for post-apoplectic limb spasm treated by Tongjing Tiaoxing tuina and scalp acupuncture with physical therapy.,EXCLUDE,non-Canadian,0.97,Chinese massage for post-stroke spasm; China; non-MH primary
