id,title,decision,category,confidence,notes
9758,Cognitive-behavioral versus psychodynamic therapy,EXCLUDE,non-pharma,high,Psychotherapy comparison (CBT vs psychodynamic); Dutch study; no pharmacotherapy intervention for MH
9759,A mind-body lifestyle intervention enhances emotional,EXCLUDE,non-pharma,high,Mind-body intervention vs CBT for depression; no pharmacotherapy; not Canadian
9760,Is It Time for Going Beyond the P-Value Paradigm,EXCLUDE,methodology,high,Methodological/statistical paper on clinical trial design; not an RCT
9761,Reward related ventral striatal activity,EXCLUDE,non-Canadian,high,EMBARC study - US multisite RCT; sertraline vs placebo for MDD; not Canadian
9762,Patient Expectancy as a Mediator of Placebo Effects,EXCLUDE,non-Canadian,high,Citalopram RCT for MDD; no Canadian site indicated
9763,Clinical validation of combinatorial pharmacogenomic,EXCLUDE,non-Canadian,high,GUIDED trial - US-based pharmacogenomic trial for MDD
9764,Brexanolone in Postpartum Depression,EXCLUDE,non-Canadian,high,Brexanolone for PPD; US FDA-approved; no Canadian site indicated
9765,Outcome of a three-phase treatment algorithm,EXCLUDE,non-Canadian,high,Single-center treatment algorithm for MDD; Netherlands study
9766,Psychometric Properties of the Chinese Version,EXCLUDE,non-Canadian,high,Validation study of CUDOS in China; not an RCT of pharmacotherapy
9767,A randomised clinical pilot trial to test,EXCLUDE,non-pharma,high,Parent training for ASD; non-pharmacological intervention
9768,"A pilot, open-label investigation of glucosamine",EXCLUDE,non-Canadian,high,Open-label pilot of glucosamine for depression; not Canadian; not RCT
9769,Effect of Nursing Outcome-Oriented Intervention,EXCLUDE,non-MH,high,Nursing intervention for elderly bedridden patients; not MH pharma RCT
9770,"Depression and physical health, therapeutic alliance",EXCLUDE,non-Canadian,high,Duloxetine vs escitalopram +/- ASA for MDE; no Canadian site indicated
9771,Comparative Study on Safety and Efficacy of Desvenlafaxine,EXCLUDE,non-Canadian,high,Desvenlafaxine vs sertraline for depression; not Canadian
9772,"Double-blind, randomized crossover study of IV magnesium",EXCLUDE,non-Canadian,high,Magnesium sulfate for TRD; small (n=12); no Canadian site indicated
9773,Telephone-based cognitive behavioral therapy for depression,EXCLUDE,non-pharma,high,T-CBT for depression in Parkinson disease; non-pharma intervention
9774,19. Impact of Investigational Purified Microbiome,EXCLUDE,non-MH,high,Microbiome therapeutic for C. diff infection; not MH
9775,Effect on return to work of Individual Placement,EXCLUDE,non-pharma,high,IPS vocational intervention for mood/anxiety disorders; Denmark; non-pharma
9776,Effect of Telehealth Treatment by Lay Counselors,EXCLUDE,non-pharma,high,Telehealth behavioral activation vs PST for depression; US study; non-pharma
9777,Do side effects of antidepressants impact efficacy,EXCLUDE,secondary analysis,high,Pooled patient-level analysis of duloxetine trials; secondary/post-hoc analysis
9778,Anti-Inflammatory Effects of Chinese Herbal Formulae in Asthma,EXCLUDE,non-MH,high,Chinese herbal for asthma; not MH pharmacotherapy RCT
9779,Role of Lactium in Psychodermatology: CERTAIN Trial,EXCLUDE,non-MH,high,Lactium for stress/acne; not a diagnosed MH condition; India
9780,IMPROVING KNOWLEDGE TRANSFER OF PREVENTATIVE CARE IN IBD,EXCLUDE,non-MH,medium,Educational intervention for IBD trainees; Canadian (U of T) but not MH pharma RCT
9781,"Relationships between circadian measures, depression",EXCLUDE,non-Canadian,high,Fluoxetine + TIB restriction RCT for MDD; no Canadian site indicated
9782,Single i.v. ketamine augmentation of escitalopram,EXCLUDE,non-Canadian,high,Ketamine + escitalopram for MDD; no Canadian site indicated
9783,High- versus low-intensity internet interventions for alcohol,EXCLUDE,non-pharma,high,Internet interventions for AUD; Sweden; non-pharmacological
9784,Determinants of antidepressant response,EXCLUDE,secondary analysis,high,Pooled analysis of industry trials (NEWMEDS); secondary analysis
9785,Transcranial direct current stimulation for vascular depression,EXCLUDE,non-pharma,high,tDCS as augmentation for vascular depression; Italy; neuromodulation not pharma
9786,Feasibility of Exercise and CBT Intervention for Depression,EXCLUDE,non-pharma,high,Exercise + CBT for depression; non-pharmacological; small pilot (n=10)
9787,Effects of Developmental Bibliotherapy on Subjective Well-Being,EXCLUDE,non-pharma,high,Bibliotherapy for older adults; non-pharma; no diagnosed MH condition
9788,Patient with Treatment-resistant Depression Who Achieved Remission,EXCLUDE,case report,high,Case report of heated yoga for TRD; not an RCT
9789,"Short-term effects of estradiol, raloxifene, phytoestrogen",EXCLUDE,non-Canadian,high,Estrogen compounds for perimenopausal depression; not Canadian
9790,Increased plasma nesfatin-1 levels in MDD,EXCLUDE,non-RCT,high,Cross-sectional biomarker study in MDD; China; not an RCT
9791,Chart review valsartan-amlodipine for blood pressure,EXCLUDE,non-MH,high,Antihypertensive chart review; depression scales as secondary outcome only
9792,Efficacy of Low Dose Denosumab in Osteoporosis,EXCLUDE,non-MH,high,Denosumab for osteoporosis; not MH
9793,"Screening for Depression, Anxiety, Suicide Risk in Children",EXCLUDE,review,high,Evidence review for USPSTF; not an RCT
9794,Cognitive Considerations in Major Depression,EXCLUDE,non-Canadian,high,ECT + drug therapy for MDD cognitive deficits; not Canadian
9795,Effects of Tianeptine on Depression in Alzheimer's Disease,EXCLUDE,observational,high,Retrospective observational study; not RCT
9796,Preliminary Evidence of Pramipexole in Anhedonic Depression,EXCLUDE,non-RCT,high,Open-label pilot study; not an RCT
9797,Microdosing and standard-dosing take-home buprenorphine,EXCLUDE,non-Canadian,medium,ED-initiated buprenorphine for OUD; feasibility study; unclear if Canadian but abstract says 'large urban ED' without Canadian indicators
9798,Effectiveness of Metacognitive Therapy vs Behavioral Activation,EXCLUDE,non-pharma,high,Psychotherapy comparison for MDD; non-pharmacological
9799,Efficacy and Safety of Electroacupuncture for Depression Sleep,EXCLUDE,non-pharma,high,Protocol for electroacupuncture trial; China; non-pharma; protocol without results
9800,Preliminary RCT of Different Treatment Regimens for Melancholic,EXCLUDE,non-Canadian,high,Multi-arm RCT for melancholic depression including fluoxetine; China; not Canadian
9801,Web- and Mobile-Based Intervention for Depression + Back Pain,EXCLUDE,non-pharma,high,Internet-based CBT for depression + chronic back pain; Germany; non-pharma
9802,Impact of pharmacogenomics in MDD in GUIDED trial,EXCLUDE,non-Canadian,high,GUIDED trial - US-based pharmacogenomic RCT for MDD
9803,Effectiveness of electroacupuncture for postherpetic neuralgia,EXCLUDE,non-MH,high,Electroacupuncture for neuralgia; China; not MH
9804,Sham-controlled randomized trial of adjunctive light therapy,EXCLUDE,non-pharma,high,Light therapy for non-seasonal depression; neuromodulation not pharma
9805,Comparison of perpendicular vs transverse needling at SP6,EXCLUDE,non-MH,high,Acupuncture for primary dysmenorrhea; China; not MH
9806,Effect of acupuncture on lung cancer-related fatigue,EXCLUDE,non-MH,high,Acupuncture for cancer fatigue; China; protocol; not MH
9807,Long-term effect of acupuncture for chronic tension-type headache,EXCLUDE,non-MH,high,Acupuncture for headache; China; protocol; not MH
9808,Verbal memory predicts treatment outcome in anxious depression,EXCLUDE,non-Canadian,high,iSPOT-D trial; antidepressant RCT; international but no Canadian site indicated
