id,title,decision,category,notes
30849721,"An inactive control of the 'Trier Social Stress Test' for Youth 10-17 years: Neuroendocrine, cardiac, and subjective responses.",OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
28500434,Comparing the Multicomponent Coping Power Program to Individualized Parent-Child Treatment for Improving the Parenting Efficacy and Satisfaction of Parents of Children with Conduct Problems.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
26484832,The effect of time perspectives on mental health information processing and help-seeking attitudes and intentions in younger versus older adults.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
32132968,Sexually Dimorphic Behavioral and Genetic Outcomes Associated With Administration of TA65 (A Telomerase Activator) Following Repetitive Traumatic Brain Injury: A Pilot Study.,OUT_OF_SCOPE,animal_study,Animal model study
33644672,Colonoscopy Trainers Experience Greater Stress During Insertion than Withdrawal: Implications for Endoscopic Curricula.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
29203227,Behavior of Adult 5-HT1A Receptor Knockout Mice Exposed to Stress During Prenatal Development.,OUT_OF_SCOPE,animal_study,Animal model study
32399731,The responsiveness of goal attainment scaling using just one goal in controlled clinical trials: an exploratory analysis.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
26887659,Quantitative susceptibility mapping at 3 T: comparison of acquisition methodologies.,OUT_OF_SCOPE,not_rct,Not an interventional RCT
27567808,Changes in Neuropsychiatric Inventory Associated with Semagacestat Treatment of Alzheimer's Disease.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
27803657,Pramipexole Increases Go Timeouts but Not No-go Errors in Healthy Volunteers.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
28984000,Phase II trial of a depression self-care intervention for adult cancer survivors.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
31792928,Bipolar versus monopolar transurethral resection of the prostate for lower urinary tract symptoms secondary to benign prostatic obstruction.,OUT_OF_SCOPE,review,Review/meta-analysis
28148278,The pathway to RCTs: how many roads are there? Examining the homogeneity of RCT justification.,OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
28769540,Electroconvulsive Therapy for Agitation in Schizophrenia: Metaanalysis of Randomized Controlled Trials.,OUT_OF_SCOPE,review,Review/meta-analysis
31672387,Predicting relapse with residual symptoms in schizophrenia: A secondary analysis of the PROACTIVE trial.,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
27728839,Examining evidence based resistance plus balance training in community-dwelling older adults with complex health care needs: Trial protocol for the Muscling Up Against Disability project.,OUT_OF_SCOPE,protocol,Protocol without results
29788791,Nicotine metabolite ratio and smoking outcomes using nicotine replacement therapy and varenicline among smokers with and without psychiatric illness.,OUT_OF_SCOPE,mh_not_primary,"Smoking cessation trial; psychiatric illness is a subgroup, not target"
34093113,Early-Stage Repetitive Transcranial Magnetic Stimulation Altered Posterior-Anterior Cerebrum Effective Connectivity in Methylazoxymethanol Acetate Rats.,OUT_OF_SCOPE,animal_study,Animal model study
26950686,Gradients in Depressive Symptoms by Socioeconomic Position Among Men Who Have Sex With Men in the EXPLORE Study.,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_4519,Complementary and Alternative Medicine use in Pediatric Attention-Deficit Hyperactivity Disorder (ADHD): Reviewing the Safety and Efficacy of Herbal Medicines,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_4520,Mindfulness Interventions Improve Depression Symptoms After Traumatic Brain Injury: Are Individual Changes Clinically Significant?,OUT_OF_SCOPE,no_pharma_mh,No pharmacotherapy targeting mental health
row_4521,Movement disorders and chronic psychosis,OUT_OF_SCOPE,non_canadian,No Canadian site/PI identified
27310241,Baseline Psychological Treatment Reduces the Effect of Coaching in a Randomised Trial of a Depression Self-Care Intervention,OUT_OF_SCOPE,secondary,Secondary/post-hoc analysis
row_4523,"Battlefield trauma training: A pilot study comparing the effects of live tissue vs. high-fidelity patient simulator on stress, cognitive function, and performance",OUT_OF_SCOPE,no_mh,No diagnosed mental health condition
28431058,Additional electrodes on the Quartet™ LV lead provide more programmable pacing options than bipolar and tripolar equivalents,OUT_OF_SCOPE,review,Review/meta-analysis
