id,title,decision,category,confidence,notes
29761488,Psychological therapies for treatment-resistant depression in adults.,EXCLUDE,non-pharma,0.95,Cochrane review of psychological therapies not pharmacotherapy
28557049,Left Dorsolateral Prefrontal Cortex rTMS in Alleviating MTBI Related Headaches and Depressive Symptoms.,EXCLUDE,non-pharma,0.90,rTMS neuromodulation intervention not pharmacotherapy; veterans study likely US-based
29017688,Cannabinoids in Pain Management and Palliative Medicine.,EXCLUDE,review,0.95,Systematic review of systematic reviews; not primary RCT
27531058,"Ampakine CX1942 attenuates opioid-induced respiratory depression and corrects the hypoxaemic effects of etorphine in immobilized goats (Capra hircus).",EXCLUDE,animal,0.99,Animal study in goats
29502347,Acupuncture for depression.,EXCLUDE,non-pharma,0.95,Cochrane review of acupuncture; not pharmacotherapy RCT
,4th Pediatric Allergy and Asthma Meeting (PAAM),EXCLUDE,non-MH,0.95,Conference abstracts on pediatric allergy/asthma; not MH
,Efficacy of Sertraline with Aripiprazole versus Paroxetine with Aripiprazole in Patient with Major Depressive Disorder,EXCLUDE,non-Canadian,0.90,RCT of pharma for MDD but authors from Pakistan; no Canadian site
,Shock therapies as intensification of the war against madness in Hamburg Germany: 1930-1943,EXCLUDE,non-RCT,0.99,Historical narrative about 1930s-1940s treatments in Germany
,Imaging and cerebrospinal fluid biomarkers in alzheimer's disease and lewy body spectrum disorders,EXCLUDE,review,0.95,Review of biomarkers; not RCT; not MH pharmacotherapy
,Using administrative data to examine a population-based parenting intervention,EXCLUDE,non-pharma,0.90,Parenting program (Triple P) using admin data in BC Canada; non-pharma intervention; not MH diagnosis
,Omega-3 combined with exercise on cognitive function in older adults Omega-3 and exercise on cognition,EXCLUDE,non-pharma,0.85,Review of omega-3 and exercise trials; nutritional/exercise not pharma for diagnosed MH
,The effect of cognitive-behavioral group therapy on anger and general health of female students in Iran: A pilot study,EXCLUDE,non-Canadian,0.95,Iranian quasi-experimental study; not Canadian; CBT not pharmacotherapy
,Increased reaction and movement times when text messaging during simulated driving in a teaching laboratory,EXCLUDE,non-MH,0.99,Driving simulation lab study on texting; not MH
,Deep Brain Stimulation: Clinical Results in Treatment-Resistant Depression,EXCLUDE,non-pharma,0.90,Review of DBS for depression; neuromodulation not pharmacotherapy
,Assessment of the correlation between gait and balance disorders and the severity of motor symptoms in Parkinson's disease depression and cognitive impairment,EXCLUDE,non-pharma,0.90,Assessment study of gait/balance in PD; not pharmacotherapy RCT
,The association of circadian typology with cognition and smoking status: A cross-sectional Egyptian study,EXCLUDE,non-Canadian,0.95,Cross-sectional study in Egypt; not RCT; not Canadian
,"Erratum: Efficacy of Bright Light Treatment Fluoxetine and the Combination in Patients With Nonseasonal Major Depressive Disorder",EXCLUDE,non-RCT,0.85,Erratum/correction to an earlier RCT (originally published 2015 pre-2016); the erratum itself is not a study
,Simulation of magnetic field induced current for magnetic seizure therapy,EXCLUDE,non-pharma,0.95,Computational FEA simulation of MST; not clinical RCT or pharmacotherapy
28388897,Does left ventricular hypertrophy affect cognition and brain structural integrity in type 2 diabetes? Study design and rationale of the D2 study,EXCLUDE,non-MH,0.90,Study design paper on diabetes and cognition; not MH pharmacotherapy RCT
,Imaging Approaches to Cerebral Cortex Pathology,EXCLUDE,review,0.95,Review of imaging in AD; not RCT
28971459,Scheduling and modeling a cognitive assessment guide for screening AD by primary care physicians,EXCLUDE,non-RCT,0.95,Cognitive screening tool development; not RCT or pharmacotherapy
,Current Pharmacotherapies in Older Age Bipolar Disorder,EXCLUDE,review,0.90,Review of pharmacotherapy literature; not primary RCT
28456050,"Erratum to Analysing UK clinicians' understanding of cognitive symptoms in major depression",EXCLUDE,non-RCT,0.95,Erratum to UK survey; not RCT
29423989,"Corrigendum to: A cluster-randomized controlled trial evaluating the effects of delaying onset of adolescent substance abuse (Co-Venture trial)",EXCLUDE,non-pharma,0.85,Corrigendum to Canadian cluster-RCT but intervention is personality-targeted prevention program not pharmacotherapy
,Antipsychotic Pharmacotherapy for Neuropsychiatric Symptoms of Dementia,EXCLUDE,review,0.95,Review of antipsychotics for NPS in dementia; not primary RCT
,Psychological interventions in offspring of parents with bipolar disorder,EXCLUDE,non-pharma,0.90,Review of psychological interventions; not pharmacotherapy RCT
,Somatic therapies: Repetitive transcranial magnetic stimulation (rTMS) and deep brain stimulation (DBS),EXCLUDE,non-pharma,0.90,Review of rTMS/DBS; neuromodulation not pharmacotherapy
,Computational study of onset dynamics in neuron-spiking with threshold adaptation,EXCLUDE,non-RCT,0.99,Computational simulation study; not clinical trial
,Telephone intervention for caregivers impacts of an individualized telephone intervention targeting the caregiver of a person with Alzheimer's,EXCLUDE,non-pharma,0.90,Telephone caregiver intervention; non-pharmacological
