id,title,decision,category,notes
34738687,The Stop-tabac smartphone application for smoking cessation: a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,
36242718,The Safety of Deutetrabenazine for Chorea in Huntington Disease: An Open-Label Extension Study.,OUT_OF_SCOPE,non-Canadian,
30071843,How to talk so kids will listen & listen so kids will talk: a randomized controlled trial evaluating the efficacy of the how-to parenting program on children's mental health compared to a wait-list control group.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
34291527,The effect of a game training intervention on cognitive functioning and depression symptoms in the elderly with mild cognitive impairment: A randomized controlled trial.,OUT_OF_SCOPE,non-pharmacotherapy,
32390591,A Smartphone App-Based Mindfulness Intervention for Cancer Survivors: Protocol for a Randomized Controlled Trial.,OUT_OF_SCOPE,protocol without results,
33343753,The use of virtual reality in reducing anxiety during cast removal: a randomized controlled trial.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
32713359,"Real-world effectiveness, its predictors and onset of action of cholinesterase inhibitors and memantine in dementia: retrospective health record study.",OUT_OF_SCOPE,observational/non-RCT,
34713183,The Internet-Based Conversational Engagement Clinical Trial (I-CONECT) in Socially Isolated Adults 75+ Years Old: Randomized Controlled Trial Protocol and COVID-19 Related Study Modifications.,OUT_OF_SCOPE,protocol without results,
32498073,Systematic manipulations of the biological stress systems result in sex-specific compensatory stress responses and negative mood outcomes.,OUT_OF_SCOPE,non-RCT,
28593360,Strongest Families™ Managing Our Mood (MOM): a randomized controlled trial of a distance intervention for women with postpartum depression.,OUT_OF_SCOPE,non-pharma (distance CBT intervention),Strongest Families MOM is cognitive-behavioral distance intervention
35217662,Deep rTMS of the insula and prefrontal cortex in smokers with schizophrenia: Proof-of-concept study.,OUT_OF_SCOPE,non-pharma (neuromodulation/rTMS),"Deep rTMS is neuromodulation, not pharmacotherapy"
30929703,Increased high-frequency NREM EEG power associated with mindfulness-based interventions for chronic insomnia: Preliminary findings from spectral analysis.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
30375301,Predicting first-episode psychosis patients who will never relapse over 10 years.,OUT_OF_SCOPE,non-Canadian,
27895238,Combined Modality Intervention for ADHD With Comorbid Reading Disorders: A Proof of Concept Study.,UNCERTAIN,combined modality for ADHD; Canadian unclear,Stimulant + reading program for ADHD+RD; need Canadian verification
32673223,Immersive Virtual Reality for the Reduction of State Anxiety in Clinical Interview Exams: Prospective Cohort Study.,OUT_OF_SCOPE,observational/non-RCT,
35741667,Selective Probiotic Treatment Positively Modulates the Microbiota-Gut-Brain Axis in the BTBR Mouse Model of Autism.,OUT_OF_SCOPE,animal study,
33528378,"Mobile Health-Supported HIV Self-Testing Strategy Among Urban Refugee and Displaced Youth in Kampala, Uganda: Protocol for a Cluster Randomized Trial (Tushirikiane, Supporting Each Other).",OUT_OF_SCOPE,protocol without results,
34808597,Collagen and Vitamin C Supplementation Increases Lower Limb Rate of Force Development.,OUT_OF_SCOPE,no MH focus,
28134440,What Happens After the Demonstration Phase? The Sustainability of Canada's At Home/Chez Soi Housing First Programs for Homeless Persons with Mental Illness.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
29727467,Pharmacological interventions for apathy in Alzheimer's disease.,OUT_OF_SCOPE,non-Canadian,
30391203,"Role of palmitoylethanolamide (PEA) in depression: Translational evidence: Special Section on ""Translational and Neuroscience Studies in Affective Disorders"". Section Editor, Maria Nobile MD, PhD. This Section of JAD focuses on the relevance of translational and neuroscience studies in providing a better understanding of the neural basis of affective disorders. The main aim is to briefly summaries relevant research findings in clinical neuroscience with particular regards to specific innovative topics in mood and anxiety disorders.",OUT_OF_SCOPE,non-Canadian,
28562627,Unconditional government cash transfers in support of orphaned and vulnerable adolescents in western Kenya: Is there an association with psychological wellbeing?,OUT_OF_SCOPE,non-pharmacotherapy,
30289996,"The antidepressant drug, sertraline, hinders bone healing and osseointegration in rats' tibiae.",OUT_OF_SCOPE,animal study,
26831491,"Neighborhood settings, types of social capital and depression among immigrants in Toronto.",OUT_OF_SCOPE,non-pharmacotherapy,
31363925,"Psychological treatments for depression among women experiencing intimate partner violence: findings from a randomized controlled trial for behavioral activation in Goa, India.",OUT_OF_SCOPE,non-pharmacotherapy intervention,
32845328,Comparative Effectiveness of Community-Based vs Clinic-Based Healthy Choices Motivational Intervention to Improve Health Behaviors Among Youth Living With HIV: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,
28128982,"Social Support, Insomnia, and Adherence to Cognitive Behavioral Therapy for Insomnia After Cancer Treatment.",OUT_OF_SCOPE,non-pharmacotherapy intervention,
28931460,Brief executive function training for individuals with severe mental illness: Effects on EEG synchronization and executive functioning.,OUT_OF_SCOPE,no MH focus,
30734581,Medicaid spending burden among beneficiaries with treatment-resistant depression.,OUT_OF_SCOPE,non-pharmacotherapy,
26956541,CHoosing Options for Insomnia in Cancer Effectively (CHOICE): Design of a patient centered comparative effectiveness trial of acupuncture and cognitive behavior therapy for insomnia.,OUT_OF_SCOPE,non-pharmacotherapy intervention,
32063519,The Impact of Work-Related Rhinitis on Quality of Life and Work Productivity: A General Workforce-Based Survey.,OUT_OF_SCOPE,observational/non-RCT,
33986697,Informing About the Nocebo Effect Affects Patients' Need for Information About Antidepressants-An Experimental Online Study.,OUT_OF_SCOPE,non-Canadian,
28670629,Statistical Analysis Plan for Stage 1 EMBARC (Establishing Moderators and Biosignatures of Antidepressant Response for Clinical Care) Study.,OUT_OF_SCOPE,non-Canadian,
29716903,Effects of an Integrative Nursing Intervention on Pain in Critically Ill Patients: A Pilot Clinical Trial.,OUT_OF_SCOPE,non-Canadian,
31578432,Functional linear modeling of activity data shows analgesic-mediated improved sleep in dogs with spontaneous osteoarthritis pain.,OUT_OF_SCOPE,non-RCT,
31149935,Trajectories of Pain Intensity Over 1 Year in Adults With Disabling Subacute or Chronic Neck Pain.,OUT_OF_SCOPE,non-pharmacotherapy,
28815316,Health-related quality of life associated with regorafenib treatment in refractory advanced gastric adenocarcinoma.,OUT_OF_SCOPE,non-pharmacotherapy,
29396637,Amyloid and tau signatures of brain metabolic decline in preclinical Alzheimer's disease.,OUT_OF_SCOPE,no MH focus,
29367424,"Pharmacokinetics, safety, and patient acceptability of subcutaneous versus intramuscular testosterone injection for gender-affirming therapy: A pilot study.",OUT_OF_SCOPE,non-pharmacotherapy,
