id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
35432560,Effects of Jie Yu Wan on Generalized Anxiety Disorder: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
34633141,Effects of an evidence-based nursing intervention on prevention of anxiety and depression in the postpartum period.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
32739466,Lavender and dodder combined herbal syrup versus citalopram in major depressive disorder with anxious distress: A double-blind randomized trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
35088753,Comparative Effectiveness of Transcutaneous Auricular Vagus Nerve Stimulation vs Citalopram for Major Depressive Disorder: A Randomized Trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
35887711,Cognitive Stimulation as Alternative Treatment to Improve Psychological Disorders in Patients with Mild Cognitive Impairment.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
34513348,A Phase III Prospective Active and Placebo-Controlled Randomized Trial of Vilazodone in the Treatment of Major Depressive Disorder.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
39281359,Gene-based drug therapy for children and youth treated with psychoactive medications.,OUT_OF_SCOPE,non-RCT,2,N,Agreement
33354769,Reducing the rate of psychiatric re-admissions in bipolar disorder using smartphones-The RADMIS trial.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
37120920,Cost-effectiveness of flexible take-home buprenorphine-naloxone versus methadone for treatment of prescription-type opioid use disorder.,OUT_OF_SCOPE,substance-use-pharma,2,Y,Conflict: UNCERTAIN vs OUT_OF_SCOPE -> OUT_OF_SCOPE
37070114,"Comparison of the potency of nortriptyline and mirtazapine on gastrointestinal symptoms, the level of anxiety and depression in patients with functional dyspepsia.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
34835987,Psychophysiological Effects of Lactobacillus plantarum PS128 in Patients with Major Depressive Disorder: A Preliminary 8-Week Open Trial.,OUT_OF_SCOPE,non-RCT,2,N,Agreement
40986221,Thymoquinone regulates RSL3-induced ferroptosis in the alzheimer mouse hippocampus.,OUT_OF_SCOPE,animal,2,N,Agreement
34797324,Efficacy of sequential N-butylphthalide therapy on psychiatric and behavioral functions in acute ischemic stroke.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
33889094,Treatment for Major Depressive Disorder by Repetitive Transcranial Magnetic Stimulation in Different Parameters: A Randomized Double-Blinded Controlled Trial.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
31931894,"Effectiveness of mirtazapine as add-on to paroxetine v. paroxetine or mirtazapine monotherapy in patients with major depressive disorder with early non-response to paroxetine: a two-phase, multicentre, randomized, double-blind clinical trial.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
34307020,"Electroacupuncture plus moxibustion for major depressive disorder: A randomized, sham-controlled, pilot clinical trial.",OUT_OF_SCOPE,non-pharma,2,N,Agreement
34627009,"Pentoxifylline for treatment of major depression after percutaneous coronary intervention or coronary artery bypass grafting: A randomized, double-blind, placebo-controlled trial.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
34635144,Huatan Dingji Decoction intervening in atrial fibrillation: protocol for a randomized double-blind single-simulated placebo-controlled clinical trial.,OUT_OF_SCOPE,non-MH,2,N,Agreement
36172511,Program for education and enrichment of relational skills (PEERS) training for social skills and depressed mood intervention in young adult with depression: Study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,2,N,Agreement
36331353,"Outpatient mental health service use in major trauma survivors: A population-based cohort study from Ontario, Canada.",OUT_OF_SCOPE,non-RCT,2,N,Agreement
34054983,"Efficacy of Gemfibrozil as an Adjunct to Sertraline in Major Depressive Disorder, A Double-Blind, Randomized, and Placebo-Controlled Clinical Trial.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
32332464,Body Mass Index as a Moderator of Treatment Response to Ketamine for Major Depressive Disorder.,OUT_OF_SCOPE,secondary-analysis,2,Y,Conflict: UNCERTAIN vs OUT_OF_SCOPE -> OUT_OF_SCOPE
32876128,Improvement in borderline personality disorder symptomatology after repetitive transcranial magnetic stimulation of the dorsomedial prefrontal cortex: preliminary results.,OUT_OF_SCOPE,non-pharma,1,N,Unmatched in Screener B (best ratio: 0.42)
36307858,High-definition transcranial direct current stimulation (HD-tDCS) as augmentation therapy in late-life depression (LLD) with suboptimal response to treatment-a study protocol for a double-blinded randomized sham-controlled trial.,OUT_OF_SCOPE,protocol,2,N,Agreement
,The effect of music to improve sleep quality in depression related insomnia,OUT_OF_SCOPE,non-pharma,2,N,Agreement
36037586,"Buprenorphine/naloxone and methadone effectiveness for reducing craving in individuals with prescription opioid use disorder: Exploratory results from an open-label, pragmatic randomized controlled trial.",OUT_OF_SCOPE,substance-use-pharma,2,Y,Conflict: UNCERTAIN vs OUT_OF_SCOPE -> OUT_OF_SCOPE
32091557,Effect of Osteopathic Manipulative Therapy on Generalized Anxiety Disorder.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
36948325,"Zishen pingchan granules combined with pramipexole in the improvement of depressive symptoms in Parkinson's disease: a prospective, multicenter, randomized, double-blind, controlled clinical study.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
35467962,"Breathing and Relaxation Exercises Help Improving Fear of COVID-19, Anxiety, and Sleep Quality: A Randomized Controlled Trial.",OUT_OF_SCOPE,non-pharma,2,N,Agreement
28969438,Adjunctive Bright Light Therapy for Bipolar Depression: A Randomized Double-Blind Placebo-Controlled Trial.,OUT_OF_SCOPE,non-pharma,2,N,Agreement
36798983,Objective sleep duration and response to combined pharmacotherapy and cognitive behavioral insomnia therapy among patients with comorbid depression and insomnia: a report from the TRIAD study.,OUT_OF_SCOPE,secondary-analysis,2,N,Agreement
35378149,"Patient-reported health-related quality of life from a randomized, placebo-controlled phase 2 trial of zuranolone in adults with major depressive disorder.",OUT_OF_SCOPE,non-Canadian,2,N,Agreement
32725102,N-acetylcysteine as an adjunctive treatment for smoking cessation: a randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,2,N,Agreement
