id,title,decision,category,confidence,notes
34633141,Effects of an evidence-based nursing intervention on prevention of anxiety and depression in the postpartum period.,EXCLUDE,non-Canadian; non-pharma,high,Nursing intervention in China
32739466,Lavender and dodder combined herbal syrup versus citalopram in major depressive disorder with anxious distress: A double-blind randomized trial.,EXCLUDE,non-Canadian,high,RCT conducted in Iran
35088753,Comparative Effectiveness of Transcutaneous Auricular Vagus Nerve Stimulation vs Citalopram for Major Depressive Disorder: A Randomized Trial.,EXCLUDE,non-Canadian,high,RCT conducted in China; device vs pharma
35887711,Cognitive Stimulation as Alternative Treatment to Improve Psychological Disorders in Patients with Mild Cognitive Impairment.,EXCLUDE,non-Canadian; non-pharma,high,Non-pharma cognitive stimulation RCT; not a diagnosed MH condition per se
34513348,A Phase III Prospective Active and Placebo-Controlled Randomized Trial of Vilazodone in the Treatment of Major Depressive Disorder.,EXCLUDE,non-Canadian,high,RCT conducted in India
39281359,Gene-based drug therapy for children and youth treated with psychoactive medications.,EXCLUDE,not RCT,high,Practice point/review on pharmacogenetic testing; Canada but not an RCT
33354769,Reducing the rate of psychiatric re-admissions in bipolar disorder using smartphones-The RADMIS trial.,EXCLUDE,non-Canadian; non-pharma,high,Smartphone monitoring RCT in Denmark
37120920,Cost-effectiveness of flexible take-home buprenorphine-naloxone versus methadone for treatment of prescription-type opioid use disorder.,EXCLUDE,secondary analysis,high,Economic analysis alongside OPTIMA trial; not the primary RCT
37070114,"Comparison of the potency of nortriptyline and mirtazapine on gastrointestinal symptoms, the level of anxiety and depression in patients with functional dyspepsia.",EXCLUDE,non-Canadian,high,RCT conducted in Iran
34835987,Psychophysiological Effects of Lactobacillus plantarum PS128 in Patients with Major Depressive Disorder: A Preliminary 8-Week Open Trial.,EXCLUDE,non-Canadian; not RCT,high,Open trial in Taiwan; not randomized controlled
40986221,Thymoquinone regulates RSL3-induced ferroptosis in the alzheimer mouse hippocampus.,EXCLUDE,animal study,high,Mouse study
