id,title,decision,category,confidence,notes
36811520,"Zuranolone in Major Depressive Disorder: Results From MOUNTAIN-A Phase 3, Multicenter, Double-Blind, Randomized, Placebo-Controlled Trial.",OUT_OF_SCOPE,non-Canadian,high,Zuranolone RCT for MDD; multi-site but no Canadian site indicated
34766913,A Smartphone Intervention for People With Serious Mental Illness: Fully Remote Randomized Controlled Trial of CORE.,OUT_OF_SCOPE,non-pharma,high,Smartphone intervention (CORE) for SMI; non-pharmacological; US-based
36231728,Adjunctive Bright Light Therapy for Non-Seasonal Major Depressive Disorder: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Bright light therapy RCT in subtropical area (Taiwan); non-pharma; non-Canadian
34747448,"Efficacy, Safety, and Tolerability of Ansofaxine (LY03005) Extended-Release Tablet for Major Depressive Disorder: A Randomized, Double-Blind, Placebo-Controlled, Dose-Finding, Phase 2 Clinical Trial.",OUT_OF_SCOPE,non-Canadian,high,Ansofaxine Phase 2 trial conducted in China
36510305,mPFC-rTMS for patients with insomnia disorder using resting-state functional magnetic resonance imaging: a protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,Protocol only for rTMS insomnia trial; non-pharma; non-Canadian
32282308,Assessment of the Efficacy of Withania somnifera Root Extract in Patients with Generalized Anxiety Disorder: A Randomized Double-blind Placebo- Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Withania somnifera for GAD; herbal; non-Canadian (Iran)
36059099,Adjunctive neuronavigated accelerated continuous theta-burst stimulation in obsessive-compulsive disorder: a randomized sham-controlled study.,OUT_OF_SCOPE,non-Canadian,high,cTBS for OCD; non-pharma (brain stimulation); non-Canadian (India)
32171323,"Efficacy and safety of Shu-gan-qing-re formula for generalized anxiety disorder: study protocol for a multi-center, prospective, double-blind, double-dummy, randomized controlled trial.",OUT_OF_SCOPE,protocol,high,Protocol for Chinese herbal medicine (SGQR) for GAD; non-Canadian; non-pharma
36461128,Group psychoeducation for persons with bipolar disorder in Rwanda: a study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,Protocol for psychoeducation in bipolar disorder in Rwanda; non-pharma; non-Canadian
36159932,The efficacy and safety of Jin's three-needle therapy vs. placebo acupuncture on anxiety symptoms in patients with post-stroke anxiety: A study protocol for a randomized controlled trial.,OUT_OF_SCOPE,protocol,high,Protocol for acupuncture trial for post-stroke anxiety; non-pharma; non-Canadian (China)
34644618,Effect of modified electroconvulsive therapy on neuro metabolites and magnetic resonance spectroscopy imaging signals in patients with refractory obsessive-compulsive disorder.,OUT_OF_SCOPE,non-Canadian,high,MECT for refractory OCD in China; non-pharma (ECT); non-Canadian
34265777,A Randomized Clinical Trial of Cognitive-Behavioral Therapy for Insomnia to Augment Posttraumatic Stress Disorder Treatment in Survivors of Interpersonal Violence.,OUT_OF_SCOPE,non-pharma,high,CBT for insomnia to augment PTSD treatment; non-pharmacological; US-based
37046297,Bangpungtongsung-san for patients with major depressive disorder: study protocol for a randomized controlled phase II clinical trial.,OUT_OF_SCOPE,protocol,high,Protocol for herbal medicine (BTS) for MDD; non-Canadian (Korea)
35909213,"A randomised, double-blind, placebo-controlled study to evaluate the safety and efficacy of lamotrigine in the maintenance treatment of Chinese adult patients with bipolar I disorder.",OUT_OF_SCOPE,non-Canadian,high,Lamotrigine maintenance for bipolar I in Chinese patients; non-Canadian
36866345,"Anxiety treatment of methamphetamine-dependent patients with buprenorphine: A randomized, double-blind, clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Buprenorphine for anxiety in methamphetamine dependence; non-Canadian (Iran)
35080598,Maintenance of Wellness in Patients With Obsessive-Compulsive Disorder Who Discontinue Medication After Exposure/Response Prevention Augmentation: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,high,SRI discontinuation after EX/RP for OCD; US-based
32006087,"Efficacy of anticonvulsant ethosuximide for major depressive disorder: a randomized, placebo-control clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Ethosuximide for MDD; conducted in China
36339271,"Adjunctive Pimavanserin in Patients with Major Depressive Disorder: Combined Results from Two Randomized, Double-Blind, Placebo-Controlled Phase 3 Studies.",OUT_OF_SCOPE,non-Canadian,high,Adjunctive pimavanserin for MDD; US/Europe Phase 3 trials; no Canadian sites indicated
35058816,Depression and/or PTSD Comorbidity Affects Response to Antidepressants in Those With Alcohol Use Disorder.,OUT_OF_SCOPE,non-Canadian,high,Paroxetine vs desipramine for AUD with depression/PTSD; US VA study; secondary analysis
41468486,Injectable Opioid Agonist Treatment for Patients With Opioid Use Disorder: An Updated Review of Clinical and Cost-Effectiveness: Drugs,OUT_OF_SCOPE,review,high,CADTH review of iOAT for OUD; review not an RCT
33599345,Effect of crocin versus fluoxetine in treatment of mild to moderate obsessive-compulsive disorder: A double blind randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,high,Crocin vs fluoxetine for OCD; non-Canadian (Iran)
36997966,"Effect of Remote Peer-Counsellor- delivered Behavioral Activation and Peer-support for Antenatal Depression on Gestational Age at Delivery: a single-blind, randomized control trial.",OUT_OF_SCOPE,non-pharma,high,Behavioral activation peer-support for antenatal depression; Canadian (Calgary) but non-pharmacological intervention
34519669,"The Effects of 3D Immersion Technology (3Scape) on Mental Health in Outpatients From a Short-Term Assessment, Rehabilitation, and Treatment Program: Feasibility Protocol for a Randomized Controlled Trial.",OUT_OF_SCOPE,non-pharma,high,3D immersion technology for MH; Canadian (Alberta) but non-pharma; protocol only
34190962,Effect of Zuranolone vs Placebo in Postpartum Depression: A Randomized Clinical Trial.,OUT_OF_SCOPE,non-Canadian,high,Zuranolone for PPD; US-based Phase 3 trial
35085742,"Clinical efficacy of Shugan granule in the treatment of mixed anxiety-depressive disorder: A multicenter, randomized, double-blind, placebo-controlled trial.",OUT_OF_SCOPE,non-Canadian,high,Shugan granule (Chinese herbal) for mixed anxiety-depressive disorder; China
36942060,"Melatonin in the Management of Mood and Sleep Problems Induced by Androgen Deprivation Therapy in Prostate Cancer Patients: A Randomized Double-blinded, Placebo-controlled Clinical Trial.",OUT_OF_SCOPE,non-Canadian,high,Melatonin for mood/sleep in prostate cancer patients on ADT; non-Canadian (Iran)
35152416,Influence of adjuvant nortriptyline on the efficacy of electroconvulsive therapy: A randomized controlled trial and 1-year follow-up.,OUT_OF_SCOPE,non-Canadian,high,Nortriptyline adjuvant to ECT for MDD; Netherlands
35072307,Propolis add-on therapy alleviates depressive symptoms; A randomized placebo-controlled clinical trial.,OUT_OF_SCOPE,non-Canadian,high,Propolis add-on for depression; non-Canadian (Iran)
35470030,"Editorial: Embedding Functional Neuroimaging Within Clinical Trials for Mania: Toward Answering the Questions, Who, How, and When?",OUT_OF_SCOPE,editorial,high,Editorial commentary on neuroimaging in mania trials; not an RCT
36467125,Sex differences in a double-blind randomized clinical trial with minocycline in treatment-resistant depressed patients: CRP and IL-6 as sex-specific predictors of treatment response.,OUT_OF_SCOPE,non-Canadian,high,Minocycline for treatment-resistant depression; UK-based trial
35707522,"Efficacy of the Integrative Acupuncture and Moxibustion Treatment in Patients With Major Depressive Disorder: The Study Protocol for a Multicenter, Single-Blinded, Randomized Trial in China.",OUT_OF_SCOPE,protocol,high,Protocol for acupuncture/moxibustion for MDD; non-pharma; China
36063974,"Botulinum toxin A (BoNT/A) for the treatment of depression: A randomized, double-blind, placebo, controlled trial in China.",OUT_OF_SCOPE,non-Canadian,high,Botulinum toxin A for depression; China
36093920,"Evidence for Anti-inflammatory Effects of Adalimumab in Treatment of Patients With Major Depressive Disorder: A Pilot, Randomized, Controlled Trial.",OUT_OF_SCOPE,non-Canadian,high,Adalimumab for MDD; non-Canadian (Iran)
35339911,"Efficacy of bright light therapy in perinatal depression: A randomized, double-blind, placebo-controlled study.",OUT_OF_SCOPE,non-Canadian,high,Bright light therapy for perinatal depression; non-Canadian (Turkey)
35023557,"Effects of Sodium Benzoate, a D-Amino Acid Oxidase Inhibitor, on Perceived Stress and Cognitive Function Among Patients With Late-Life Depression: A Randomized, Double-Blind, Sertraline- and Placebo-Controlled Trial.",OUT_OF_SCOPE,non-Canadian,high,Sodium benzoate for late-life depression; Taiwan
34287271,Treating Postpartum Depression: What Do We Know about Brexanolone?,OUT_OF_SCOPE,review,high,Narrative review of brexanolone for PPD; not an RCT
36855177,Perimenopausal Effects of Estradiol on Anhedonia and Psychosis Study (PEEPs): study protocol for a neural and molecular mechanistic clinical trial.,OUT_OF_SCOPE,protocol,high,Protocol for estradiol in perimenopausal psychiatric symptoms; US
34733978,Randomized controlled trial of acupuncture for anxiety and depression in patients with chronic insomnia.,OUT_OF_SCOPE,non-Canadian,high,Acupuncture for anxiety/depression in insomnia; non-pharma; China
40664306,Lactobacillus helveticus R0052 and Bifidobacterium longum R0175 administration to Long-Evans rats has interactive effects with sex and diet on anxiety-related feeding behaviors and specific endocrine outcomes.,OUT_OF_SCOPE,animal,high,Probiotic study in Long-Evans rats; animal study
36438959,Subclinical alterations of resting state functional brain network for adjunctive bright light therapy in nonseasonal major depressive disorder: A double blind randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,high,Bright light therapy neuroimaging in MDD; non-pharma; Taiwan
33397393,Effects of a psychological nursing intervention on prevention of anxiety and depression in the postpartum period: a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,high,Psychological nursing for postpartum anxiety/depression; non-pharma; China
34670131,Longitudinal study of impact of medication for opioid use disorder on Hamilton Depression Rating Scale.,OUT_OF_SCOPE,secondary-analysis,high,Secondary analysis of NIDA CTN-0051 trial; buprenorphine/naloxone vs XR-naltrexone for OUD; secondary analysis of depression outcome
35763873,Infralow-frequency transcranial magnetic stimulation as a therapy for generalized anxiety disorder: A randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,high,Infralow-frequency TMS for GAD; non-pharma; China
34679404,Can the Addition of Maintenance Electroconvulsive Therapy to Pharmacotherapy Improve Relapse Prevention in Severe Major Depressive Disorder? A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Maintenance ECT + pharmacotherapy for MDD; non-pharma primary; Spain
row_8903,Efficacious Web-Based Psychotherapy to Address Depression and Anxiety Among Patients Receiving Oncological and Palliative Care: an Open-Label Randomised Controlled Trial,OUT_OF_SCOPE,non-pharma,high,Web-based CBT for depression/anxiety in oncology patients; Canadian (Kingston ON) but intervention is psychotherapy not pharmacological
36291230,Transcutaneous Vagus Nerve Stimulation Could Improve the Effective Rate on the Quality of Sleep in the Treatment of Primary Insomnia: A Randomized Control Trial.,OUT_OF_SCOPE,non-Canadian,high,Transcutaneous vagus nerve stimulation for insomnia; non-pharma; China
34689056,Measuring brain glucose metabolism in order to predict response to antidepressant or placebo: A randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,high,FDG-PET to predict antidepressant response in MDD; US; neuroimaging/biomarker study
35095583,Effects of Acceptance and Commitment Therapy and Repetitive Transcranial Magnetic Stimulation on Obsessive-Compulsive Disorder.,OUT_OF_SCOPE,non-Canadian,high,ACT vs rTMS + sertraline for OCD; China; non-pharma primary comparison
35060914,"Microbial Ecosystem Therapeutic-2 Intervention in People With Major Depressive Disorder and Generalized Anxiety Disorder: Phase 1, Open-Label Study.",UNCERTAIN,uncertain-pharma,low,"MET-2 (microbial ecosystem therapy) for MDD/GAD; Canadian (Milev, Queens University); Phase 1 open-label; MET-2 is oral capsules but is microbiome-based not traditional pharma; borderline whether qualifies as pharmacological"
37120641,Artificial intelligence approach for the analysis of placebo-controlled clinical trials in major depressive disorders accounting for individual propensity to respond to placebo.,OUT_OF_SCOPE,secondary-analysis,high,AI analysis of placebo-controlled MDD trials; methodological/secondary analysis
36708956,Vortioxetine in patients with major depressive disorder and high levels of anxiety symptoms: An updated analysis of efficacy and tolerability.,OUT_OF_SCOPE,secondary-analysis,high,Pooled post-hoc analysis of vortioxetine trials for anxious MDD; secondary analysis
34964736,Efficacy and safety of Qigong Baduanjin exercise in the treatment of depression with insomnia: A randomized controlled study protocol.,OUT_OF_SCOPE,protocol,high,Protocol for Qigong exercise for depression with insomnia; non-pharma; China
33511988,Bright Light Treatment of Combat-related PTSD: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Bright light therapy for combat-related PTSD; non-pharma; US
35361700,Clinical effects of continuous theta burst stimulation for generalized anxiety disorder and a mechanism involving α oscillations: a randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,high,cTBS for GAD; non-pharma (brain stimulation); China
35968511,Relative Safety and Efficacy of Two Doses of Tandospirone Citrate for Generalized Anxiety Disorder: A Multicenter Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,Tandospirone for GAD; China
36700320,"Efficacy and Safety of Escitalopram, Desvenlafaxine, and Vortioxetine in the Acute Treatment of Anxious Depression: A Randomized Rater-blinded 6-week Clinical Trial.",OUT_OF_SCOPE,non-Canadian,high,Escitalopram vs desvenlafaxine vs vortioxetine for anxious MDD; South Korea
34930979,The randomized clinical trial results of the anxiety treatment in patients with somatoform dysfunction and neurotic disorders.,OUT_OF_SCOPE,non-Canadian,high,Tenoten for anxiety in somatoform/neurotic disorders; Russia
31914034,Efficacy and safety of So-Cheong-Ryong-Tang in patients with atopic dermatitis and respiratory disorders: Study protocol of a double-blind randomized placebo-controlled trial.,OUT_OF_SCOPE,non-MH,high,So-Cheong-Ryong-Tang for atopic dermatitis; not a mental health disorder; Korea
39076617,"Yangxinshi Tablet Improves Exercise Capacity for Patients with Coronary Heart Disease: Results from a Randomized, Double-Blind, Placebo-Controlled, and Multicenter Trial.",OUT_OF_SCOPE,non-MH,high,Yangxinshi tablet for CHD exercise capacity; not MH disorder primary; China
31556975,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled Study of Adjunctive Pimavanserin in Patients With Major Depressive Disorder and an Inadequate Response to Therapy (CLARITY).",OUT_OF_SCOPE,non-Canadian,high,Pimavanserin adjunctive for MDD Phase 2; US multicenter
35072758,"Cilostazol as an adjunctive treatment in major depressive disorder: a pilot randomized, double-blind, and placebo-controlled clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Cilostazol adjunctive for MDD; Iran
36163686,Suicidality and relief of depressive symptoms with intermittent theta burst stimulation in a sham-controlled randomized clinical trial.,OUT_OF_SCOPE,non-Canadian,high,iTBS for suicidality in MDD; non-pharma; Germany
35642516,"A study protocol for an ongoing multi-arm, randomized, double-blind, sham-controlled clinical trial with digital features, using portable transcranial electrical stimulation and internet-based behavioral therapy for major depression disorders: The PSYLECT study.",OUT_OF_SCOPE,protocol,high,Protocol for portable tES + internet-based therapy for MDD; non-pharma; Brazil
41021731,Ruxolitinib (Opzelura): Indication: Topical treatment of nonsegmental vitiligo in adult and pediatric patients 12 years of age and older: Reimbursement Recommendation,OUT_OF_SCOPE,non-MH,high,CADTH reimbursement recommendation for ruxolitinib for vitiligo; not MH
row_8923,Clinical Efficacy of a 2-Week Treatment Course of Zuranolone for the Treatment of Major Depressive Disorder and Postpartum Depression: Outcomes From the Clinical Development Program,OUT_OF_SCOPE,secondary-analysis,high,Combined efficacy data from zuranolone trials for MDD/PPD; pooled analysis; no original Canadian RCT
35982258,"Does the change in glutamate to GABA ratio correlate with change in depression severity? A randomized, double-blind clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Glutamate/GABA ratio and depression in MDD RCT; US-based neuroimaging study
35794728,The effects of coloring therapy on patients with generalized anxiety disorder.,OUT_OF_SCOPE,non-Canadian,high,Coloring therapy for GAD; non-pharma; China
36573651,"Neural Correlates of the DEEPP (Anti-suicidal Response to Ketamine in Treatment-Resistant Bipolar Depression) Study: Protocol for a Pilot, Open-Label Clinical Trial.",UNCERTAIN,uncertain-design,low,"Ketamine for suicidality in bipolar depression; Canadian (Toronto, CAMH authors); protocol for open-label pilot (no sham control); pharmacological; but protocol without results yet and open-label design (not blinded RCT)"
36233712,Cognitive Behavioral Therapy for Chronic Insomnia in Outpatients with Major Depression-A Randomised Controlled Trial.,OUT_OF_SCOPE,non-Canadian,high,CBT for insomnia in MDD outpatients; non-pharma; Denmark
33724254,"Efficacy and safety of pentoxifylline combination therapy in major depressive disorder: a randomized, double-blind, placebo-controlled clinical trial.",OUT_OF_SCOPE,non-Canadian,high,Pentoxifylline + sertraline for MDD; Iran
37124402,Changes in daily dose in open-label compared to double-blind: The role of clients' expectations in injectable opioid agonist treatment.,OUT_OF_SCOPE,secondary-analysis,high,Retrospective analysis of dose changes in iOAT; Canadian (Vancouver) but secondary/retrospective analysis of existing trial data; not an RCT itself
